# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 07, 2026062006, 03, FNV3,   0, 141N, 1368E,  45,  997, XX,  34, NEQ,   90,     ,     ,   90,     ,     ,  40,
WP, 07, 2026062006, 03, FNV3,  66, 190N, 1254E, 108,  946, XX,  34, NEQ,  123,  110,  103,  114,     ,     ,  11,
WP, 07, 2026062006, 03, FNV3,  66, 190N, 1254E, 108,  946, XX,  50, NEQ,   61,   54,   46,   56,     ,     ,  11,
WP, 07, 2026062006, 03, FNV3,  66, 190N, 1254E, 108,  946, XX,  64, NEQ,   34,   31,   26,   30,     ,     ,  11,
WP, 07, 2026062006, 03, FNV3,  72, 194N, 1250E, 108,  944, XX,  34, NEQ,  122,  115,  102,  110,     ,     ,  12,
WP, 07, 2026062006, 03, FNV3,  72, 194N, 1250E, 108,  944, XX,  50, NEQ,   63,   56,   47,   56,     ,     ,  12,
WP, 07, 2026062006, 03, FNV3,  72, 194N, 1250E, 108,  944, XX,  64, NEQ,   37,   33,   28,   32,     ,     ,  12,
WP, 07, 2026062006, 03, FNV3,  78, 197N, 1248E, 105,  948, XX,  34, NEQ,  129,  124,  110,  116,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  78, 197N, 1248E, 105,  948, XX,  50, NEQ,   66,   61,   52,   59,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  78, 197N, 1248E, 105,  948, XX,  64, NEQ,   38,   36,   30,   33,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  84, 202N, 1246E, 101,  951, XX,  34, NEQ,  127,  124,  107,  111,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  84, 202N, 1246E, 101,  951, XX,  50, NEQ,   65,   60,   50,   56,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  84, 202N, 1246E, 101,  951, XX,  64, NEQ,   36,   33,   28,   31,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  90, 206N, 1245E,  94,  956, XX,  34, NEQ,  128,  130,  113,  109,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3,  90, 206N, 1245E,  94,  956, XX,  50, NEQ,   67,   64,   54,   58,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3,  90, 206N, 1245E,  94,  956, XX,  64, NEQ,   36,   35,   29,   31,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3,  96, 212N, 1245E,  92,  957, XX,  34, NEQ,  125,  134,  109,  104,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  96, 212N, 1245E,  92,  957, XX,  50, NEQ,   61,   60,   48,   51,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3,  96, 212N, 1245E,  92,  957, XX,  64, NEQ,   33,   31,   25,   27,     ,     ,  15,
WP, 07, 2026062006, 03, FNV3, 102, 218N, 1245E,  85,  963, XX,  34, NEQ,  125,  132,  111,  105,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 102, 218N, 1245E,  85,  963, XX,  50, NEQ,   65,   64,   52,   55,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 102, 218N, 1245E,  85,  963, XX,  64, NEQ,   32,   30,   25,   27,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 108, 224N, 1245E,  82,  964, XX,  34, NEQ,  125,  130,  107,  105,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 108, 224N, 1245E,  82,  964, XX,  50, NEQ,   65,   64,   51,   55,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 108, 224N, 1245E,  82,  964, XX,  64, NEQ,   34,   32,   26,   28,     ,     ,  16,
WP, 07, 2026062006, 03, FNV3, 114, 230N, 1246E,  77,  969, XX,  34, NEQ,  114,  124,  103,   93,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 114, 230N, 1246E,  77,  969, XX,  50, NEQ,   53,   54,   42,   44,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 114, 230N, 1246E,  77,  969, XX,  64, NEQ,   24,   22,   18,   19,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 120, 237N, 1247E,  75,  969, XX,  34, NEQ,  126,  133,  107,  102,     ,     ,  20,
WP, 07, 2026062006, 03, FNV3, 120, 237N, 1247E,  75,  969, XX,  50, NEQ,   56,   56,   43,   46,     ,     ,  20,
WP, 07, 2026062006, 03, FNV3, 120, 237N, 1247E,  75,  969, XX,  64, NEQ,   23,   23,   18,   19,     ,     ,  20,
WP, 07, 2026062006, 03, FNV3, 126, 244N, 1249E,  74,  969, XX,  34, NEQ,  118,  127,  102,   95,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 126, 244N, 1249E,  74,  969, XX,  50, NEQ,   48,   49,   38,   39,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 126, 244N, 1249E,  74,  969, XX,  64, NEQ,   19,   20,   15,   16,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 132, 253N, 1252E,  73,  969, XX,  34, NEQ,  114,  123,   96,   89,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 132, 253N, 1252E,  73,  969, XX,  50, NEQ,   46,   45,   35,   36,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 132, 253N, 1252E,  73,  969, XX,  64, NEQ,   18,   19,   15,   15,     ,     ,  17,
WP, 07, 2026062006, 03, FNV3, 138, 263N, 1257E,  68,  972, XX,  34, NEQ,  105,  119,   91,   80,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 138, 263N, 1257E,  68,  972, XX,  50, NEQ,   39,   42,   30,   30,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 138, 263N, 1257E,  68,  972, XX,  64, NEQ,   12,   17,   10,   10,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 144, 274N, 1264E,  69,  971, XX,  34, NEQ,  117,  131,   99,   89,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 144, 274N, 1264E,  69,  971, XX,  50, NEQ,   41,   47,   33,   32,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 144, 274N, 1264E,  69,  971, XX,  64, NEQ,   15,   18,   12,   12,     ,     ,  23,
WP, 07, 2026062006, 03, FNV3, 150, 286N, 1275E,  64,  974, XX,  34, NEQ,  111,  125,   95,   84,     ,     ,  25,
WP, 07, 2026062006, 03, FNV3, 150, 286N, 1275E,  64,  974, XX,  50, NEQ,   38,   43,   30,   28,     ,     ,  25,
WP, 07, 2026062006, 03, FNV3, 150, 286N, 1275E,  64,  974, XX,  64, NEQ,   10,   13,    8,    8,     ,     ,  25,
WP, 07, 2026062006, 03, FNV3, 156, 301N, 1288E,  63,  975, XX,  34, NEQ,  105,  115,   86,   79,     ,     ,  27,
WP, 07, 2026062006, 03, FNV3, 156, 301N, 1288E,  63,  975, XX,  50, NEQ,   28,   34,   21,   20,     ,     ,  27,
WP, 07, 2026062006, 03, FNV3, 156, 301N, 1288E,  63,  975, XX,  64, NEQ,    8,   10,    6,    6,     ,     ,  27,
WP, 07, 2026062006, 03, FNV3, 162, 318N, 1307E,  59,  978, XX,  34, NEQ,  110,  117,   90,   85,     ,     ,  31,
WP, 07, 2026062006, 03, FNV3, 162, 318N, 1307E,  59,  978, XX,  50, NEQ,   27,   34,   21,   21,     ,     ,  31,
WP, 07, 2026062006, 03, FNV3, 162, 318N, 1307E,  59,  978, XX,  64, NEQ,    5,    6,    3,    3,     ,     ,  31,
WP, 07, 2026062006, 03, FNV3, 168, 335N, 1331E,  52,  982, XX,  34, NEQ,   94,  101,   79,   72,     ,     ,  35,
WP, 07, 2026062006, 03, FNV3, 168, 335N, 1331E,  52,  982, XX,  50, NEQ,   18,   21,   15,   14,     ,     ,  35,
WP, 07, 2026062006, 03, FNV3, 168, 335N, 1331E,  52,  982, XX,  64, NEQ,    2,    4,    2,    2,     ,     ,  35,
WP, 07, 2026062006, 03, FNV3, 174, 351N, 1359E,  47,  985, XX,  34, NEQ,   73,   75,   55,   52,     ,     ,  42,
WP, 07, 2026062006, 03, FNV3, 174, 351N, 1359E,  47,  985, XX,  50, NEQ,    7,    9,    6,    5,     ,     ,  42,
WP, 07, 2026062006, 03, FNV3, 174, 351N, 1359E,  47,  985, XX,  64, NEQ,    1,    2,    1,    0,     ,     ,  42,
WP, 07, 2026062006, 03, FNV3, 180, 365N, 1386E,  43,  987, XX,  34, NEQ,   61,   60,   47,   41,     ,     ,  46,
WP, 07, 2026062006, 03, FNV3, 180, 365N, 1386E,  43,  987, XX,  50, NEQ,    8,    7,    4,    4,     ,     ,  46,
WP, 07, 2026062006, 03, FNV3, 186, 379N, 1416E,  38,  989, XX,  34, NEQ,   37,   36,   28,   22,     ,     ,  60,
WP, 07, 2026062006, 03, FNV3, 186, 379N, 1416E,  38,  989, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  60,
WP, 07, 2026062006, 03, FNV3, 192, 387N, 1453E,  37,  989, XX,  34, NEQ,   30,   22,   15,   11,     ,     ,  64,
WP, 07, 2026062006, 03, FNV3, 192, 387N, 1453E,  37,  989, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  64,
WP, 07, 2026062006, 03, FNV3, 192, 387N, 1453E,  37,  989, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  64,
WP, 07, 2026062006, 03, FNV3, 198, 393N, 1477E,  38,  989, XX,  34, NEQ,   25,   17,   18,   12,     ,     ,  58,
WP, 07, 2026062006, 03, FNV3, 198, 393N, 1477E,  38,  989, XX,  50, NEQ,    2,    2,    2,    2,     ,     ,  58,
WP, 07, 2026062006, 03, FNV3, 198, 393N, 1477E,  38,  989, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  58,
WP, 07, 2026062006, 03, FNV3, 204, 403N, 1504E,  38,  986, XX,  34, NEQ,   38,   23,    8,    8,     ,     ,  62,
WP, 07, 2026062006, 03, FNV3, 204, 403N, 1504E,  38,  986, XX,  50, NEQ,    3,    3,    3,    3,     ,     ,  62,
WP, 07, 2026062006, 03, FNV3, 204, 403N, 1504E,  38,  986, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  62,
