# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 13, 2025102212, 03, FNV3,   0, 143N,  735W,  45, 1001, XX,  34, NEQ,   90,   90,     ,   60,     ,     ,  40,
AL, 13, 2025102212, 03, FNV3,  42, 154N,  749W,  46, 1000, XX,  50, NEQ,   12,    5,    3,    4,     ,     ,  50,
AL, 13, 2025102212, 03, FNV3,  48, 155N,  746W,  47,  998, XX,  34, NEQ,   76,   64,   42,   55,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3,  48, 155N,  746W,  47,  998, XX,  50, NEQ,   14,    8,    6,    7,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3,  48, 155N,  746W,  47,  998, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3,  54, 157N,  744W,  51,  997, XX,  34, NEQ,   79,   69,   45,   60,     ,     ,  38,
AL, 13, 2025102212, 03, FNV3,  54, 157N,  744W,  51,  997, XX,  50, NEQ,   17,   10,    7,    9,     ,     ,  38,
AL, 13, 2025102212, 03, FNV3,  54, 157N,  744W,  51,  997, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  38,
AL, 13, 2025102212, 03, FNV3,  60, 158N,  744W,  56,  993, XX,  34, NEQ,   78,   63,   41,   59,     ,     ,  36,
AL, 13, 2025102212, 03, FNV3,  60, 158N,  744W,  56,  993, XX,  50, NEQ,   22,   14,    9,   14,     ,     ,  36,
AL, 13, 2025102212, 03, FNV3,  60, 158N,  744W,  56,  993, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  36,
AL, 13, 2025102212, 03, FNV3,  66, 161N,  743W,  60,  991, XX,  34, NEQ,   90,   76,   50,   68,     ,     ,  34,
AL, 13, 2025102212, 03, FNV3,  66, 161N,  743W,  60,  991, XX,  50, NEQ,   30,   22,   15,   20,     ,     ,  34,
AL, 13, 2025102212, 03, FNV3,  66, 161N,  743W,  60,  991, XX,  64, NEQ,    8,    4,    3,    4,     ,     ,  34,
AL, 13, 2025102212, 03, FNV3,  72, 163N,  744W,  66,  986, XX,  34, NEQ,   91,   76,   51,   69,     ,     ,  27,
AL, 13, 2025102212, 03, FNV3,  72, 163N,  744W,  66,  986, XX,  50, NEQ,   31,   26,   18,   24,     ,     ,  27,
AL, 13, 2025102212, 03, FNV3,  72, 163N,  744W,  66,  986, XX,  64, NEQ,   13,    7,    6,    7,     ,     ,  27,
AL, 13, 2025102212, 03, FNV3,  78, 164N,  746W,  72,  982, XX,  34, NEQ,   94,   77,   48,   71,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3,  78, 164N,  746W,  72,  982, XX,  50, NEQ,   33,   25,   17,   25,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3,  78, 164N,  746W,  72,  982, XX,  64, NEQ,   13,    9,    7,    9,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3,  84, 164N,  748W,  75,  980, XX,  34, NEQ,  102,   85,   61,   85,     ,     ,  25,
AL, 13, 2025102212, 03, FNV3,  84, 164N,  748W,  75,  980, XX,  50, NEQ,   39,   29,   21,   29,     ,     ,  25,
AL, 13, 2025102212, 03, FNV3,  84, 164N,  748W,  75,  980, XX,  64, NEQ,   15,   11,    9,   11,     ,     ,  25,
AL, 13, 2025102212, 03, FNV3,  90, 164N,  751W,  80,  976, XX,  34, NEQ,  102,   87,   62,   85,     ,     ,  24,
AL, 13, 2025102212, 03, FNV3,  90, 164N,  751W,  80,  976, XX,  50, NEQ,   41,   32,   25,   32,     ,     ,  24,
AL, 13, 2025102212, 03, FNV3,  90, 164N,  751W,  80,  976, XX,  64, NEQ,   18,   13,   10,   14,     ,     ,  24,
AL, 13, 2025102212, 03, FNV3,  96, 164N,  754W,  85,  972, XX,  34, NEQ,  105,   86,   60,   89,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3,  96, 164N,  754W,  85,  972, XX,  50, NEQ,   44,   34,   25,   36,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3,  96, 164N,  754W,  85,  972, XX,  64, NEQ,   21,   15,   12,   15,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 102, 164N,  758W,  90,  968, XX,  34, NEQ,  107,   84,   57,   89,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 102, 164N,  758W,  90,  968, XX,  50, NEQ,   47,   36,   25,   38,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 102, 164N,  758W,  90,  968, XX,  64, NEQ,   22,   16,   13,   17,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 108, 164N,  762W,  96,  962, XX,  34, NEQ,  123,   99,   74,  108,     ,     ,  22,
AL, 13, 2025102212, 03, FNV3, 108, 164N,  762W,  96,  962, XX,  50, NEQ,   51,   38,   28,   42,     ,     ,  22,
AL, 13, 2025102212, 03, FNV3, 108, 164N,  762W,  96,  962, XX,  64, NEQ,   23,   18,   14,   19,     ,     ,  22,
AL, 13, 2025102212, 03, FNV3, 114, 164N,  767W, 103,  956, XX,  34, NEQ,  115,   95,   70,  100,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 114, 164N,  767W, 103,  956, XX,  50, NEQ,   51,   39,   29,   42,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 114, 164N,  767W, 103,  956, XX,  64, NEQ,   25,   20,   16,   21,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 120, 164N,  771W, 103,  956, XX,  34, NEQ,  113,   90,   66,   99,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 120, 164N,  771W, 103,  956, XX,  50, NEQ,   48,   36,   28,   40,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 120, 164N,  771W, 103,  956, XX,  64, NEQ,   24,   19,   16,   21,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 126, 165N,  774W, 106,  952, XX,  34, NEQ,  111,   89,   64,   95,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 126, 165N,  774W, 106,  952, XX,  50, NEQ,   48,   37,   28,   40,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 126, 165N,  774W, 106,  952, XX,  64, NEQ,   25,   19,   16,   20,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 132, 166N,  778W, 104,  953, XX,  34, NEQ,  122,  102,   75,  105,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 132, 166N,  778W, 104,  953, XX,  50, NEQ,   49,   39,   30,   41,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 132, 166N,  778W, 104,  953, XX,  64, NEQ,   24,   20,   16,   21,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 138, 168N,  782W, 103,  954, XX,  34, NEQ,  116,   99,   71,   97,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 138, 168N,  782W, 103,  954, XX,  50, NEQ,   53,   43,   32,   44,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 138, 168N,  782W, 103,  954, XX,  64, NEQ,   25,   21,   17,   21,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 144, 171N,  785W, 107,  949, XX,  34, NEQ,  124,  110,   78,  103,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 144, 171N,  785W, 107,  949, XX,  50, NEQ,   58,   48,   36,   48,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 144, 171N,  785W, 107,  949, XX,  64, NEQ,   29,   25,   20,   25,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 150, 175N,  786W, 110,  948, XX,  34, NEQ,  128,  115,   77,  104,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 150, 175N,  786W, 110,  948, XX,  50, NEQ,   60,   48,   34,   48,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 150, 175N,  786W, 110,  948, XX,  64, NEQ,   30,   25,   20,   25,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 156, 179N,  787W, 109,  947, XX,  34, NEQ,  140,  130,   92,  114,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 156, 179N,  787W, 109,  947, XX,  50, NEQ,   60,   52,   38,   49,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 156, 179N,  787W, 109,  947, XX,  64, NEQ,   31,   27,   21,   26,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 162, 183N,  788W, 111,  946, XX,  34, NEQ,  136,  129,   91,  111,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 162, 183N,  788W, 111,  946, XX,  50, NEQ,   65,   58,   43,   53,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 162, 183N,  788W, 111,  946, XX,  64, NEQ,   34,   29,   23,   28,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 168, 188N,  787W, 110,  947, XX,  34, NEQ,  140,  135,   96,  113,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 168, 188N,  787W, 110,  947, XX,  50, NEQ,   68,   63,   48,   57,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 168, 188N,  787W, 110,  947, XX,  64, NEQ,   38,   35,   28,   32,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 174, 195N,  783W, 109,  947, XX,  34, NEQ,  136,  134,   93,  109,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 174, 195N,  783W, 109,  947, XX,  50, NEQ,   65,   61,   47,   54,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 174, 195N,  783W, 109,  947, XX,  64, NEQ,   36,   32,   26,   30,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 180, 202N,  778W, 104,  952, XX,  34, NEQ,  145,  149,  107,  115,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 180, 202N,  778W, 104,  952, XX,  50, NEQ,   68,   67,   52,   57,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 180, 202N,  778W, 104,  952, XX,  64, NEQ,   37,   36,   29,   32,     ,     ,  19,
AL, 13, 2025102212, 03, FNV3, 186, 209N,  773W, 105,  952, XX,  34, NEQ,  146,  150,  108,  118,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 186, 209N,  773W, 105,  952, XX,  50, NEQ,   69,   68,   54,   58,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 186, 209N,  773W, 105,  952, XX,  64, NEQ,   38,   36,   30,   32,     ,     ,  18,
AL, 13, 2025102212, 03, FNV3, 192, 219N,  764W, 101,  955, XX,  34, NEQ,  140,  148,  105,  112,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 192, 219N,  764W, 101,  955, XX,  50, NEQ,   71,   69,   54,   58,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 192, 219N,  764W, 101,  955, XX,  64, NEQ,   37,   35,   28,   31,     ,     ,  20,
AL, 13, 2025102212, 03, FNV3, 198, 231N,  753W, 105,  951, XX,  34, NEQ,  151,  160,  114,  120,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 198, 231N,  753W, 105,  951, XX,  50, NEQ,   76,   76,   60,   63,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 198, 231N,  753W, 105,  951, XX,  64, NEQ,   41,   40,   32,   35,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 204, 245N,  740W, 102,  952, XX,  34, NEQ,  154,  168,  125,  124,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 204, 245N,  740W, 102,  952, XX,  50, NEQ,   79,   80,   64,   65,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 204, 245N,  740W, 102,  952, XX,  64, NEQ,   41,   41,   33,   35,     ,     ,  21,
AL, 13, 2025102212, 03, FNV3, 210, 263N,  726W,  99,  954, XX,  34, NEQ,  171,  179,  133,  138,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 210, 263N,  726W,  99,  954, XX,  50, NEQ,   87,   88,   71,   73,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 210, 263N,  726W,  99,  954, XX,  64, NEQ,   44,   43,   36,   38,     ,     ,  23,
AL, 13, 2025102212, 03, FNV3, 216, 282N,  712W,  97,  955, XX,  34, NEQ,  174,  182,  134,  141,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3, 216, 282N,  712W,  97,  955, XX,  50, NEQ,   83,   84,   65,   68,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3, 216, 282N,  712W,  97,  955, XX,  64, NEQ,   45,   41,   34,   37,     ,     ,  28,
AL, 13, 2025102212, 03, FNV3, 222, 303N,  697W,  86,  961, XX,  34, NEQ,  162,  173,  128,  130,     ,     ,  30,
AL, 13, 2025102212, 03, FNV3, 222, 303N,  697W,  86,  961, XX,  50, NEQ,   82,   84,   68,   68,     ,     ,  30,
AL, 13, 2025102212, 03, FNV3, 222, 303N,  697W,  86,  961, XX,  64, NEQ,   37,   37,   30,   32,     ,     ,  30,
AL, 13, 2025102212, 03, FNV3, 228, 323N,  680W,  81,  964, XX,  34, NEQ,  182,  191,  149,  150,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 228, 323N,  680W,  81,  964, XX,  50, NEQ,   82,   84,   68,   69,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 228, 323N,  680W,  81,  964, XX,  64, NEQ,   38,   41,   29,   31,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 234, 336N,  658W,  76,  968, XX,  34, NEQ,  185,  198,  151,  151,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 234, 336N,  658W,  76,  968, XX,  50, NEQ,   84,   88,   67,   68,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 234, 336N,  658W,  76,  968, XX,  64, NEQ,   29,   29,   23,   24,     ,     ,  42,
AL, 13, 2025102212, 03, FNV3, 240, 350N,  634W,  71,  972, XX,  34, NEQ,  165,  175,  138,  135,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3, 240, 350N,  634W,  71,  972, XX,  50, NEQ,   73,   83,   61,   60,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3, 240, 350N,  634W,  71,  972, XX,  64, NEQ,   27,   31,   21,   22,     ,     ,  43,
AL, 13, 2025102212, 03, FNV3, 246, 367N,  610W,  68,  972, XX,  34, NEQ,  198,  208,  170,  166,     ,     ,  47,
AL, 13, 2025102212, 03, FNV3, 246, 367N,  610W,  68,  972, XX,  50, NEQ,   95,   99,   81,   79,     ,     ,  47,
AL, 13, 2025102212, 03, FNV3, 246, 367N,  610W,  68,  972, XX,  64, NEQ,   26,   32,   22,   23,     ,     ,  47,
AL, 13, 2025102212, 03, FNV3, 252, 373N,  577W,  66,  973, XX,  34, NEQ,  199,  211,  173,  169,     ,     ,  50,
AL, 13, 2025102212, 03, FNV3, 252, 373N,  577W,  66,  973, XX,  50, NEQ,   89,   95,   77,   75,     ,     ,  50,
AL, 13, 2025102212, 03, FNV3, 252, 373N,  577W,  66,  973, XX,  64, NEQ,   26,   27,   21,   20,     ,     ,  50,
AL, 13, 2025102212, 03, FNV3, 258, 388N,  547W,  62,  976, XX,  34, NEQ,  197,  212,  176,  170,     ,     ,  58,
AL, 13, 2025102212, 03, FNV3, 258, 388N,  547W,  62,  976, XX,  50, NEQ,   82,   88,   68,   67,     ,     ,  58,
AL, 13, 2025102212, 03, FNV3, 258, 388N,  547W,  62,  976, XX,  64, NEQ,   14,   20,   11,   11,     ,     ,  58,
AL, 13, 2025102212, 03, FNV3, 264, 392N,  530W,  61,  977, XX,  34, NEQ,  209,  222,  186,  183,     ,     ,  63,
AL, 13, 2025102212, 03, FNV3, 264, 392N,  530W,  61,  977, XX,  50, NEQ,   76,   84,   65,   66,     ,     ,  63,
AL, 13, 2025102212, 03, FNV3, 264, 392N,  530W,  61,  977, XX,  64, NEQ,   12,   23,   13,   11,     ,     ,  63,
AL, 13, 2025102212, 03, FNV3, 270, 399N,  503W,  57,  979, XX,  34, NEQ,  216,  228,  194,  187,     ,     ,  73,
AL, 13, 2025102212, 03, FNV3, 270, 399N,  503W,  57,  979, XX,  50, NEQ,   63,   76,   57,   53,     ,     ,  73,
AL, 13, 2025102212, 03, FNV3, 270, 399N,  503W,  57,  979, XX,  64, NEQ,   10,   18,   12,    9,     ,     ,  73,
AL, 13, 2025102212, 03, FNV3, 276, 407N,  479W,  55,  981, XX,  34, NEQ,  231,  238,  204,  203,     ,     ,  72,
AL, 13, 2025102212, 03, FNV3, 276, 407N,  479W,  55,  981, XX,  50, NEQ,   59,   71,   46,   47,     ,     ,  72,
AL, 13, 2025102212, 03, FNV3, 276, 407N,  479W,  55,  981, XX,  64, NEQ,    4,    8,    4,    4,     ,     ,  72,
AL, 13, 2025102212, 03, FNV3, 282, 410N,  468W,  54,  980, XX,  34, NEQ,  207,  216,  185,  187,     ,     ,  78,
AL, 13, 2025102212, 03, FNV3, 282, 410N,  468W,  54,  980, XX,  50, NEQ,   54,   65,   52,   52,     ,     ,  78,
AL, 13, 2025102212, 03, FNV3, 282, 410N,  468W,  54,  980, XX,  64, NEQ,    5,   11,    4,    4,     ,     ,  78,
AL, 13, 2025102212, 03, FNV3, 288, 422N,  441W,  53,  981, XX,  34, NEQ,  225,  239,  206,  197,     ,     ,  85,
AL, 13, 2025102212, 03, FNV3, 288, 422N,  441W,  53,  981, XX,  50, NEQ,   62,   65,   49,   45,     ,     ,  85,
AL, 13, 2025102212, 03, FNV3, 294, 410N,  428W,  52,  981, XX,  34, NEQ,  215,  230,  190,  189,     ,     ,  84,
AL, 13, 2025102212, 03, FNV3, 294, 410N,  428W,  52,  981, XX,  50, NEQ,   52,   72,   43,   42,     ,     ,  84,
AL, 13, 2025102212, 03, FNV3, 294, 410N,  428W,  52,  981, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  84,
IO, 04, 2025102212, 03, FNV3,   0, 107S,  607E,  60,  979, XX,  34, NEQ,  110,  160,  110,  140,     ,     ,  30,
IO, 04, 2025102212, 03, FNV3,   6, 102S,  606E,  51,  991, XX,  34, NEQ,  107,  113,  102,   96,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,   6, 102S,  606E,  51,  991, XX,  50, NEQ,   14,    8,    8,    7,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  12, 103S,  599E,  46,  994, XX,  34, NEQ,  105,  110,  100,   94,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  12, 103S,  599E,  46,  994, XX,  50, NEQ,    4,    6,    3,    5,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  12, 103S,  599E,  46,  994, XX,  64, NEQ,    0,    0,    1,    0,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  18, 104S,  593E,  44,  995, XX,  34, NEQ,  102,  106,   93,   90,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  18, 104S,  593E,  44,  995, XX,  50, NEQ,    5,    2,    3,    2,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  24, 104S,  585E,  42,  996, XX,  34, NEQ,   81,   84,   73,   70,     ,     ,  44,
IO, 04, 2025102212, 03, FNV3,  24, 104S,  585E,  42,  996, XX,  50, NEQ,    3,    3,    2,    2,     ,     ,  44,
IO, 04, 2025102212, 03, FNV3,  30, 100S,  574E,  38,  998, XX,  34, NEQ,   47,   48,   42,   46,     ,     ,  48,
IO, 04, 2025102212, 03, FNV3,  30, 100S,  574E,  38,  998, XX,  50, NEQ,    0,    2,    0,    1,     ,     ,  48,
IO, 04, 2025102212, 03, FNV3,  36,  96S,  564E,  39,  998, XX,  34, NEQ,   51,   49,   41,   41,     ,     ,  42,
IO, 04, 2025102212, 03, FNV3,  42,  92S,  554E,  36,  999, XX,  34, NEQ,   44,   43,   37,   41,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  48,  90S,  545E,  35, 1000, XX,  34, NEQ,   29,   32,   24,   22,     ,     ,  48,
IO, 04, 2025102212, 03, FNV3,  54,  87S,  538E,  34, 1001, XX,  34, NEQ,   16,   20,   15,   18,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  54,  87S,  538E,  34, 1001, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  60,  85S,  529E,  35, 1000, XX,  34, NEQ,   21,   19,   18,   17,     ,     ,  47,
IO, 04, 2025102212, 03, FNV3,  66,  83S,  519E,  33, 1001, XX,  34, NEQ,   20,   21,   17,   17,     ,     ,  45,
IO, 04, 2025102212, 03, FNV3,  72,  82S,  512E,  33, 1002, XX,  34, NEQ,   18,   19,   17,   14,     ,     ,  43,
IO, 04, 2025102212, 03, FNV3,  78,  79S,  505E,  30, 1002, XX,  34, NEQ,    3,    2,    2,    4,     ,     ,  39,
IO, 04, 2025102212, 03, FNV3,  84,  78S,  495E,  30, 1003, XX,  34, NEQ,    7,    9,    5,    6,     ,     ,  39,
IO, 04, 2025102212, 03, FNV3,  90,  78S,  481E,  29, 1004, XX,  34, NEQ,    5,    5,    4,    4,     ,     ,  40,
WP, 30, 2025102212, 03, FNV3,   0, 172N, 1096E,  45,  992, XX,  34, NEQ,  250,  100,  100,  230,     ,     ,  40,
WP, 30, 2025102212, 03, FNV3,   6, 167N, 1088E,  36, 1002, XX,  34, NEQ,   36,   29,   24,   33,     ,     ,  27,
WP, 30, 2025102212, 03, FNV3,  12, 165N, 1083E,  31, 1003, XX,  34, NEQ,   10,    8,    7,    9,     ,     ,  24,
WP, 30, 2025102212, 03, FNV3,  18, 163N, 1080E,  26, 1005, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  30,
