# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 04, 2026082812, 03, FNV3,   0, 148N,  458W,  35, 1008, XX,  34, NEQ,  100,     ,     ,   80,     ,     ,  50,
EP, 11, 2026082812, 03, FNV3, 120, 192N, 1318W,  93,  963, XX,  50, NEQ,   64,   54,   42,   55,     ,     ,  20,
EP, 11, 2026082812, 03, FNV3, 120, 192N, 1318W,  93,  963, XX,  64, NEQ,   34,   28,   23,   28,     ,     ,  20,
EP, 11, 2026082812, 03, FNV3, 126, 197N, 1325W,  85,  968, XX,  34, NEQ,  133,  116,   91,  113,     ,     ,  22,
EP, 11, 2026082812, 03, FNV3, 126, 197N, 1325W,  85,  968, XX,  50, NEQ,   63,   53,   41,   53,     ,     ,  22,
EP, 11, 2026082812, 03, FNV3, 126, 197N, 1325W,  85,  968, XX,  64, NEQ,   32,   25,   20,   25,     ,     ,  22,
EP, 11, 2026082812, 03, FNV3, 132, 202N, 1331W,  85,  967, XX,  34, NEQ,  136,  122,   94,  114,     ,     ,  21,
EP, 11, 2026082812, 03, FNV3, 132, 202N, 1331W,  85,  967, XX,  50, NEQ,   64,   55,   43,   53,     ,     ,  21,
EP, 11, 2026082812, 03, FNV3, 132, 202N, 1331W,  85,  967, XX,  64, NEQ,   30,   24,   19,   23,     ,     ,  21,
EP, 11, 2026082812, 03, FNV3, 138, 207N, 1335W,  74,  976, XX,  34, NEQ,  133,  121,   93,  110,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 138, 207N, 1335W,  74,  976, XX,  50, NEQ,   58,   50,   38,   48,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 138, 207N, 1335W,  74,  976, XX,  64, NEQ,   26,   20,   16,   19,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 144, 214N, 1339W,  71,  978, XX,  34, NEQ,  130,  116,   87,  106,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 144, 214N, 1339W,  71,  978, XX,  50, NEQ,   53,   45,   33,   42,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 144, 214N, 1339W,  71,  978, XX,  64, NEQ,   22,   17,   13,   16,     ,     ,  26,
EP, 11, 2026082812, 03, FNV3, 150, 220N, 1343W,  66,  981, XX,  34, NEQ,  123,  111,   85,  101,     ,     ,  31,
EP, 11, 2026082812, 03, FNV3, 150, 220N, 1343W,  66,  981, XX,  50, NEQ,   48,   39,   29,   37,     ,     ,  31,
EP, 11, 2026082812, 03, FNV3, 150, 220N, 1343W,  66,  981, XX,  64, NEQ,   16,   12,    9,   11,     ,     ,  31,
EP, 11, 2026082812, 03, FNV3, 156, 226N, 1347W,  61,  984, XX,  34, NEQ,  124,  106,   80,   97,     ,     ,  33,
EP, 11, 2026082812, 03, FNV3, 156, 226N, 1347W,  61,  984, XX,  50, NEQ,   40,   33,   24,   32,     ,     ,  33,
EP, 11, 2026082812, 03, FNV3, 156, 226N, 1347W,  61,  984, XX,  64, NEQ,   14,   10,    8,   10,     ,     ,  33,
EP, 11, 2026082812, 03, FNV3, 162, 231N, 1352W,  53,  989, XX,  34, NEQ,  114,  100,   79,   93,     ,     ,  41,
EP, 11, 2026082812, 03, FNV3, 162, 231N, 1352W,  53,  989, XX,  50, NEQ,   31,   23,   16,   21,     ,     ,  41,
EP, 11, 2026082812, 03, FNV3, 162, 231N, 1352W,  53,  989, XX,  64, NEQ,    6,    4,    3,    4,     ,     ,  41,
EP, 11, 2026082812, 03, FNV3, 168, 235N, 1358W,  48,  992, XX,  34, NEQ,   99,   82,   65,   81,     ,     ,  42,
EP, 11, 2026082812, 03, FNV3, 168, 235N, 1358W,  48,  992, XX,  50, NEQ,   19,   15,   11,   14,     ,     ,  42,
EP, 11, 2026082812, 03, FNV3, 168, 235N, 1358W,  48,  992, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  42,
EP, 11, 2026082812, 03, FNV3, 174, 239N, 1364W,  44,  995, XX,  34, NEQ,   81,   68,   55,   65,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 174, 239N, 1364W,  44,  995, XX,  50, NEQ,    7,    6,    5,    6,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 174, 239N, 1364W,  44,  995, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 180, 242N, 1370W,  42,  995, XX,  34, NEQ,   73,   60,   47,   59,     ,     ,  47,
EP, 11, 2026082812, 03, FNV3, 180, 242N, 1370W,  42,  995, XX,  50, NEQ,   10,    7,    5,    7,     ,     ,  47,
EP, 11, 2026082812, 03, FNV3, 180, 242N, 1370W,  42,  995, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  47,
EP, 11, 2026082812, 03, FNV3, 186, 242N, 1377W,  40,  997, XX,  34, NEQ,   66,   51,   41,   51,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 186, 242N, 1377W,  40,  997, XX,  50, NEQ,    5,    4,    3,    5,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 186, 242N, 1377W,  40,  997, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 192, 244N, 1385W,  39,  998, XX,  34, NEQ,   56,   41,   34,   44,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 192, 244N, 1385W,  39,  998, XX,  50, NEQ,    9,    7,    5,    7,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 192, 244N, 1385W,  39,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 198, 242N, 1395W,  36,  999, XX,  34, NEQ,   38,   27,   21,   27,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 198, 242N, 1395W,  36,  999, XX,  50, NEQ,    5,    3,    3,    3,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 198, 242N, 1395W,  36,  999, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 204, 239N, 1407W,  37,  999, XX,  34, NEQ,   38,   29,   23,   30,     ,     ,  48,
EP, 11, 2026082812, 03, FNV3, 204, 239N, 1407W,  37,  999, XX,  50, NEQ,    3,    3,    2,    3,     ,     ,  48,
EP, 11, 2026082812, 03, FNV3, 204, 239N, 1407W,  37,  999, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  48,
EP, 11, 2026082812, 03, FNV3, 210, 238N, 1418W,  34, 1001, XX,  34, NEQ,   31,   24,   21,   26,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 210, 238N, 1418W,  34, 1001, XX,  50, NEQ,    2,    2,    1,    2,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 210, 238N, 1418W,  34, 1001, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  55,
EP, 11, 2026082812, 03, FNV3, 216, 234N, 1430W,  35, 1001, XX,  34, NEQ,   34,   24,   19,   25,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 216, 234N, 1430W,  35, 1001, XX,  50, NEQ,    3,    2,    1,    1,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 222, 231N, 1444W,  37, 1000, XX,  34, NEQ,   31,   23,   18,   28,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 222, 231N, 1444W,  37, 1000, XX,  50, NEQ,    3,    3,    2,    4,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 222, 231N, 1444W,  37, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  51,
EP, 11, 2026082812, 03, FNV3, 228, 228N, 1456W,  38, 1000, XX,  34, NEQ,   38,   21,   17,   24,     ,     ,  50,
EP, 11, 2026082812, 03, FNV3, 228, 228N, 1456W,  38, 1000, XX,  50, NEQ,    5,    3,    2,    3,     ,     ,  50,
EP, 11, 2026082812, 03, FNV3, 228, 228N, 1456W,  38, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  50,
EP, 11, 2026082812, 03, FNV3, 234, 215N, 1464W,  38, 1000, XX,  34, NEQ,   37,   23,   19,   29,     ,     ,  53,
EP, 11, 2026082812, 03, FNV3, 234, 215N, 1464W,  38, 1000, XX,  50, NEQ,    7,    4,    3,    4,     ,     ,  53,
EP, 11, 2026082812, 03, FNV3, 234, 215N, 1464W,  38, 1000, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  53,
EP, 11, 2026082812, 03, FNV3, 240, 212N, 1479W,  37, 1001, XX,  34, NEQ,   37,   22,   18,   23,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 240, 212N, 1479W,  37, 1001, XX,  50, NEQ,    3,    2,    2,    2,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 240, 212N, 1479W,  37, 1001, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  54,
EP, 11, 2026082812, 03, FNV3, 246, 202N, 1490W,  41,  999, XX,  34, NEQ,   52,   37,   29,   38,     ,     ,  56,
EP, 11, 2026082812, 03, FNV3, 246, 202N, 1490W,  41,  999, XX,  50, NEQ,    4,    3,    3,    3,     ,     ,  56,
EP, 11, 2026082812, 03, FNV3, 246, 202N, 1490W,  41,  999, XX,  64, NEQ,    3,    2,    1,    2,     ,     ,  56,
EP, 12, 2026082812, 03, FNV3,   0, 123N, 1327W,  41, 1003, XX,  34, NEQ,     ,   70,   60,   50,     ,     ,  50,
EP, 12, 2026082812, 03, FNV3,   6, 123N, 1330W,  37, 1001, XX,  34, NEQ,   23,   14,   14,   17,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3,   6, 123N, 1330W,  37, 1001, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3,  12, 123N, 1335W,  37, 1001, XX,  34, NEQ,   21,   15,   15,   24,     ,     ,  35,
EP, 12, 2026082812, 03, FNV3,  18, 124N, 1343W,  38, 1001, XX,  34, NEQ,   30,   20,   17,   24,     ,     ,  35,
EP, 12, 2026082812, 03, FNV3,  18, 124N, 1343W,  38, 1001, XX,  50, NEQ,    0,    0,    0,    1,     ,     ,  35,
EP, 12, 2026082812, 03, FNV3,  24, 125N, 1352W,  40, 1001, XX,  34, NEQ,   32,   24,   21,   26,     ,     ,  34,
EP, 12, 2026082812, 03, FNV3,  24, 125N, 1352W,  40, 1001, XX,  50, NEQ,    2,    1,    0,    1,     ,     ,  34,
EP, 12, 2026082812, 03, FNV3,  30, 126N, 1363W,  42, 1000, XX,  34, NEQ,   33,   26,   22,   29,     ,     ,  31,
EP, 12, 2026082812, 03, FNV3,  30, 126N, 1363W,  42, 1000, XX,  50, NEQ,    3,    1,    1,    1,     ,     ,  31,
EP, 12, 2026082812, 03, FNV3,  36, 126N, 1373W,  43, 1000, XX,  34, NEQ,   37,   29,   25,   34,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3,  36, 126N, 1373W,  43, 1000, XX,  50, NEQ,    5,    2,    1,    2,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3,  42, 127N, 1383W,  46,  998, XX,  34, NEQ,   45,   36,   31,   37,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  42, 127N, 1383W,  46,  998, XX,  50, NEQ,    5,    3,    3,    5,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  42, 127N, 1383W,  46,  998, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  48, 126N, 1393W,  46,  998, XX,  34, NEQ,   41,   31,   27,   34,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  48, 126N, 1393W,  46,  998, XX,  50, NEQ,    6,    3,    3,    6,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  48, 126N, 1393W,  46,  998, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3,  54, 127N, 1404W,  46,  998, XX,  34, NEQ,   43,   32,   26,   39,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3,  54, 127N, 1404W,  46,  998, XX,  50, NEQ,    8,    6,    4,    6,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3,  54, 127N, 1404W,  46,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3,  60, 128N, 1414W,  51,  995, XX,  34, NEQ,   53,   41,   34,   47,     ,     ,  26,
EP, 12, 2026082812, 03, FNV3,  60, 128N, 1414W,  51,  995, XX,  50, NEQ,   13,    8,    6,    9,     ,     ,  26,
EP, 12, 2026082812, 03, FNV3,  60, 128N, 1414W,  51,  995, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  26,
EP, 12, 2026082812, 03, FNV3,  66, 129N, 1423W,  53,  995, XX,  34, NEQ,   57,   43,   34,   48,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3,  66, 129N, 1423W,  53,  995, XX,  50, NEQ,   14,    9,    7,    9,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3,  66, 129N, 1423W,  53,  995, XX,  64, NEQ,    4,    2,    2,    3,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3,  72, 130N, 1433W,  58,  991, XX,  34, NEQ,   63,   48,   38,   54,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3,  72, 130N, 1433W,  58,  991, XX,  50, NEQ,   19,   14,   11,   16,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3,  72, 130N, 1433W,  58,  991, XX,  64, NEQ,    8,    6,    5,    6,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3,  78, 131N, 1443W,  62,  989, XX,  34, NEQ,   64,   49,   39,   56,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3,  78, 131N, 1443W,  62,  989, XX,  50, NEQ,   20,   14,   11,   16,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3,  78, 131N, 1443W,  62,  989, XX,  64, NEQ,    9,    7,    5,    7,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3,  84, 133N, 1454W,  70,  983, XX,  34, NEQ,   67,   51,   42,   61,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3,  84, 133N, 1454W,  70,  983, XX,  50, NEQ,   25,   18,   14,   20,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3,  84, 133N, 1454W,  70,  983, XX,  64, NEQ,   11,    8,    7,    9,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3,  90, 134N, 1464W,  76,  978, XX,  34, NEQ,   72,   55,   47,   66,     ,     ,  20,
EP, 12, 2026082812, 03, FNV3,  90, 134N, 1464W,  76,  978, XX,  50, NEQ,   31,   21,   17,   25,     ,     ,  20,
EP, 12, 2026082812, 03, FNV3,  90, 134N, 1464W,  76,  978, XX,  64, NEQ,   13,   10,    9,   11,     ,     ,  20,
EP, 12, 2026082812, 03, FNV3,  96, 136N, 1474W,  80,  975, XX,  34, NEQ,   80,   60,   49,   71,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3,  96, 136N, 1474W,  80,  975, XX,  50, NEQ,   32,   24,   19,   28,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3,  96, 136N, 1474W,  80,  975, XX,  64, NEQ,   16,   12,   10,   13,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 102, 135N, 1483W,  79,  976, XX,  34, NEQ,   81,   61,   53,   74,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 102, 135N, 1483W,  79,  976, XX,  50, NEQ,   37,   28,   23,   32,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 102, 135N, 1483W,  79,  976, XX,  64, NEQ,   19,   15,   12,   15,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 108, 136N, 1493W,  86,  972, XX,  34, NEQ,   85,   65,   58,   80,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 108, 136N, 1493W,  86,  972, XX,  50, NEQ,   40,   30,   25,   35,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 108, 136N, 1493W,  86,  972, XX,  64, NEQ,   21,   17,   14,   18,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 114, 136N, 1502W,  87,  971, XX,  34, NEQ,   91,   71,   62,   87,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 114, 136N, 1502W,  87,  971, XX,  50, NEQ,   42,   33,   27,   37,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 114, 136N, 1502W,  87,  971, XX,  64, NEQ,   22,   17,   14,   18,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 120, 136N, 1512W,  88,  971, XX,  34, NEQ,   90,   70,   61,   84,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 120, 136N, 1512W,  88,  971, XX,  50, NEQ,   42,   33,   26,   37,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 120, 136N, 1512W,  88,  971, XX,  64, NEQ,   22,   18,   15,   19,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 126, 137N, 1521W,  88,  970, XX,  34, NEQ,   92,   72,   60,   86,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 126, 137N, 1521W,  88,  970, XX,  50, NEQ,   47,   36,   29,   40,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 126, 137N, 1521W,  88,  970, XX,  64, NEQ,   25,   19,   16,   20,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 132, 138N, 1530W,  95,  965, XX,  34, NEQ,   97,   74,   64,   91,     ,     ,  13,
EP, 12, 2026082812, 03, FNV3, 132, 138N, 1530W,  95,  965, XX,  50, NEQ,   50,   39,   32,   43,     ,     ,  13,
EP, 12, 2026082812, 03, FNV3, 132, 138N, 1530W,  95,  965, XX,  64, NEQ,   26,   21,   18,   22,     ,     ,  13,
