# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 14, 2026091112, 03, WNV3,   0, 166N, 1241W,  54,  996, XX,  34, NEQ,   90,   40,   30,   50,     ,     ,  25,
EP, 14, 2026091112, 03, WNV3,  36, 175N, 1302W,  71,  984, XX,  64, NEQ,    9,    6,    5,    7,     ,     ,  14,
EP, 14, 2026091112, 03, WNV3,  42, 177N, 1312W,  71,  983, XX,  34, NEQ,   68,   46,   31,   59,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  42, 177N, 1312W,  71,  983, XX,  50, NEQ,   26,   18,   12,   22,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  42, 177N, 1312W,  71,  983, XX,  64, NEQ,   10,    7,    5,    7,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  48, 179N, 1321W,  73,  982, XX,  34, NEQ,   66,   48,   34,   58,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  48, 179N, 1321W,  73,  982, XX,  50, NEQ,   27,   19,   13,   22,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  48, 179N, 1321W,  73,  982, XX,  64, NEQ,   10,    7,    5,    8,     ,     ,  13,
EP, 14, 2026091112, 03, WNV3,  54, 181N, 1331W,  71,  983, XX,  34, NEQ,   59,   41,   30,   55,     ,     ,  14,
EP, 14, 2026091112, 03, WNV3,  54, 181N, 1331W,  71,  983, XX,  50, NEQ,   23,   16,   12,   20,     ,     ,  14,
EP, 14, 2026091112, 03, WNV3,  54, 181N, 1331W,  71,  983, XX,  64, NEQ,   10,    7,    5,    8,     ,     ,  14,
EP, 14, 2026091112, 03, WNV3,  60, 182N, 1341W,  64,  989, XX,  34, NEQ,   60,   39,   26,   51,     ,     ,  16,
EP, 14, 2026091112, 03, WNV3,  60, 182N, 1341W,  64,  989, XX,  50, NEQ,   20,   15,   10,   17,     ,     ,  16,
EP, 14, 2026091112, 03, WNV3,  60, 182N, 1341W,  64,  989, XX,  64, NEQ,    9,    6,    4,    7,     ,     ,  16,
EP, 14, 2026091112, 03, WNV3,  66, 184N, 1351W,  59,  991, XX,  34, NEQ,   60,   38,   25,   47,     ,     ,  18,
EP, 14, 2026091112, 03, WNV3,  66, 184N, 1351W,  59,  991, XX,  50, NEQ,   17,   11,    8,   14,     ,     ,  18,
EP, 14, 2026091112, 03, WNV3,  66, 184N, 1351W,  59,  991, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  18,
EP, 14, 2026091112, 03, WNV3,  72, 185N, 1362W,  54,  994, XX,  34, NEQ,   66,   38,   23,   51,     ,     ,  24,
EP, 14, 2026091112, 03, WNV3,  72, 185N, 1362W,  54,  994, XX,  50, NEQ,   15,   10,    6,   11,     ,     ,  24,
EP, 14, 2026091112, 03, WNV3,  72, 185N, 1362W,  54,  994, XX,  64, NEQ,    5,    3,    2,    3,     ,     ,  24,
EP, 14, 2026091112, 03, WNV3,  78, 186N, 1374W,  48,  998, XX,  34, NEQ,   48,   28,   17,   39,     ,     ,  28,
EP, 14, 2026091112, 03, WNV3,  78, 186N, 1374W,  48,  998, XX,  50, NEQ,   10,    7,    4,    8,     ,     ,  28,
EP, 14, 2026091112, 03, WNV3,  78, 186N, 1374W,  48,  998, XX,  64, NEQ,    3,    2,    1,    2,     ,     ,  28,
EP, 14, 2026091112, 03, WNV3,  84, 187N, 1387W,  41, 1001, XX,  34, NEQ,   42,   24,   14,   32,     ,     ,  31,
EP, 14, 2026091112, 03, WNV3,  84, 187N, 1387W,  41, 1001, XX,  50, NEQ,    6,    4,    3,    5,     ,     ,  31,
EP, 14, 2026091112, 03, WNV3,  84, 187N, 1387W,  41, 1001, XX,  64, NEQ,    1,    0,    0,    1,     ,     ,  31,
EP, 14, 2026091112, 03, WNV3,  90, 187N, 1400W,  38, 1003, XX,  34, NEQ,   32,   13,    7,   20,     ,     ,  35,
EP, 14, 2026091112, 03, WNV3,  90, 187N, 1400W,  38, 1003, XX,  50, NEQ,    3,    2,    1,    2,     ,     ,  35,
EP, 14, 2026091112, 03, WNV3,  90, 187N, 1400W,  38, 1003, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  35,
EP, 14, 2026091112, 03, WNV3,  96, 186N, 1412W,  35, 1004, XX,  34, NEQ,   26,   12,    7,   19,     ,     ,  39,
EP, 14, 2026091112, 03, WNV3,  96, 186N, 1412W,  35, 1004, XX,  50, NEQ,    1,    1,    1,    2,     ,     ,  39,
EP, 14, 2026091112, 03, WNV3, 102, 184N, 1424W,  33, 1005, XX,  34, NEQ,   19,    9,    6,   15,     ,     ,  44,
EP, 14, 2026091112, 03, WNV3, 108, 183N, 1437W,  31, 1005, XX,  34, NEQ,   10,    5,    2,    6,     ,     ,  49,
EP, 14, 2026091112, 03, WNV3, 114, 180N, 1450W,  28, 1007, XX,  34, NEQ,    6,    3,    2,    4,     ,     ,  47,
EP, 14, 2026091112, 03, WNV3, 120, 176N, 1460W,  28, 1006, XX,  34, NEQ,    6,    1,    0,    2,     ,     ,  45,
EP, 14, 2026091112, 03, WNV3, 126, 171N, 1472W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  49,
EP, 14, 2026091112, 03, WNV3, 132, 166N, 1488W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  54,
EP, 97, 2026091112, 03, WNV3,   0, 123N, 1122W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  90,
