# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 04, 2026070306, 03, FNV3,   0, 191N, 1280W,  35, 1003, XX,  34, NEQ,  110,     ,     ,  110,     ,     ,  70,
WP, 09, 2026070306, 03, FNV3,   6, 128N, 1532E, 128,  932, XX,  34, NEQ,  121,  101,   96,  116,     ,     ,   6,
WP, 09, 2026070306, 03, FNV3,   6, 128N, 1532E, 128,  932, XX,  50, NEQ,   49,   40,   34,   45,     ,     ,   6,
WP, 09, 2026070306, 03, FNV3,   6, 128N, 1532E, 128,  932, XX,  64, NEQ,   26,   22,   19,   24,     ,     ,   6,
WP, 09, 2026070306, 03, FNV3,  12, 128N, 1524E, 133,  927, XX,  34, NEQ,  129,  104,   98,  126,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  12, 128N, 1524E, 133,  927, XX,  50, NEQ,   55,   45,   38,   51,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  12, 128N, 1524E, 133,  927, XX,  64, NEQ,   32,   28,   23,   29,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  18, 127N, 1516E, 132,  928, XX,  34, NEQ,  132,  109,  104,  129,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  18, 127N, 1516E, 132,  928, XX,  50, NEQ,   55,   46,   40,   51,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  18, 127N, 1516E, 132,  928, XX,  64, NEQ,   31,   27,   23,   28,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  24, 128N, 1510E, 132,  926, XX,  34, NEQ,  143,  122,  113,  135,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  24, 128N, 1510E, 132,  926, XX,  50, NEQ,   60,   51,   44,   55,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  24, 128N, 1510E, 132,  926, XX,  64, NEQ,   33,   29,   25,   30,     ,     ,   9,
WP, 09, 2026070306, 03, FNV3,  30, 128N, 1502E, 132,  926, XX,  34, NEQ,  145,  123,  117,  140,     ,     ,   7,
WP, 09, 2026070306, 03, FNV3,  30, 128N, 1502E, 132,  926, XX,  50, NEQ,   68,   59,   51,   63,     ,     ,   7,
WP, 09, 2026070306, 03, FNV3,  30, 128N, 1502E, 132,  926, XX,  64, NEQ,   38,   33,   28,   33,     ,     ,   7,
WP, 09, 2026070306, 03, FNV3,  36, 130N, 1494E, 133,  924, XX,  34, NEQ,  163,  136,  126,  153,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  36, 130N, 1494E, 133,  924, XX,  50, NEQ,   83,   72,   63,   75,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  36, 130N, 1494E, 133,  924, XX,  64, NEQ,   47,   43,   37,   42,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  42, 131N, 1486E, 132,  925, XX,  34, NEQ,  176,  149,  140,  167,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  42, 131N, 1486E, 132,  925, XX,  50, NEQ,   91,   81,   71,   84,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  42, 131N, 1486E, 132,  925, XX,  64, NEQ,   51,   47,   41,   47,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  48, 133N, 1479E, 132,  923, XX,  34, NEQ,  191,  166,  151,  176,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  48, 133N, 1479E, 132,  923, XX,  50, NEQ,  100,   89,   77,   90,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  48, 133N, 1479E, 132,  923, XX,  64, NEQ,   53,   48,   41,   47,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  54, 136N, 1470E, 132,  924, XX,  34, NEQ,  193,  168,  153,  177,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  54, 136N, 1470E, 132,  924, XX,  50, NEQ,   97,   87,   75,   87,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  54, 136N, 1470E, 132,  924, XX,  64, NEQ,   53,   49,   42,   47,     ,     ,  10,
WP, 09, 2026070306, 03, FNV3,  60, 140N, 1462E, 127,  927, XX,  34, NEQ,  201,  173,  156,  183,     ,     ,  13,
WP, 09, 2026070306, 03, FNV3,  60, 140N, 1462E, 127,  927, XX,  50, NEQ,  107,   96,   83,   96,     ,     ,  13,
WP, 09, 2026070306, 03, FNV3,  60, 140N, 1462E, 127,  927, XX,  64, NEQ,   59,   55,   47,   53,     ,     ,  13,
WP, 09, 2026070306, 03, FNV3,  66, 144N, 1451E, 130,  925, XX,  34, NEQ,  208,  182,  166,  190,     ,     ,  12,
WP, 09, 2026070306, 03, FNV3,  66, 144N, 1451E, 130,  925, XX,  50, NEQ,  114,  103,   90,  102,     ,     ,  12,
WP, 09, 2026070306, 03, FNV3,  66, 144N, 1451E, 130,  925, XX,  64, NEQ,   64,   60,   51,   57,     ,     ,  12,
WP, 09, 2026070306, 03, FNV3,  72, 149N, 1441E, 132,  923, XX,  34, NEQ,  222,  194,  175,  201,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  72, 149N, 1441E, 132,  923, XX,  50, NEQ,  114,  103,   89,  101,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  72, 149N, 1441E, 132,  923, XX,  64, NEQ,   61,   57,   49,   55,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  78, 153N, 1429E, 134,  920, XX,  34, NEQ,  222,  190,  174,  205,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  78, 153N, 1429E, 134,  920, XX,  50, NEQ,  119,  107,   94,  107,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  78, 153N, 1429E, 134,  920, XX,  64, NEQ,   65,   60,   51,   58,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3,  84, 158N, 1415E, 137,  917, XX,  34, NEQ,  220,  191,  174,  202,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  84, 158N, 1415E, 137,  917, XX,  50, NEQ,  113,  102,   89,  102,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  84, 158N, 1415E, 137,  917, XX,  64, NEQ,   63,   59,   50,   57,     ,     ,  11,
WP, 09, 2026070306, 03, FNV3,  90, 161N, 1401E, 133,  920, XX,  34, NEQ,  240,  209,  192,  222,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  90, 161N, 1401E, 133,  920, XX,  50, NEQ,  127,  116,  103,  115,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  90, 161N, 1401E, 133,  920, XX,  64, NEQ,   71,   67,   58,   64,     ,     ,  15,
WP, 09, 2026070306, 03, FNV3,  96, 165N, 1387E, 133,  919, XX,  34, NEQ,  255,  223,  204,  236,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3,  96, 165N, 1387E, 133,  919, XX,  50, NEQ,  139,  128,  112,  126,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3,  96, 165N, 1387E, 133,  919, XX,  64, NEQ,   78,   74,   63,   70,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3, 102, 169N, 1373E, 128,  923, XX,  34, NEQ,  247,  216,  198,  227,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3, 102, 169N, 1373E, 128,  923, XX,  50, NEQ,  126,  115,  101,  113,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3, 102, 169N, 1373E, 128,  923, XX,  64, NEQ,   69,   65,   55,   62,     ,     ,  14,
WP, 09, 2026070306, 03, FNV3, 108, 172N, 1358E, 127,  923, XX,  34, NEQ,  243,  212,  195,  224,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3, 108, 172N, 1358E, 127,  923, XX,  50, NEQ,  128,  117,  102,  115,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3, 108, 172N, 1358E, 127,  923, XX,  64, NEQ,   71,   66,   57,   63,     ,     ,  17,
WP, 09, 2026070306, 03, FNV3, 114, 175N, 1344E, 123,  927, XX,  34, NEQ,  252,  225,  208,  232,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 114, 175N, 1344E, 123,  927, XX,  50, NEQ,  136,  127,  111,  123,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 114, 175N, 1344E, 123,  927, XX,  64, NEQ,   74,   71,   60,   66,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 120, 178N, 1332E, 122,  927, XX,  34, NEQ,  259,  229,  212,  238,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 120, 178N, 1332E, 122,  927, XX,  50, NEQ,  138,  128,  113,  125,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 120, 178N, 1332E, 122,  927, XX,  64, NEQ,   76,   72,   61,   67,     ,     ,  20,
WP, 09, 2026070306, 03, FNV3, 126, 182N, 1322E, 123,  926, XX,  34, NEQ,  269,  240,  221,  249,     ,     ,  22,
WP, 09, 2026070306, 03, FNV3, 126, 182N, 1322E, 123,  926, XX,  50, NEQ,  143,  134,  118,  130,     ,     ,  22,
WP, 09, 2026070306, 03, FNV3, 126, 182N, 1322E, 123,  926, XX,  64, NEQ,   78,   74,   64,   70,     ,     ,  22,
WP, 09, 2026070306, 03, FNV3, 132, 185N, 1311E, 119,  928, XX,  34, NEQ,  269,  239,  216,  245,     ,     ,  24,
WP, 09, 2026070306, 03, FNV3, 132, 185N, 1311E, 119,  928, XX,  50, NEQ,  144,  135,  119,  130,     ,     ,  24,
WP, 09, 2026070306, 03, FNV3, 132, 185N, 1311E, 119,  928, XX,  64, NEQ,   78,   75,   66,   70,     ,     ,  24,
WP, 09, 2026070306, 03, FNV3, 138, 191N, 1303E, 116,  930, XX,  34, NEQ,  279,  255,  232,  256,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 138, 191N, 1303E, 116,  930, XX,  50, NEQ,  157,  148,  130,  142,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 138, 191N, 1303E, 116,  930, XX,  64, NEQ,   82,   79,   67,   73,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 144, 197N, 1295E, 115,  930, XX,  34, NEQ,  274,  254,  226,  247,     ,     ,  23,
WP, 09, 2026070306, 03, FNV3, 144, 197N, 1295E, 115,  930, XX,  50, NEQ,  146,  139,  120,  130,     ,     ,  23,
WP, 09, 2026070306, 03, FNV3, 144, 197N, 1295E, 115,  930, XX,  64, NEQ,   77,   74,   63,   70,     ,     ,  23,
WP, 09, 2026070306, 03, FNV3, 150, 204N, 1288E, 107,  936, XX,  34, NEQ,  268,  247,  218,  240,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 150, 204N, 1288E, 107,  936, XX,  50, NEQ,  140,  131,  113,  122,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 150, 204N, 1288E, 107,  936, XX,  64, NEQ,   70,   66,   56,   61,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 156, 211N, 1281E, 106,  937, XX,  34, NEQ,  268,  248,  217,  237,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 156, 211N, 1281E, 106,  937, XX,  50, NEQ,  136,  129,  110,  120,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 156, 211N, 1281E, 106,  937, XX,  64, NEQ,   68,   65,   55,   60,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 162, 219N, 1274E, 103,  938, XX,  34, NEQ,  267,  253,  218,  234,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 162, 219N, 1274E, 103,  938, XX,  50, NEQ,  137,  131,  111,  120,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 162, 219N, 1274E, 103,  938, XX,  64, NEQ,   69,   64,   54,   60,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 168, 229N, 1268E, 102,  939, XX,  34, NEQ,  262,  250,  213,  229,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 168, 229N, 1268E, 102,  939, XX,  50, NEQ,  137,  132,  112,  119,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 168, 229N, 1268E, 102,  939, XX,  64, NEQ,   67,   65,   54,   58,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 174, 239N, 1261E,  98,  942, XX,  34, NEQ,  269,  255,  219,  236,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 174, 239N, 1261E,  98,  942, XX,  50, NEQ,  135,  130,  111,  118,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 174, 239N, 1261E,  98,  942, XX,  64, NEQ,   65,   63,   54,   57,     ,     ,  25,
WP, 09, 2026070306, 03, FNV3, 180, 250N, 1254E,  94,  944, XX,  34, NEQ,  240,  230,  192,  206,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 180, 250N, 1254E,  94,  944, XX,  50, NEQ,  119,  113,   93,  101,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 180, 250N, 1254E,  94,  944, XX,  64, NEQ,   54,   53,   42,   45,     ,     ,  27,
WP, 09, 2026070306, 03, FNV3, 186, 261N, 1248E,  88,  948, XX,  34, NEQ,  246,  239,  200,  212,     ,     ,  29,
WP, 09, 2026070306, 03, FNV3, 186, 261N, 1248E,  88,  948, XX,  50, NEQ,  119,  114,   94,  101,     ,     ,  29,
WP, 09, 2026070306, 03, FNV3, 186, 261N, 1248E,  88,  948, XX,  64, NEQ,   51,   48,   39,   43,     ,     ,  29,
WP, 09, 2026070306, 03, FNV3, 192, 273N, 1241E,  84,  951, XX,  34, NEQ,  233,  227,  191,  201,     ,     ,  30,
WP, 09, 2026070306, 03, FNV3, 192, 273N, 1241E,  84,  951, XX,  50, NEQ,  109,  105,   87,   93,     ,     ,  30,
WP, 09, 2026070306, 03, FNV3, 192, 273N, 1241E,  84,  951, XX,  64, NEQ,   48,   43,   35,   38,     ,     ,  30,
WP, 09, 2026070306, 03, FNV3, 198, 283N, 1236E,  76,  957, XX,  34, NEQ,  204,  197,  167,  176,     ,     ,  28,
WP, 09, 2026070306, 03, FNV3, 198, 283N, 1236E,  76,  957, XX,  50, NEQ,   89,   83,   68,   74,     ,     ,  28,
WP, 09, 2026070306, 03, FNV3, 198, 283N, 1236E,  76,  957, XX,  64, NEQ,   32,   28,   23,   26,     ,     ,  28,
WP, 09, 2026070306, 03, FNV3, 204, 294N, 1231E,  67,  963, XX,  34, NEQ,  179,  174,  145,  150,     ,     ,  33,
WP, 09, 2026070306, 03, FNV3, 204, 294N, 1231E,  67,  963, XX,  50, NEQ,   70,   67,   52,   55,     ,     ,  33,
WP, 09, 2026070306, 03, FNV3, 204, 294N, 1231E,  67,  963, XX,  64, NEQ,   23,   17,   15,   16,     ,     ,  33,
WP, 09, 2026070306, 03, FNV3, 210, 304N, 1227E,  59,  969, XX,  34, NEQ,  154,  155,  132,  130,     ,     ,  32,
WP, 09, 2026070306, 03, FNV3, 210, 304N, 1227E,  59,  969, XX,  50, NEQ,   46,   46,   36,   37,     ,     ,  32,
WP, 09, 2026070306, 03, FNV3, 210, 304N, 1227E,  59,  969, XX,  64, NEQ,   10,    8,    7,    8,     ,     ,  32,
WP, 09, 2026070306, 03, FNV3, 216, 314N, 1226E,  53,  973, XX,  34, NEQ,  126,  124,  102,  101,     ,     ,  36,
WP, 09, 2026070306, 03, FNV3, 216, 314N, 1226E,  53,  973, XX,  50, NEQ,   31,   29,   22,   27,     ,     ,  36,
WP, 09, 2026070306, 03, FNV3, 216, 314N, 1226E,  53,  973, XX,  64, NEQ,    7,    6,    5,    7,     ,     ,  36,
WP, 09, 2026070306, 03, FNV3, 222, 322N, 1228E,  43,  979, XX,  34, NEQ,   98,   98,   84,   80,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 222, 322N, 1228E,  43,  979, XX,  50, NEQ,   16,   15,   12,   12,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 222, 322N, 1228E,  43,  979, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 228, 331N, 1233E,  40,  981, XX,  34, NEQ,   60,   63,   48,   46,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 228, 331N, 1233E,  40,  981, XX,  50, NEQ,    7,    8,    6,    6,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 228, 331N, 1233E,  40,  981, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  42,
WP, 09, 2026070306, 03, FNV3, 234, 340N, 1238E,  35,  985, XX,  34, NEQ,   45,   47,   36,   35,     ,     ,  51,
WP, 09, 2026070306, 03, FNV3, 234, 340N, 1238E,  35,  985, XX,  50, NEQ,    3,    3,    1,    1,     ,     ,  51,
WP, 09, 2026070306, 03, FNV3, 240, 347N, 1242E,  32,  985, XX,  34, NEQ,   36,   42,   31,   31,     ,     ,  52,
WP, 09, 2026070306, 03, FNV3, 240, 347N, 1242E,  32,  985, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  52,
WP, 09, 2026070306, 03, FNV3, 246, 354N, 1252E,  30,  988, XX,  34, NEQ,   14,   18,   17,   11,     ,     ,  51,
WP, 09, 2026070306, 03, FNV3, 252, 364N, 1274E,  31,  988, XX,  34, NEQ,   21,   21,   17,   16,     ,     ,  54,
WP, 09, 2026070306, 03, FNV3, 258, 364N, 1271E,  28,  989, XX,  34, NEQ,   10,   14,    8,    9,     ,     ,  52,
WP, 09, 2026070306, 03, FNV3, 258, 364N, 1271E,  28,  989, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  52,
WP, 09, 2026070306, 03, FNV3, 264, 376N, 1307E,  30,  987, XX,  34, NEQ,   16,   14,   10,   13,     ,     ,  54,
WP, 09, 2026070306, 03, FNV3, 270, 381N, 1307E,  29,  989, XX,  34, NEQ,    6,    6,    4,    3,     ,     ,  57,
WP, 09, 2026070306, 03, FNV3, 276, 390N, 1334E,  28,  991, XX,  34, NEQ,    4,    5,    0,    0,     ,     ,  62,
WP, 09, 2026070306, 03, FNV3, 282, 400N, 1343E,  30,  989, XX,  34, NEQ,    8,    5,    0,    1,     ,     ,  68,
WP, 09, 2026070306, 03, FNV3, 282, 400N, 1343E,  30,  989, XX,  50, NEQ,    4,    0,    0,    0,     ,     ,  68,
WP, 10, 2026070306, 03, FNV3,   0, 176N, 1097E,  35,  999, XX,  34, NEQ,   55,   70,   70,     ,     ,     ,  40,
WP, 10, 2026070306, 03, FNV3,   6, 186N, 1096E,  36,  997, XX,  34, NEQ,   21,   11,    6,   12,     ,     ,  35,
WP, 10, 2026070306, 03, FNV3,  12, 194N, 1089E,  36,  995, XX,  34, NEQ,   26,   16,    8,   12,     ,     ,  39,
WP, 10, 2026070306, 03, FNV3,  18, 202N, 1083E,  38,  994, XX,  34, NEQ,   59,   37,   28,   31,     ,     ,  47,
WP, 10, 2026070306, 03, FNV3,  24, 208N, 1079E,  42,  992, XX,  34, NEQ,   56,   50,   37,   41,     ,     ,  37,
WP, 10, 2026070306, 03, FNV3,  24, 208N, 1079E,  42,  992, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  37,
WP, 10, 2026070306, 03, FNV3,  30, 214N, 1076E,  40,  993, XX,  34, NEQ,   38,   31,   19,   23,     ,     ,  31,
WP, 10, 2026070306, 03, FNV3,  30, 214N, 1076E,  40,  993, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  31,
WP, 10, 2026070306, 03, FNV3,  36, 218N, 1074E,  32,  996, XX,  34, NEQ,   16,   12,    6,    8,     ,     ,  39,
WP, 10, 2026070306, 03, FNV3,  42, 223N, 1077E,  29,  997, XX,  34, NEQ,    3,    6,    3,    3,     ,     ,  31,
WP, 10, 2026070306, 03, FNV3,  48, 229N, 1079E,  29,  997, XX,  34, NEQ,    6,    6,    3,    3,     ,     ,  32,
WP, 10, 2026070306, 03, FNV3,  54, 236N, 1082E,  26,  998, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  33,
WP, 10, 2026070306, 03, FNV3,  60, 246N, 1087E,  24,  999, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  41,
WP, 10, 2026070306, 03, FNV3,  66, 257N, 1094E,  22, 1000, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 10, 2026070306, 03, FNV3,  72, 266N, 1099E,  19, 1000, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
WP, 10, 2026070306, 03, FNV3,  78, 273N, 1103E,  20,  999, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
WP, 10, 2026070306, 03, FNV3,  84, 286N, 1113E,  21,  999, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
