# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 05, 2026090112, 03, FNV3,   0, 293N,  930W,  35, 1003, XX,  34, NEQ,   20,   20,     ,   20,     ,     ,   5,
EP, 11, 2026090112, 03, FNV3,  84, 209N, 1415W,  67,  982, XX,  64, NEQ,   18,   16,   13,   15,     ,     ,  23,
EP, 11, 2026090112, 03, FNV3,  90, 212N, 1422W,  64,  984, XX,  34, NEQ,  127,  107,   87,  109,     ,     ,  25,
EP, 11, 2026090112, 03, FNV3,  90, 212N, 1422W,  64,  984, XX,  50, NEQ,   50,   40,   30,   40,     ,     ,  25,
EP, 11, 2026090112, 03, FNV3,  90, 212N, 1422W,  64,  984, XX,  64, NEQ,   15,   12,   10,   11,     ,     ,  25,
EP, 11, 2026090112, 03, FNV3,  96, 216N, 1429W,  60,  987, XX,  34, NEQ,  127,  106,   84,  109,     ,     ,  29,
EP, 11, 2026090112, 03, FNV3,  96, 216N, 1429W,  60,  987, XX,  50, NEQ,   45,   35,   26,   35,     ,     ,  29,
EP, 11, 2026090112, 03, FNV3,  96, 216N, 1429W,  60,  987, XX,  64, NEQ,   10,    7,    6,    7,     ,     ,  29,
EP, 11, 2026090112, 03, FNV3, 102, 220N, 1434W,  57,  988, XX,  34, NEQ,  120,  104,   81,  100,     ,     ,  33,
EP, 11, 2026090112, 03, FNV3, 102, 220N, 1434W,  57,  988, XX,  50, NEQ,   39,   25,   18,   23,     ,     ,  33,
EP, 11, 2026090112, 03, FNV3, 102, 220N, 1434W,  57,  988, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  33,
EP, 11, 2026090112, 03, FNV3, 108, 225N, 1439W,  56,  989, XX,  34, NEQ,  129,  112,   87,  106,     ,     ,  36,
EP, 11, 2026090112, 03, FNV3, 108, 225N, 1439W,  56,  989, XX,  50, NEQ,   34,   24,   17,   23,     ,     ,  36,
EP, 11, 2026090112, 03, FNV3, 108, 225N, 1439W,  56,  989, XX,  64, NEQ,    4,    1,    1,    1,     ,     ,  36,
EP, 11, 2026090112, 03, FNV3, 114, 231N, 1444W,  50,  992, XX,  34, NEQ,  111,   95,   72,   86,     ,     ,  43,
EP, 11, 2026090112, 03, FNV3, 114, 231N, 1444W,  50,  992, XX,  50, NEQ,   23,   13,    9,   11,     ,     ,  43,
EP, 11, 2026090112, 03, FNV3, 120, 237N, 1449W,  50,  993, XX,  34, NEQ,  120,  104,   77,   96,     ,     ,  41,
EP, 11, 2026090112, 03, FNV3, 120, 237N, 1449W,  50,  993, XX,  50, NEQ,   18,    9,    6,    9,     ,     ,  41,
EP, 11, 2026090112, 03, FNV3, 120, 237N, 1449W,  50,  993, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  41,
EP, 11, 2026090112, 03, FNV3, 126, 244N, 1454W,  45,  996, XX,  34, NEQ,   95,   77,   57,   71,     ,     ,  53,
EP, 11, 2026090112, 03, FNV3, 126, 244N, 1454W,  45,  996, XX,  50, NEQ,    5,    1,    1,    1,     ,     ,  53,
EP, 11, 2026090112, 03, FNV3, 132, 249N, 1461W,  43,  997, XX,  34, NEQ,   98,   76,   57,   73,     ,     ,  56,
EP, 11, 2026090112, 03, FNV3, 132, 249N, 1461W,  43,  997, XX,  50, NEQ,    2,    4,    0,    2,     ,     ,  56,
EP, 11, 2026090112, 03, FNV3, 138, 254N, 1471W,  39, 1000, XX,  34, NEQ,   72,   48,   38,   50,     ,     ,  59,
EP, 11, 2026090112, 03, FNV3, 138, 254N, 1471W,  39, 1000, XX,  50, NEQ,    0,    1,    0,    1,     ,     ,  59,
EP, 11, 2026090112, 03, FNV3, 144, 260N, 1481W,  37, 1001, XX,  34, NEQ,   46,   22,   17,   25,     ,     ,  59,
EP, 11, 2026090112, 03, FNV3, 150, 268N, 1492W,  34, 1002, XX,  34, NEQ,   27,    9,    8,   15,     ,     ,  58,
EP, 11, 2026090112, 03, FNV3, 156, 275N, 1505W,  33, 1004, XX,  34, NEQ,   18,    4,    3,   11,     ,     ,  59,
EP, 12, 2026090112, 03, FNV3,   0, 134N, 1490W,  64,  985, XX,  34, NEQ,   50,   50,   70,   80,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,   0, 134N, 1490W,  64,  985, XX,  50, NEQ,   25,   20,     ,   20,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,   0, 134N, 1490W,  64,  985, XX,  64, NEQ,   15,     ,     ,     ,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,   6, 132N, 1497W,  97,  964, XX,  34, NEQ,   80,   65,   62,   78,     ,     ,  12,
EP, 12, 2026090112, 03, FNV3,   6, 132N, 1497W,  97,  964, XX,  50, NEQ,   42,   34,   29,   38,     ,     ,  12,
EP, 12, 2026090112, 03, FNV3,   6, 132N, 1497W,  97,  964, XX,  64, NEQ,   24,   20,   17,   21,     ,     ,  12,
EP, 12, 2026090112, 03, FNV3,  12, 134N, 1505W, 102,  960, XX,  34, NEQ,   88,   70,   64,   86,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  12, 134N, 1505W, 102,  960, XX,  50, NEQ,   47,   37,   31,   42,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  12, 134N, 1505W, 102,  960, XX,  64, NEQ,   26,   22,   18,   23,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  18, 135N, 1515W, 102,  961, XX,  34, NEQ,   94,   70,   63,   90,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  18, 135N, 1515W, 102,  961, XX,  50, NEQ,   50,   39,   33,   45,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  18, 135N, 1515W, 102,  961, XX,  64, NEQ,   29,   24,   20,   25,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  24, 135N, 1526W, 101,  960, XX,  34, NEQ,   98,   74,   64,   94,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3,  24, 135N, 1526W, 101,  960, XX,  50, NEQ,   51,   40,   32,   45,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3,  24, 135N, 1526W, 101,  960, XX,  64, NEQ,   28,   23,   19,   24,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3,  30, 135N, 1536W, 103,  959, XX,  34, NEQ,  107,   82,   68,   99,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  30, 135N, 1536W, 103,  959, XX,  50, NEQ,   55,   43,   34,   48,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  30, 135N, 1536W, 103,  959, XX,  64, NEQ,   30,   25,   20,   26,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  36, 135N, 1547W, 108,  955, XX,  34, NEQ,  110,   84,   71,  100,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  36, 135N, 1547W, 108,  955, XX,  50, NEQ,   58,   45,   36,   50,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  36, 135N, 1547W, 108,  955, XX,  64, NEQ,   32,   26,   21,   28,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3,  42, 137N, 1557W, 111,  953, XX,  34, NEQ,  114,   84,   72,  106,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  42, 137N, 1557W, 111,  953, XX,  50, NEQ,   59,   47,   38,   53,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  42, 137N, 1557W, 111,  953, XX,  64, NEQ,   34,   29,   24,   30,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3,  48, 138N, 1567W, 113,  951, XX,  34, NEQ,  115,   86,   73,  107,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  48, 138N, 1567W, 113,  951, XX,  50, NEQ,   60,   47,   38,   53,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  48, 138N, 1567W, 113,  951, XX,  64, NEQ,   35,   29,   24,   31,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  54, 139N, 1575W, 109,  954, XX,  34, NEQ,  115,   90,   79,  109,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  54, 139N, 1575W, 109,  954, XX,  50, NEQ,   60,   48,   40,   54,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  54, 139N, 1575W, 109,  954, XX,  64, NEQ,   34,   29,   24,   30,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  60, 141N, 1584W, 106,  955, XX,  34, NEQ,  115,   88,   77,  108,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  60, 141N, 1584W, 106,  955, XX,  50, NEQ,   62,   50,   41,   55,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  60, 141N, 1584W, 106,  955, XX,  64, NEQ,   36,   30,   25,   31,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  66, 141N, 1592W, 107,  955, XX,  34, NEQ,  115,   90,   82,  111,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  66, 141N, 1592W, 107,  955, XX,  50, NEQ,   60,   49,   42,   55,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  66, 141N, 1592W, 107,  955, XX,  64, NEQ,   35,   30,   26,   31,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  72, 141N, 1600W, 104,  956, XX,  34, NEQ,  111,   86,   79,  107,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  72, 141N, 1600W, 104,  956, XX,  50, NEQ,   60,   49,   42,   55,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  72, 141N, 1600W, 104,  956, XX,  64, NEQ,   36,   31,   26,   32,     ,     ,  18,
EP, 12, 2026090112, 03, FNV3,  78, 140N, 1608W, 106,  954, XX,  34, NEQ,  113,   91,   83,  109,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  78, 140N, 1608W, 106,  954, XX,  50, NEQ,   59,   49,   41,   53,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  78, 140N, 1608W, 106,  954, XX,  64, NEQ,   33,   29,   24,   29,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  84, 140N, 1615W, 105,  955, XX,  34, NEQ,  120,   97,   87,  114,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  84, 140N, 1615W, 105,  955, XX,  50, NEQ,   63,   52,   44,   56,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  84, 140N, 1615W, 105,  955, XX,  64, NEQ,   35,   30,   26,   31,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  90, 139N, 1623W, 116,  944, XX,  34, NEQ,  119,   97,   90,  116,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  90, 139N, 1623W, 116,  944, XX,  50, NEQ,   62,   52,   45,   57,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  90, 139N, 1623W, 116,  944, XX,  64, NEQ,   36,   31,   27,   32,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3,  96, 139N, 1630W, 115,  945, XX,  34, NEQ,  119,   93,   82,  113,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  96, 139N, 1630W, 115,  945, XX,  50, NEQ,   60,   49,   41,   55,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3,  96, 139N, 1630W, 115,  945, XX,  64, NEQ,   35,   30,   25,   31,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3, 102, 138N, 1635W, 120,  940, XX,  34, NEQ,  120,   96,   88,  115,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 102, 138N, 1635W, 120,  940, XX,  50, NEQ,   59,   49,   42,   55,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 102, 138N, 1635W, 120,  940, XX,  64, NEQ,   35,   30,   26,   31,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 108, 139N, 1641W, 120,  939, XX,  34, NEQ,  119,   99,   90,  114,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 108, 139N, 1641W, 120,  939, XX,  50, NEQ,   62,   52,   45,   56,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 108, 139N, 1641W, 120,  939, XX,  64, NEQ,   36,   32,   27,   32,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 114, 140N, 1645W, 121,  939, XX,  34, NEQ,  124,  106,   93,  116,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 114, 140N, 1645W, 121,  939, XX,  50, NEQ,   58,   50,   42,   52,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 114, 140N, 1645W, 121,  939, XX,  64, NEQ,   34,   30,   26,   30,     ,     ,  16,
EP, 12, 2026090112, 03, FNV3, 120, 142N, 1648W, 118,  941, XX,  34, NEQ,  115,  100,   84,  103,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 120, 142N, 1648W, 118,  941, XX,  50, NEQ,   52,   45,   36,   46,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 120, 142N, 1648W, 118,  941, XX,  64, NEQ,   30,   26,   22,   26,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 126, 145N, 1649W, 116,  943, XX,  34, NEQ,  119,  111,   90,  104,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3, 126, 145N, 1649W, 116,  943, XX,  50, NEQ,   49,   44,   35,   42,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3, 126, 145N, 1649W, 116,  943, XX,  64, NEQ,   28,   24,   20,   23,     ,     ,  15,
EP, 12, 2026090112, 03, FNV3, 132, 149N, 1649W, 115,  943, XX,  34, NEQ,  112,  111,   85,   93,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 132, 149N, 1649W, 115,  943, XX,  50, NEQ,   41,   38,   29,   34,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 132, 149N, 1649W, 115,  943, XX,  64, NEQ,   24,   21,   17,   19,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 138, 154N, 1647W, 117,  942, XX,  34, NEQ,  118,  120,   92,   98,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 138, 154N, 1647W, 117,  942, XX,  50, NEQ,   50,   49,   39,   42,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 138, 154N, 1647W, 117,  942, XX,  64, NEQ,   28,   27,   22,   24,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 144, 161N, 1645W, 111,  948, XX,  34, NEQ,  114,  116,   84,   91,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 144, 161N, 1645W, 111,  948, XX,  50, NEQ,   47,   45,   34,   38,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 144, 161N, 1645W, 111,  948, XX,  64, NEQ,   26,   24,   19,   21,     ,     ,  13,
EP, 12, 2026090112, 03, FNV3, 150, 169N, 1642W, 104,  953, XX,  34, NEQ,  116,  120,   88,   92,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 150, 169N, 1642W, 104,  953, XX,  50, NEQ,   49,   48,   37,   40,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 150, 169N, 1642W, 104,  953, XX,  64, NEQ,   26,   24,   20,   22,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 156, 178N, 1639W, 102,  955, XX,  34, NEQ,  118,  120,   85,   91,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 156, 178N, 1639W, 102,  955, XX,  50, NEQ,   52,   50,   38,   42,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 156, 178N, 1639W, 102,  955, XX,  64, NEQ,   27,   24,   20,   22,     ,     ,  14,
EP, 12, 2026090112, 03, FNV3, 162, 189N, 1636W,  95,  960, XX,  34, NEQ,  122,  123,   88,   95,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 162, 189N, 1636W,  95,  960, XX,  50, NEQ,   58,   55,   42,   46,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 162, 189N, 1636W,  95,  960, XX,  64, NEQ,   29,   28,   22,   24,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 168, 201N, 1635W,  91,  964, XX,  34, NEQ,  125,  121,   86,   98,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3, 168, 201N, 1635W,  91,  964, XX,  50, NEQ,   54,   50,   38,   44,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3, 168, 201N, 1635W,  91,  964, XX,  64, NEQ,   27,   25,   20,   22,     ,     ,  17,
EP, 12, 2026090112, 03, FNV3, 174, 212N, 1636W,  87,  965, XX,  34, NEQ,  120,  120,   84,   91,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 174, 212N, 1636W,  87,  965, XX,  50, NEQ,   45,   43,   30,   35,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 174, 212N, 1636W,  87,  965, XX,  64, NEQ,   21,   18,   13,   15,     ,     ,  19,
EP, 12, 2026090112, 03, FNV3, 180, 224N, 1638W,  81,  970, XX,  34, NEQ,  126,  122,   86,   98,     ,     ,  20,
EP, 12, 2026090112, 03, FNV3, 180, 224N, 1638W,  81,  970, XX,  50, NEQ,   46,   41,   29,   35,     ,     ,  20,
EP, 12, 2026090112, 03, FNV3, 180, 224N, 1638W,  81,  970, XX,  64, NEQ,   17,   13,   10,   12,     ,     ,  20,
EP, 12, 2026090112, 03, FNV3, 186, 234N, 1643W,  80,  971, XX,  34, NEQ,  117,  110,   79,   93,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 186, 234N, 1643W,  80,  971, XX,  50, NEQ,   43,   37,   26,   32,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 186, 234N, 1643W,  80,  971, XX,  64, NEQ,   18,   15,   12,   14,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 192, 244N, 1650W,  75,  975, XX,  34, NEQ,  115,   99,   71,   91,     ,     ,  26,
EP, 12, 2026090112, 03, FNV3, 192, 244N, 1650W,  75,  975, XX,  50, NEQ,   42,   31,   22,   30,     ,     ,  26,
EP, 12, 2026090112, 03, FNV3, 192, 244N, 1650W,  75,  975, XX,  64, NEQ,   17,   13,   10,   13,     ,     ,  26,
EP, 12, 2026090112, 03, FNV3, 198, 253N, 1657W,  74,  975, XX,  34, NEQ,  128,  112,   80,  100,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 198, 253N, 1657W,  74,  975, XX,  50, NEQ,   41,   28,   20,   28,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 198, 253N, 1657W,  74,  975, XX,  64, NEQ,   15,   11,    9,   11,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 204, 261N, 1665W,  71,  978, XX,  34, NEQ,  110,   91,   65,   87,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 204, 261N, 1665W,  71,  978, XX,  50, NEQ,   36,   27,   19,   26,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 204, 261N, 1665W,  71,  978, XX,  64, NEQ,   15,   11,    9,   11,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 210, 264N, 1674W,  70,  979, XX,  34, NEQ,  106,   94,   67,   87,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 210, 264N, 1674W,  70,  979, XX,  50, NEQ,   37,   31,   22,   29,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 210, 264N, 1674W,  70,  979, XX,  64, NEQ,   17,   13,   10,   13,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 216, 267N, 1683W,  68,  981, XX,  34, NEQ,  107,   87,   62,   86,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 216, 267N, 1683W,  68,  981, XX,  50, NEQ,   34,   26,   19,   26,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 216, 267N, 1683W,  68,  981, XX,  64, NEQ,   16,   12,    9,   10,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 222, 268N, 1695W,  69,  981, XX,  34, NEQ,  107,   88,   64,   84,     ,     ,  33,
EP, 12, 2026090112, 03, FNV3, 222, 268N, 1695W,  69,  981, XX,  50, NEQ,   37,   29,   21,   29,     ,     ,  33,
