# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 06, 2026072812, 03, FNV3,   0, 218N, 1511W,  51, 1004, XX,  34, NEQ,  120,   60,     ,  100,     ,     ,  60,
EP, 07, 2026072812, 03, FNV3,  42, 196N, 1219W,  59,  990, XX,  34, NEQ,  124,  100,   76,  105,     ,     ,  33,
EP, 07, 2026072812, 03, FNV3,  42, 196N, 1219W,  59,  990, XX,  50, NEQ,   43,   28,   20,   29,     ,     ,  33,
EP, 07, 2026072812, 03, FNV3,  42, 196N, 1219W,  59,  990, XX,  64, NEQ,    7,    4,    3,    4,     ,     ,  33,
EP, 07, 2026072812, 03, FNV3,  48, 199N, 1231W,  54,  993, XX,  34, NEQ,  122,   99,   76,  103,     ,     ,  34,
EP, 07, 2026072812, 03, FNV3,  48, 199N, 1231W,  54,  993, XX,  50, NEQ,   31,   19,   13,   19,     ,     ,  34,
EP, 07, 2026072812, 03, FNV3,  48, 199N, 1231W,  54,  993, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  34,
EP, 07, 2026072812, 03, FNV3,  54, 202N, 1243W,  50,  996, XX,  34, NEQ,  111,   94,   75,   94,     ,     ,  41,
EP, 07, 2026072812, 03, FNV3,  54, 202N, 1243W,  50,  996, XX,  50, NEQ,   20,   10,    7,   10,     ,     ,  41,
EP, 07, 2026072812, 03, FNV3,  60, 206N, 1255W,  48,  998, XX,  34, NEQ,  108,   91,   73,   92,     ,     ,  40,
EP, 07, 2026072812, 03, FNV3,  60, 206N, 1255W,  48,  998, XX,  50, NEQ,   14,   10,    8,    9,     ,     ,  40,
EP, 07, 2026072812, 03, FNV3,  66, 209N, 1268W,  45, 1000, XX,  34, NEQ,   95,   77,   61,   79,     ,     ,  43,
EP, 07, 2026072812, 03, FNV3,  66, 209N, 1268W,  45, 1000, XX,  50, NEQ,    6,    2,    2,    2,     ,     ,  43,
EP, 07, 2026072812, 03, FNV3,  72, 212N, 1280W,  41, 1002, XX,  34, NEQ,   76,   54,   42,   57,     ,     ,  42,
EP, 07, 2026072812, 03, FNV3,  72, 212N, 1280W,  41, 1002, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  42,
EP, 07, 2026072812, 03, FNV3,  78, 215N, 1292W,  38, 1004, XX,  34, NEQ,   53,   35,   26,   39,     ,     ,  44,
EP, 07, 2026072812, 03, FNV3,  84, 219N, 1305W,  38, 1004, XX,  34, NEQ,   49,   27,   19,   32,     ,     ,  46,
EP, 07, 2026072812, 03, FNV3,  84, 219N, 1305W,  38, 1004, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  46,
EP, 07, 2026072812, 03, FNV3,  90, 221N, 1318W,  37, 1004, XX,  34, NEQ,   49,   30,   20,   33,     ,     ,  47,
EP, 07, 2026072812, 03, FNV3,  96, 225N, 1333W,  36, 1005, XX,  34, NEQ,   42,   25,   17,   30,     ,     ,  44,
EP, 07, 2026072812, 03, FNV3, 102, 229N, 1348W,  34, 1005, XX,  34, NEQ,   27,   18,   14,   22,     ,     ,  48,
EP, 07, 2026072812, 03, FNV3, 108, 232N, 1362W,  35, 1005, XX,  34, NEQ,   27,   13,    9,   16,     ,     ,  46,
EP, 07, 2026072812, 03, FNV3, 108, 232N, 1362W,  35, 1005, XX,  50, NEQ,    1,    0,    0,    1,     ,     ,  46,
EP, 07, 2026072812, 03, FNV3, 114, 236N, 1378W,  33, 1006, XX,  34, NEQ,   20,    6,    3,    9,     ,     ,  51,
EP, 07, 2026072812, 03, FNV3, 120, 240N, 1392W,  32, 1006, XX,  34, NEQ,   14,    8,    6,   11,     ,     ,  49,
EP, 07, 2026072812, 03, FNV3, 120, 240N, 1392W,  32, 1006, XX,  50, NEQ,    0,    0,    0,    1,     ,     ,  49,
EP, 07, 2026072812, 03, FNV3, 126, 244N, 1405W,  31, 1006, XX,  34, NEQ,   12,    4,    2,    7,     ,     ,  50,
EP, 07, 2026072812, 03, FNV3, 132, 250N, 1415W,  31, 1005, XX,  34, NEQ,   12,    6,    5,    8,     ,     ,  49,
EP, 07, 2026072812, 03, FNV3, 138, 256N, 1428W,  31, 1006, XX,  34, NEQ,    5,    0,    0,    6,     ,     ,  61,
EP, 07, 2026072812, 03, FNV3, 144, 264N, 1437W,  31, 1006, XX,  34, NEQ,   11,    0,    0,    3,     ,     ,  64,
EP, 07, 2026072812, 03, FNV3, 150, 270N, 1443W,  28, 1007, XX,  34, NEQ,    6,    0,    0,    0,     ,     ,  58,
WP, 12, 2026072812, 03, FNV3,   0, 134N, 1707E,  99,  960, XX,  34, NEQ,   70,   55,   55,   70,     ,     ,   6,
WP, 12, 2026072812, 03, FNV3,   6, 139N, 1699E,  91,  964, XX,  34, NEQ,   92,   74,   62,   80,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,   6, 139N, 1699E,  91,  964, XX,  50, NEQ,   45,   36,   28,   38,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,   6, 139N, 1699E,  91,  964, XX,  64, NEQ,   23,   19,   15,   19,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,  12, 143N, 1690E, 109,  949, XX,  34, NEQ,   99,   83,   72,   90,     ,     ,   6,
WP, 12, 2026072812, 03, FNV3,  12, 143N, 1690E, 109,  949, XX,  50, NEQ,   43,   35,   28,   38,     ,     ,   6,
WP, 12, 2026072812, 03, FNV3,  12, 143N, 1690E, 109,  949, XX,  64, NEQ,   24,   20,   16,   21,     ,     ,   6,
WP, 12, 2026072812, 03, FNV3,  18, 148N, 1683E, 120,  939, XX,  34, NEQ,  118,  100,   87,  107,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  18, 148N, 1683E, 120,  939, XX,  50, NEQ,   57,   48,   39,   50,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  18, 148N, 1683E, 120,  939, XX,  64, NEQ,   31,   27,   22,   27,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  24, 153N, 1675E, 120,  938, XX,  34, NEQ,  120,   99,   85,  109,     ,     ,   9,
WP, 12, 2026072812, 03, FNV3,  24, 153N, 1675E, 120,  938, XX,  50, NEQ,   56,   47,   38,   50,     ,     ,   9,
WP, 12, 2026072812, 03, FNV3,  24, 153N, 1675E, 120,  938, XX,  64, NEQ,   32,   27,   23,   28,     ,     ,   9,
WP, 12, 2026072812, 03, FNV3,  30, 159N, 1666E, 126,  934, XX,  34, NEQ,  132,  111,   92,  118,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  30, 159N, 1666E, 126,  934, XX,  50, NEQ,   66,   55,   44,   57,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  30, 159N, 1666E, 126,  934, XX,  64, NEQ,   37,   32,   27,   32,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  36, 164N, 1657E, 132,  926, XX,  34, NEQ,  128,  108,   92,  116,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  36, 164N, 1657E, 132,  926, XX,  50, NEQ,   64,   53,   44,   57,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  36, 164N, 1657E, 132,  926, XX,  64, NEQ,   38,   33,   28,   33,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  42, 169N, 1648E, 135,  924, XX,  34, NEQ,  140,  117,  101,  126,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  42, 169N, 1648E, 135,  924, XX,  50, NEQ,   69,   57,   46,   60,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  42, 169N, 1648E, 135,  924, XX,  64, NEQ,   40,   35,   29,   35,     ,     ,   8,
WP, 12, 2026072812, 03, FNV3,  48, 174N, 1637E, 136,  924, XX,  34, NEQ,  142,  119,  103,  131,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,  48, 174N, 1637E, 136,  924, XX,  50, NEQ,   70,   58,   48,   63,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,  48, 174N, 1637E, 136,  924, XX,  64, NEQ,   41,   36,   30,   36,     ,     ,  10,
WP, 12, 2026072812, 03, FNV3,  54, 177N, 1627E, 133,  925, XX,  34, NEQ,  159,  132,  114,  146,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  54, 177N, 1627E, 133,  925, XX,  50, NEQ,   80,   68,   56,   71,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  54, 177N, 1627E, 133,  925, XX,  64, NEQ,   46,   40,   34,   41,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  60, 181N, 1617E, 129,  928, XX,  34, NEQ,  156,  130,  114,  142,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  60, 181N, 1617E, 129,  928, XX,  50, NEQ,   79,   67,   56,   71,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  60, 181N, 1617E, 129,  928, XX,  64, NEQ,   45,   40,   34,   40,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  66, 186N, 1609E, 128,  927, XX,  34, NEQ,  172,  147,  124,  151,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  66, 186N, 1609E, 128,  927, XX,  50, NEQ,   88,   77,   63,   76,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  66, 186N, 1609E, 128,  927, XX,  64, NEQ,   49,   44,   37,   43,     ,     ,  11,
WP, 12, 2026072812, 03, FNV3,  72, 192N, 1601E, 128,  928, XX,  34, NEQ,  174,  149,  125,  152,     ,     ,  12,
WP, 12, 2026072812, 03, FNV3,  72, 192N, 1601E, 128,  928, XX,  50, NEQ,   85,   73,   60,   74,     ,     ,  12,
WP, 12, 2026072812, 03, FNV3,  72, 192N, 1601E, 128,  928, XX,  64, NEQ,   47,   43,   35,   42,     ,     ,  12,
WP, 12, 2026072812, 03, FNV3,  78, 198N, 1592E, 127,  927, XX,  34, NEQ,  190,  163,  134,  164,     ,     ,  13,
WP, 12, 2026072812, 03, FNV3,  78, 198N, 1592E, 127,  927, XX,  50, NEQ,   97,   85,   69,   83,     ,     ,  13,
WP, 12, 2026072812, 03, FNV3,  78, 198N, 1592E, 127,  927, XX,  64, NEQ,   53,   48,   40,   47,     ,     ,  13,
WP, 12, 2026072812, 03, FNV3,  84, 204N, 1582E, 125,  928, XX,  34, NEQ,  183,  160,  134,  157,     ,     ,  14,
WP, 12, 2026072812, 03, FNV3,  84, 204N, 1582E, 125,  928, XX,  50, NEQ,   91,   80,   65,   79,     ,     ,  14,
WP, 12, 2026072812, 03, FNV3,  84, 204N, 1582E, 125,  928, XX,  64, NEQ,   50,   45,   38,   44,     ,     ,  14,
WP, 12, 2026072812, 03, FNV3,  90, 212N, 1573E, 124,  927, XX,  34, NEQ,  193,  171,  140,  164,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3,  90, 212N, 1573E, 124,  927, XX,  50, NEQ,   92,   82,   66,   79,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3,  90, 212N, 1573E, 124,  927, XX,  64, NEQ,   50,   46,   38,   44,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3,  96, 218N, 1564E, 120,  930, XX,  34, NEQ,  194,  169,  143,  168,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3,  96, 218N, 1564E, 120,  930, XX,  50, NEQ,   94,   84,   70,   83,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3,  96, 218N, 1564E, 120,  930, XX,  64, NEQ,   53,   49,   40,   46,     ,     ,  15,
WP, 12, 2026072812, 03, FNV3, 102, 225N, 1553E, 116,  933, XX,  34, NEQ,  198,  173,  145,  171,     ,     ,  17,
WP, 12, 2026072812, 03, FNV3, 102, 225N, 1553E, 116,  933, XX,  50, NEQ,  101,   90,   75,   87,     ,     ,  17,
WP, 12, 2026072812, 03, FNV3, 102, 225N, 1553E, 116,  933, XX,  64, NEQ,   55,   51,   42,   49,     ,     ,  17,
WP, 12, 2026072812, 03, FNV3, 108, 232N, 1542E, 111,  937, XX,  34, NEQ,  195,  173,  147,  169,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 108, 232N, 1542E, 111,  937, XX,  50, NEQ,  102,   92,   77,   89,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 108, 232N, 1542E, 111,  937, XX,  64, NEQ,   55,   51,   43,   50,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 114, 239N, 1531E, 110,  937, XX,  34, NEQ,  206,  184,  156,  179,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 114, 239N, 1531E, 110,  937, XX,  50, NEQ,  108,   98,   82,   94,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 114, 239N, 1531E, 110,  937, XX,  64, NEQ,   58,   54,   45,   51,     ,     ,  19,
WP, 12, 2026072812, 03, FNV3, 120, 245N, 1520E, 105,  942, XX,  34, NEQ,  191,  167,  144,  169,     ,     ,  18,
WP, 12, 2026072812, 03, FNV3, 120, 245N, 1520E, 105,  942, XX,  50, NEQ,  101,   90,   76,   89,     ,     ,  18,
WP, 12, 2026072812, 03, FNV3, 120, 245N, 1520E, 105,  942, XX,  64, NEQ,   56,   51,   43,   49,     ,     ,  18,
WP, 12, 2026072812, 03, FNV3, 126, 250N, 1509E, 103,  943, XX,  34, NEQ,  201,  175,  153,  176,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 126, 250N, 1509E, 103,  943, XX,  50, NEQ,  108,   97,   82,   95,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 126, 250N, 1509E, 103,  943, XX,  64, NEQ,   58,   54,   45,   51,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 132, 256N, 1498E, 100,  944, XX,  34, NEQ,  195,  173,  150,  172,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 132, 256N, 1498E, 100,  944, XX,  50, NEQ,  107,   97,   82,   95,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 132, 256N, 1498E, 100,  944, XX,  64, NEQ,   58,   54,   45,   51,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 138, 260N, 1488E, 101,  943, XX,  34, NEQ,  206,  185,  160,  181,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 138, 260N, 1488E, 101,  943, XX,  50, NEQ,  109,   99,   84,   96,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 138, 260N, 1488E, 101,  943, XX,  64, NEQ,   60,   54,   46,   51,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 144, 263N, 1478E,  98,  944, XX,  34, NEQ,  208,  185,  164,  187,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 144, 263N, 1478E,  98,  944, XX,  50, NEQ,  105,   93,   79,   92,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 144, 263N, 1478E,  98,  944, XX,  64, NEQ,   58,   50,   42,   48,     ,     ,  23,
WP, 12, 2026072812, 03, FNV3, 150, 266N, 1468E,  95,  946, XX,  34, NEQ,  205,  182,  160,  183,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 150, 266N, 1468E,  95,  946, XX,  50, NEQ,  108,   97,   82,   95,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 150, 266N, 1468E,  95,  946, XX,  64, NEQ,   54,   50,   42,   49,     ,     ,  24,
WP, 12, 2026072812, 03, FNV3, 156, 269N, 1457E,  91,  950, XX,  34, NEQ,  207,  184,  166,  187,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 156, 269N, 1457E,  91,  950, XX,  50, NEQ,  106,   99,   84,   97,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 156, 269N, 1457E,  91,  950, XX,  64, NEQ,   57,   55,   45,   51,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 162, 273N, 1447E,  88,  952, XX,  34, NEQ,  212,  191,  171,  191,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 162, 273N, 1447E,  88,  952, XX,  50, NEQ,  111,  103,   89,   99,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 162, 273N, 1447E,  88,  952, XX,  64, NEQ,   58,   54,   46,   51,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 168, 276N, 1436E,  87,  953, XX,  34, NEQ,  206,  184,  165,  187,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 168, 276N, 1436E,  87,  953, XX,  50, NEQ,  104,   93,   80,   92,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 168, 276N, 1436E,  87,  953, XX,  64, NEQ,   55,   47,   40,   46,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 174, 279N, 1424E,  82,  955, XX,  34, NEQ,  207,  186,  165,  186,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 174, 279N, 1424E,  82,  955, XX,  50, NEQ,  103,   93,   79,   90,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 174, 279N, 1424E,  82,  955, XX,  64, NEQ,   48,   43,   36,   42,     ,     ,  30,
WP, 12, 2026072812, 03, FNV3, 180, 282N, 1412E,  81,  956, XX,  34, NEQ,  211,  191,  171,  191,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 180, 282N, 1412E,  81,  956, XX,  50, NEQ,  108,   99,   86,   96,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 180, 282N, 1412E,  81,  956, XX,  64, NEQ,   51,   45,   38,   43,     ,     ,  31,
WP, 12, 2026072812, 03, FNV3, 186, 286N, 1400E,  83,  954, XX,  34, NEQ,  215,  192,  172,  192,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 186, 286N, 1400E,  83,  954, XX,  50, NEQ,  111,  102,   88,   98,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 186, 286N, 1400E,  83,  954, XX,  64, NEQ,   54,   50,   42,   48,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 192, 289N, 1389E,  82,  955, XX,  34, NEQ,  207,  185,  166,  187,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 192, 289N, 1389E,  82,  955, XX,  50, NEQ,  106,   97,   83,   94,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 192, 289N, 1389E,  82,  955, XX,  64, NEQ,   55,   49,   41,   47,     ,     ,  29,
WP, 12, 2026072812, 03, FNV3, 198, 293N, 1377E,  80,  956, XX,  34, NEQ,  202,  181,  161,  180,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 198, 293N, 1377E,  80,  956, XX,  50, NEQ,  103,   93,   79,   90,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 198, 293N, 1377E,  80,  956, XX,  64, NEQ,   49,   43,   36,   41,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 204, 297N, 1365E,  80,  956, XX,  34, NEQ,  196,  176,  157,  173,     ,     ,  27,
WP, 12, 2026072812, 03, FNV3, 204, 297N, 1365E,  80,  956, XX,  50, NEQ,   98,   91,   78,   88,     ,     ,  27,
WP, 12, 2026072812, 03, FNV3, 204, 297N, 1365E,  80,  956, XX,  64, NEQ,   51,   47,   39,   43,     ,     ,  27,
WP, 12, 2026072812, 03, FNV3, 210, 302N, 1354E,  77,  957, XX,  34, NEQ,  187,  169,  150,  165,     ,     ,  28,
WP, 12, 2026072812, 03, FNV3, 210, 302N, 1354E,  77,  957, XX,  50, NEQ,   94,   86,   74,   82,     ,     ,  28,
WP, 12, 2026072812, 03, FNV3, 210, 302N, 1354E,  77,  957, XX,  64, NEQ,   47,   42,   36,   40,     ,     ,  28,
WP, 12, 2026072812, 03, FNV3, 216, 307N, 1343E,  77,  957, XX,  34, NEQ,  182,  165,  146,  162,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 216, 307N, 1343E,  77,  957, XX,  50, NEQ,   89,   82,   71,   79,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 216, 307N, 1343E,  77,  957, XX,  64, NEQ,   45,   40,   34,   37,     ,     ,  32,
WP, 12, 2026072812, 03, FNV3, 222, 312N, 1334E,  71,  961, XX,  34, NEQ,  180,  165,  144,  161,     ,     ,  37,
WP, 12, 2026072812, 03, FNV3, 222, 312N, 1334E,  71,  961, XX,  50, NEQ,   86,   77,   65,   74,     ,     ,  37,
WP, 12, 2026072812, 03, FNV3, 222, 312N, 1334E,  71,  961, XX,  64, NEQ,   36,   31,   26,   30,     ,     ,  37,
WP, 12, 2026072812, 03, FNV3, 228, 316N, 1326E,  71,  962, XX,  34, NEQ,  171,  158,  139,  151,     ,     ,  33,
WP, 12, 2026072812, 03, FNV3, 228, 316N, 1326E,  71,  962, XX,  50, NEQ,   82,   74,   64,   71,     ,     ,  33,
WP, 12, 2026072812, 03, FNV3, 228, 316N, 1326E,  71,  962, XX,  64, NEQ,   33,   29,   25,   29,     ,     ,  33,
WP, 12, 2026072812, 03, FNV3, 234, 320N, 1316E,  67,  964, XX,  34, NEQ,  176,  163,  143,  154,     ,     ,  38,
WP, 12, 2026072812, 03, FNV3, 234, 320N, 1316E,  67,  964, XX,  50, NEQ,   75,   67,   57,   63,     ,     ,  38,
WP, 12, 2026072812, 03, FNV3, 234, 320N, 1316E,  67,  964, XX,  64, NEQ,   31,   26,   22,   24,     ,     ,  38,
WP, 12, 2026072812, 03, FNV3, 240, 326N, 1311E,  65,  966, XX,  34, NEQ,  166,  155,  135,  148,     ,     ,  36,
WP, 12, 2026072812, 03, FNV3, 240, 326N, 1311E,  65,  966, XX,  50, NEQ,   68,   63,   54,   59,     ,     ,  36,
WP, 12, 2026072812, 03, FNV3, 240, 326N, 1311E,  65,  966, XX,  64, NEQ,   30,   26,   22,   25,     ,     ,  36,
WP, 12, 2026072812, 03, FNV3, 246, 332N, 1308E,  62,  967, XX,  34, NEQ,  150,  139,  121,  128,     ,     ,  41,
WP, 12, 2026072812, 03, FNV3, 246, 332N, 1308E,  62,  967, XX,  50, NEQ,   54,   48,   39,   44,     ,     ,  41,
WP, 12, 2026072812, 03, FNV3, 246, 332N, 1308E,  62,  967, XX,  64, NEQ,   21,   17,   14,   16,     ,     ,  41,
WP, 12, 2026072812, 03, FNV3, 252, 340N, 1306E,  60,  970, XX,  34, NEQ,  142,  133,  116,  124,     ,     ,  45,
WP, 12, 2026072812, 03, FNV3, 252, 340N, 1306E,  60,  970, XX,  50, NEQ,   56,   52,   44,   49,     ,     ,  45,
WP, 12, 2026072812, 03, FNV3, 252, 340N, 1306E,  60,  970, XX,  64, NEQ,   25,   22,   18,   20,     ,     ,  45,
WP, 12, 2026072812, 03, FNV3, 258, 343N, 1299E,  59,  969, XX,  34, NEQ,  142,  137,  119,  129,     ,     ,  49,
WP, 12, 2026072812, 03, FNV3, 258, 343N, 1299E,  59,  969, XX,  50, NEQ,   61,   53,   45,   51,     ,     ,  49,
WP, 12, 2026072812, 03, FNV3, 258, 343N, 1299E,  59,  969, XX,  64, NEQ,   26,   23,   19,   22,     ,     ,  49,
