# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025100906, 03, FNV3,   0, 155N,  571W,  54,  999, XX,  34, NEQ,  130,  150,     ,   70,     ,     ,  15,
AL, 10, 2025100906, 03, FNV3,  48, 233N,  630W,  56,  997, XX,  34, NEQ,   88,   83,   49,   62,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  48, 233N,  630W,  56,  997, XX,  50, NEQ,   25,   15,    9,   12,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  48, 233N,  630W,  56,  997, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  54, 246N,  628W,  55,  996, XX,  34, NEQ,   82,   79,   46,   58,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  54, 246N,  628W,  55,  996, XX,  50, NEQ,   21,   15,    8,   11,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  54, 246N,  628W,  55,  996, XX,  64, NEQ,    5,    4,    2,    3,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  60, 259N,  626W,  56,  995, XX,  34, NEQ,   94,   87,   52,   65,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  60, 259N,  626W,  56,  995, XX,  50, NEQ,   22,   14,    9,   12,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  60, 259N,  626W,  56,  995, XX,  64, NEQ,    6,    3,    2,    3,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3,  66, 271N,  624W,  55,  995, XX,  34, NEQ,   93,   86,   52,   65,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3,  66, 271N,  624W,  55,  995, XX,  50, NEQ,   27,   22,   14,   17,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3,  66, 271N,  624W,  55,  995, XX,  64, NEQ,    5,    3,    2,    2,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3,  72, 279N,  624W,  56,  994, XX,  34, NEQ,   88,   82,   49,   60,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  72, 279N,  624W,  56,  994, XX,  50, NEQ,   25,   19,   12,   15,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  72, 279N,  624W,  56,  994, XX,  64, NEQ,    8,    4,    3,    4,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3,  78, 288N,  621W,  58,  992, XX,  34, NEQ,   99,   90,   57,   69,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  78, 288N,  621W,  58,  992, XX,  50, NEQ,   30,   23,   15,   19,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  78, 288N,  621W,  58,  992, XX,  64, NEQ,    9,    7,    5,    6,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  84, 297N,  618W,  55,  994, XX,  34, NEQ,   83,   87,   53,   59,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3,  84, 297N,  618W,  55,  994, XX,  50, NEQ,   22,   18,   12,   13,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3,  84, 297N,  618W,  55,  994, XX,  64, NEQ,    5,    3,    3,    3,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3,  90, 306N,  613W,  53,  994, XX,  34, NEQ,   87,   89,   57,   64,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  90, 306N,  613W,  53,  994, XX,  50, NEQ,   23,   22,   13,   15,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  90, 306N,  613W,  53,  994, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  96, 313N,  604W,  52,  995, XX,  34, NEQ,   80,   81,   57,   60,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  96, 313N,  604W,  52,  995, XX,  50, NEQ,   22,   16,   11,   12,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3,  96, 313N,  604W,  52,  995, XX,  64, NEQ,    2,    3,    1,    1,     ,     ,  35,
AL, 10, 2025100906, 03, FNV3, 102, 315N,  593W,  49,  996, XX,  34, NEQ,   63,   70,   48,   51,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3, 102, 315N,  593W,  49,  996, XX,  50, NEQ,   18,   16,   11,   11,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3, 102, 315N,  593W,  49,  996, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  40,
AL, 10, 2025100906, 03, FNV3, 108, 314N,  583W,  47,  996, XX,  34, NEQ,   52,   60,   42,   42,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3, 108, 314N,  583W,  47,  996, XX,  50, NEQ,   15,   13,    9,    9,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3, 108, 314N,  583W,  47,  996, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  36,
AL, 10, 2025100906, 03, FNV3, 114, 310N,  570W,  51,  995, XX,  34, NEQ,   54,   62,   46,   44,     ,     ,  32,
AL, 10, 2025100906, 03, FNV3, 114, 310N,  570W,  51,  995, XX,  50, NEQ,   13,   14,   11,   10,     ,     ,  32,
AL, 10, 2025100906, 03, FNV3, 114, 310N,  570W,  51,  995, XX,  64, NEQ,    3,    4,    4,    3,     ,     ,  32,
AL, 10, 2025100906, 03, FNV3, 120, 306N,  559W,  52,  994, XX,  34, NEQ,   66,   72,   56,   56,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 120, 306N,  559W,  52,  994, XX,  50, NEQ,   12,   20,   10,   10,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 120, 306N,  559W,  52,  994, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 126, 303N,  544W,  49,  994, XX,  34, NEQ,   60,   64,   50,   50,     ,     ,  30,
AL, 10, 2025100906, 03, FNV3, 126, 303N,  544W,  49,  994, XX,  50, NEQ,   10,   12,    7,    7,     ,     ,  30,
AL, 10, 2025100906, 03, FNV3, 126, 303N,  544W,  49,  994, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  30,
AL, 10, 2025100906, 03, FNV3, 132, 302N,  528W,  47,  994, XX,  34, NEQ,   58,   66,   47,   46,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3, 132, 302N,  528W,  47,  994, XX,  50, NEQ,    9,    8,    6,    6,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3, 132, 302N,  528W,  47,  994, XX,  64, NEQ,    1,    2,    1,    1,     ,     ,  39,
AL, 10, 2025100906, 03, FNV3, 138, 302N,  508W,  51,  992, XX,  34, NEQ,   67,   72,   53,   53,     ,     ,  37,
AL, 10, 2025100906, 03, FNV3, 138, 302N,  508W,  51,  992, XX,  50, NEQ,   11,   10,    8,    7,     ,     ,  37,
AL, 10, 2025100906, 03, FNV3, 138, 302N,  508W,  51,  992, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  37,
AL, 10, 2025100906, 03, FNV3, 144, 305N,  485W,  53,  989, XX,  34, NEQ,   80,   84,   62,   62,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 144, 305N,  485W,  53,  989, XX,  50, NEQ,   13,   16,    9,    9,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 144, 305N,  485W,  53,  989, XX,  64, NEQ,    5,    4,    3,    3,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 150, 310N,  453W,  57,  986, XX,  34, NEQ,   62,   68,   46,   51,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 150, 310N,  453W,  57,  986, XX,  50, NEQ,   19,   17,   10,   11,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 150, 310N,  453W,  57,  986, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 156, 318N,  428W,  59,  983, XX,  34, NEQ,   82,   91,   66,   65,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 156, 318N,  428W,  59,  983, XX,  50, NEQ,   23,   21,   16,   17,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 156, 318N,  428W,  59,  983, XX,  64, NEQ,    7,    6,    5,    6,     ,     ,  38,
AL, 10, 2025100906, 03, FNV3, 162, 327N,  392W,  56,  986, XX,  34, NEQ,   68,   82,   54,   53,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 162, 327N,  392W,  56,  986, XX,  50, NEQ,   16,   16,   13,   13,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 162, 327N,  392W,  56,  986, XX,  64, NEQ,    6,    5,    4,    4,     ,     ,  43,
AL, 10, 2025100906, 03, FNV3, 168, 338N,  356W,  53,  986, XX,  34, NEQ,   80,   89,   64,   64,     ,     ,  46,
AL, 10, 2025100906, 03, FNV3, 168, 338N,  356W,  53,  986, XX,  50, NEQ,   14,   15,   11,   11,     ,     ,  46,
AL, 10, 2025100906, 03, FNV3, 168, 338N,  356W,  53,  986, XX,  64, NEQ,    7,    7,    5,    6,     ,     ,  46,
AL, 96, 2025100906, 03, FNV3,   0, 430N,  349W,  45,  996, XX,  34, NEQ,   30,   70,   50,   30,     ,     ,  20,
AL, 96, 2025100906, 03, FNV3,   6, 438N,  348W,  39,  998, XX,  34, NEQ,   50,   51,   32,   33,     ,     ,  49,
AL, 96, 2025100906, 03, FNV3,  12, 441N,  347W,  37,  998, XX,  34, NEQ,   39,   28,   16,   18,     ,     ,  55,
AL, 96, 2025100906, 03, FNV3,  18, 441N,  338W,  35,  998, XX,  34, NEQ,   27,   27,   26,   22,     ,     ,  49,
AL, 96, 2025100906, 03, FNV3,  24, 447N,  327W,  35, 1000, XX,  34, NEQ,    3,   15,    7,    4,     ,     ,  47,
AL, 96, 2025100906, 03, FNV3,  30, 455N,  315W,  35, 1000, XX,  34, NEQ,   19,   22,   18,   17,     ,     ,  51,
EP, 15, 2025100906, 03, FNV3,   0, 166N, 1124W,  35, 1004, XX,  34, NEQ,     ,   40,   40,     ,     ,     ,  30,
EP, 15, 2025100906, 03, FNV3,   6, 170N, 1109W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
EP, 15, 2025100906, 03, FNV3,  12, 170N, 1091W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  45,
EP, 16, 2025100906, 03, FNV3,   0, 231N, 1139W,  51,  989, XX,  34, NEQ,  140,  110,  110,  110,     ,     ,  40,
EP, 16, 2025100906, 03, FNV3,   0, 231N, 1139W,  51,  989, XX,  50, NEQ,   50,   40,     ,     ,     ,     ,  40,
EP, 16, 2025100906, 03, FNV3,   6, 234N, 1144W,  56,  991, XX,  34, NEQ,  103,   93,   71,   86,     ,     ,  25,
EP, 16, 2025100906, 03, FNV3,   6, 234N, 1144W,  56,  991, XX,  50, NEQ,   34,   29,   20,   25,     ,     ,  25,
EP, 16, 2025100906, 03, FNV3,   6, 234N, 1144W,  56,  991, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  25,
EP, 16, 2025100906, 03, FNV3,  12, 240N, 1148W,  52,  994, XX,  34, NEQ,   98,   88,   64,   79,     ,     ,  28,
EP, 16, 2025100906, 03, FNV3,  12, 240N, 1148W,  52,  994, XX,  50, NEQ,   23,   18,   12,   15,     ,     ,  28,
EP, 16, 2025100906, 03, FNV3,  18, 246N, 1149W,  49,  995, XX,  34, NEQ,   86,   79,   55,   67,     ,     ,  30,
EP, 16, 2025100906, 03, FNV3,  18, 246N, 1149W,  49,  995, XX,  50, NEQ,   11,    6,    4,    5,     ,     ,  30,
EP, 16, 2025100906, 03, FNV3,  24, 252N, 1150W,  46,  997, XX,  34, NEQ,   81,   74,   52,   62,     ,     ,  33,
EP, 16, 2025100906, 03, FNV3,  24, 252N, 1150W,  46,  997, XX,  50, NEQ,    4,    3,    2,    2,     ,     ,  33,
EP, 16, 2025100906, 03, FNV3,  30, 256N, 1150W,  38, 1000, XX,  34, NEQ,   48,   39,   28,   34,     ,     ,  37,
EP, 16, 2025100906, 03, FNV3,  36, 259N, 1150W,  29, 1004, XX,  34, NEQ,    4,    2,    1,    1,     ,     ,  39,
EP, 16, 2025100906, 03, FNV3,  42, 261N, 1148W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
EP, 16, 2025100906, 03, FNV3,  48, 263N, 1147W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
EP, 90, 2025100906, 03, FNV3,   0, 151N,  988W,  25, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  30,
EP, 90, 2025100906, 03, FNV3,   6, 160N, 1000W,  33, 1003, XX,  34, NEQ,   13,    8,    3,    4,     ,     ,  43,
EP, 90, 2025100906, 03, FNV3,  12, 163N, 1011W,  37, 1003, XX,  34, NEQ,   33,   26,   16,   25,     ,     ,  37,
EP, 90, 2025100906, 03, FNV3,  18, 168N, 1022W,  41, 1001, XX,  34, NEQ,   46,   38,   31,   35,     ,     ,  37,
EP, 90, 2025100906, 03, FNV3,  18, 168N, 1022W,  41, 1001, XX,  50, NEQ,    2,    1,    0,    1,     ,     ,  37,
EP, 90, 2025100906, 03, FNV3,  24, 173N, 1036W,  44,  999, XX,  34, NEQ,   49,   41,   34,   40,     ,     ,  30,
EP, 90, 2025100906, 03, FNV3,  24, 173N, 1036W,  44,  999, XX,  50, NEQ,    4,    2,    1,    2,     ,     ,  30,
EP, 90, 2025100906, 03, FNV3,  30, 181N, 1051W,  44, 1000, XX,  34, NEQ,   61,   52,   44,   53,     ,     ,  30,
EP, 90, 2025100906, 03, FNV3,  30, 181N, 1051W,  44, 1000, XX,  50, NEQ,    5,    4,    4,    3,     ,     ,  30,
EP, 90, 2025100906, 03, FNV3,  36, 189N, 1065W,  43, 1001, XX,  34, NEQ,   53,   44,   37,   45,     ,     ,  34,
EP, 90, 2025100906, 03, FNV3,  36, 189N, 1065W,  43, 1001, XX,  50, NEQ,    8,    5,    4,    5,     ,     ,  34,
EP, 90, 2025100906, 03, FNV3,  42, 197N, 1077W,  44,  999, XX,  34, NEQ,   50,   37,   28,   37,     ,     ,  29,
EP, 90, 2025100906, 03, FNV3,  42, 197N, 1077W,  44,  999, XX,  50, NEQ,    4,    1,    1,    1,     ,     ,  29,
EP, 90, 2025100906, 03, FNV3,  48, 207N, 1087W,  34, 1004, XX,  34, NEQ,   16,   11,    7,   14,     ,     ,  37,
WP, 28, 2025100906, 03, FNV3,   0, 336N, 1436E,  93,  959, XX,  34, NEQ,  125,  135,  140,  135,     ,     ,  35,
WP, 28, 2025100906, 03, FNV3,   6, 340N, 1468E,  91,  960, XX,  34, NEQ,  162,  174,  147,  140,     ,     ,  21,
WP, 28, 2025100906, 03, FNV3,   6, 340N, 1468E,  91,  960, XX,  50, NEQ,   92,   98,   84,   82,     ,     ,  21,
WP, 28, 2025100906, 03, FNV3,   6, 340N, 1468E,  91,  960, XX,  64, NEQ,   52,   53,   44,   46,     ,     ,  21,
WP, 28, 2025100906, 03, FNV3,  12, 345N, 1505E,  78,  968, XX,  34, NEQ,  179,  191,  156,  155,     ,     ,  22,
WP, 28, 2025100906, 03, FNV3,  12, 345N, 1505E,  78,  968, XX,  50, NEQ,  101,  105,   88,   87,     ,     ,  22,
WP, 28, 2025100906, 03, FNV3,  12, 345N, 1505E,  78,  968, XX,  64, NEQ,   46,   48,   40,   41,     ,     ,  22,
WP, 28, 2025100906, 03, FNV3,  18, 346N, 1547E,  69,  974, XX,  34, NEQ,  188,  199,  169,  167,     ,     ,  28,
WP, 28, 2025100906, 03, FNV3,  18, 346N, 1547E,  69,  974, XX,  50, NEQ,   97,   99,   82,   82,     ,     ,  28,
WP, 28, 2025100906, 03, FNV3,  18, 346N, 1547E,  69,  974, XX,  64, NEQ,   22,   27,   19,   20,     ,     ,  28,
WP, 28, 2025100906, 03, FNV3,  24, 347N, 1589E,  65,  975, XX,  34, NEQ,  184,  200,  169,  161,     ,     ,  32,
WP, 28, 2025100906, 03, FNV3,  24, 347N, 1589E,  65,  975, XX,  50, NEQ,   87,   91,   74,   72,     ,     ,  32,
WP, 28, 2025100906, 03, FNV3,  24, 347N, 1589E,  65,  975, XX,  64, NEQ,   12,   19,   10,   10,     ,     ,  32,
WP, 28, 2025100906, 03, FNV3,  30, 348N, 1630E,  63,  979, XX,  34, NEQ,  194,  205,  175,  170,     ,     ,  41,
WP, 28, 2025100906, 03, FNV3,  30, 348N, 1630E,  63,  979, XX,  50, NEQ,   79,   85,   66,   64,     ,     ,  41,
WP, 28, 2025100906, 03, FNV3,  30, 348N, 1630E,  63,  979, XX,  64, NEQ,   10,   15,    9,    8,     ,     ,  41,
WP, 28, 2025100906, 03, FNV3,  36, 356N, 1670E,  60,  979, XX,  34, NEQ,  182,  192,  162,  156,     ,     ,  43,
WP, 28, 2025100906, 03, FNV3,  36, 356N, 1670E,  60,  979, XX,  50, NEQ,   63,   70,   51,   51,     ,     ,  43,
WP, 28, 2025100906, 03, FNV3,  36, 356N, 1670E,  60,  979, XX,  64, NEQ,    8,   10,    5,    5,     ,     ,  43,
WP, 28, 2025100906, 03, FNV3,  42, 372N, 1715E,  55,  981, XX,  34, NEQ,  148,  155,  126,  122,     ,     ,  55,
WP, 28, 2025100906, 03, FNV3,  42, 372N, 1715E,  55,  981, XX,  50, NEQ,   42,   52,   33,   32,     ,     ,  55,
WP, 28, 2025100906, 03, FNV3,  42, 372N, 1715E,  55,  981, XX,  64, NEQ,    4,    6,    3,    3,     ,     ,  55,
WP, 28, 2025100906, 03, FNV3,  48, 400N, 1768E,  52,  981, XX,  34, NEQ,  115,  127,   92,   88,     ,     ,  63,
WP, 28, 2025100906, 03, FNV3,  48, 400N, 1768E,  52,  981, XX,  50, NEQ,   26,   38,   17,   15,     ,     ,  63,
WP, 28, 2025100906, 03, FNV3,  48, 400N, 1768E,  52,  981, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  63,
WP, 28, 2025100906, 03, FNV3,  54, 444N, 1785W,  48,  980, XX,  34, NEQ,   33,   64,   27,   17,     ,     ,  62,
WP, 28, 2025100906, 03, FNV3,  54, 444N, 1785W,  48,  980, XX,  50, NEQ,    6,   20,    7,    3,     ,     ,  62,
WP, 28, 2025100906, 03, FNV3,  60, 501N, 1749W,  46,  978, XX,  34, NEQ,   18,   56,   27,    3,     ,     ,  80,
WP, 28, 2025100906, 03, FNV3,  60, 501N, 1749W,  46,  978, XX,  50, NEQ,    7,   10,    2,    0,     ,     ,  80,
WP, 28, 2025100906, 03, FNV3,  66, 550N, 1740W,  51,  967, XX,  34, NEQ,   16,   55,   33,    6,     ,     ,  79,
WP, 28, 2025100906, 03, FNV3,  66, 550N, 1740W,  51,  967, XX,  50, NEQ,   10,   26,    5,    0,     ,     ,  79,
WP, 28, 2025100906, 03, FNV3,  66, 550N, 1740W,  51,  967, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  79,
WP, 28, 2025100906, 03, FNV3,  72, 587N, 1730W,  55,  959, XX,  34, NEQ,   19,   71,   33,    5,     ,     ,  77,
WP, 28, 2025100906, 03, FNV3,  72, 587N, 1730W,  55,  959, XX,  50, NEQ,   11,   47,   10,    1,     ,     ,  77,
WP, 28, 2025100906, 03, FNV3,  72, 587N, 1730W,  55,  959, XX,  64, NEQ,    5,    0,    4,    0,     ,     ,  77,
WP, 28, 2025100906, 03, FNV3,  78, 617N, 1716W,  49,  955, XX,  34, NEQ,   23,   67,   20,    4,     ,     ,  81,
WP, 28, 2025100906, 03, FNV3,  78, 617N, 1716W,  49,  955, XX,  50, NEQ,    0,   29,    3,    4,     ,     ,  81,
WP, 29, 2025100906, 03, FNV3,   0, 241N, 1348E,  35, 1002, XX,  34, NEQ,   45,   60,   45,     ,     ,     ,  45,
WP, 29, 2025100906, 03, FNV3,   6, 244N, 1341E,  33, 1001, XX,  34, NEQ,   17,   10,    8,   11,     ,     ,  37,
WP, 29, 2025100906, 03, FNV3,  12, 251N, 1332E,  34, 1001, XX,  34, NEQ,   18,   11,    9,   12,     ,     ,  39,
WP, 29, 2025100906, 03, FNV3,  18, 257N, 1323E,  33, 1002, XX,  34, NEQ,   29,   22,   18,   22,     ,     ,  39,
WP, 29, 2025100906, 03, FNV3,  24, 260N, 1314E,  34, 1000, XX,  34, NEQ,   30,   22,   17,   22,     ,     ,  41,
WP, 29, 2025100906, 03, FNV3,  30, 264N, 1307E,  38,  999, XX,  34, NEQ,   41,   34,   26,   32,     ,     ,  39,
WP, 29, 2025100906, 03, FNV3,  30, 264N, 1307E,  38,  999, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  39,
WP, 29, 2025100906, 03, FNV3,  36, 267N, 1302E,  42,  996, XX,  34, NEQ,   54,   42,   31,   39,     ,     ,  34,
WP, 29, 2025100906, 03, FNV3,  36, 267N, 1302E,  42,  996, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  34,
WP, 29, 2025100906, 03, FNV3,  42, 273N, 1300E,  47,  993, XX,  34, NEQ,   57,   47,   33,   39,     ,     ,  31,
WP, 29, 2025100906, 03, FNV3,  42, 273N, 1300E,  47,  993, XX,  50, NEQ,    7,    4,    3,    3,     ,     ,  31,
WP, 29, 2025100906, 03, FNV3,  48, 279N, 1302E,  50,  990, XX,  34, NEQ,   57,   60,   41,   42,     ,     ,  27,
WP, 29, 2025100906, 03, FNV3,  48, 279N, 1302E,  50,  990, XX,  50, NEQ,    9,    9,    5,    6,     ,     ,  27,
WP, 29, 2025100906, 03, FNV3,  48, 279N, 1302E,  50,  990, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  27,
WP, 29, 2025100906, 03, FNV3,  54, 287N, 1307E,  55,  987, XX,  34, NEQ,   67,   69,   50,   50,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3,  54, 287N, 1307E,  55,  987, XX,  50, NEQ,   16,   15,    9,   10,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3,  54, 287N, 1307E,  55,  987, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3,  60, 295N, 1314E,  60,  983, XX,  34, NEQ,   83,   87,   64,   63,     ,     ,  21,
WP, 29, 2025100906, 03, FNV3,  60, 295N, 1314E,  60,  983, XX,  50, NEQ,   21,   21,   14,   15,     ,     ,  21,
WP, 29, 2025100906, 03, FNV3,  60, 295N, 1314E,  60,  983, XX,  64, NEQ,    5,    6,    4,    4,     ,     ,  21,
WP, 29, 2025100906, 03, FNV3,  66, 302N, 1325E,  64,  981, XX,  34, NEQ,   82,   90,   70,   65,     ,     ,  17,
WP, 29, 2025100906, 03, FNV3,  66, 302N, 1325E,  64,  981, XX,  50, NEQ,   28,   30,   21,   21,     ,     ,  17,
WP, 29, 2025100906, 03, FNV3,  66, 302N, 1325E,  64,  981, XX,  64, NEQ,    7,    7,    6,    6,     ,     ,  17,
WP, 29, 2025100906, 03, FNV3,  72, 308N, 1339E,  67,  979, XX,  34, NEQ,   93,  106,   84,   75,     ,     ,  18,
WP, 29, 2025100906, 03, FNV3,  72, 308N, 1339E,  67,  979, XX,  50, NEQ,   37,   38,   32,   29,     ,     ,  18,
WP, 29, 2025100906, 03, FNV3,  72, 308N, 1339E,  67,  979, XX,  64, NEQ,   12,   11,    9,    9,     ,     ,  18,
WP, 29, 2025100906, 03, FNV3,  78, 315N, 1357E,  68,  978, XX,  34, NEQ,  102,  118,   96,   84,     ,     ,  19,
WP, 29, 2025100906, 03, FNV3,  78, 315N, 1357E,  68,  978, XX,  50, NEQ,   41,   42,   34,   32,     ,     ,  19,
WP, 29, 2025100906, 03, FNV3,  78, 315N, 1357E,  68,  978, XX,  64, NEQ,   12,   13,   11,   11,     ,     ,  19,
WP, 29, 2025100906, 03, FNV3,  84, 322N, 1376E,  69,  976, XX,  34, NEQ,  112,  131,  106,   92,     ,     ,  20,
WP, 29, 2025100906, 03, FNV3,  84, 322N, 1376E,  69,  976, XX,  50, NEQ,   46,   51,   41,   37,     ,     ,  20,
WP, 29, 2025100906, 03, FNV3,  84, 322N, 1376E,  69,  976, XX,  64, NEQ,   14,   16,   11,   11,     ,     ,  20,
