# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 95, 2025100612, 03, FNV3,   0,  93N,  365W,  25, 1010, XX,  34, NEQ,     ,     ,     ,     ,     ,     , 100,
EP, 16, 2025100612, 03, FNV3,  60, 224N, 1134W,  83,  971, XX,  50, NEQ,   60,   50,   39,   51,     ,     ,  24,
EP, 16, 2025100612, 03, FNV3,  60, 224N, 1134W,  83,  971, XX,  64, NEQ,   32,   26,   21,   26,     ,     ,  24,
EP, 16, 2025100612, 03, FNV3,  66, 229N, 1141W,  74,  979, XX,  34, NEQ,  121,  105,   88,  107,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  66, 229N, 1141W,  74,  979, XX,  50, NEQ,   61,   52,   41,   52,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  66, 229N, 1141W,  74,  979, XX,  64, NEQ,   29,   23,   18,   23,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  72, 235N, 1146W,  69,  982, XX,  34, NEQ,  116,  101,   81,  100,     ,     ,  24,
EP, 16, 2025100612, 03, FNV3,  72, 235N, 1146W,  69,  982, XX,  50, NEQ,   59,   50,   39,   49,     ,     ,  24,
EP, 16, 2025100612, 03, FNV3,  72, 235N, 1146W,  69,  982, XX,  64, NEQ,   22,   19,   15,   19,     ,     ,  24,
EP, 16, 2025100612, 03, FNV3,  78, 241N, 1150W,  61,  987, XX,  34, NEQ,  105,   94,   73,   90,     ,     ,  25,
EP, 16, 2025100612, 03, FNV3,  78, 241N, 1150W,  61,  987, XX,  50, NEQ,   46,   39,   29,   37,     ,     ,  25,
EP, 16, 2025100612, 03, FNV3,  78, 241N, 1150W,  61,  987, XX,  64, NEQ,    8,    7,    5,    7,     ,     ,  25,
EP, 16, 2025100612, 03, FNV3,  84, 247N, 1152W,  56,  990, XX,  34, NEQ,   99,   90,   66,   80,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  84, 247N, 1152W,  56,  990, XX,  50, NEQ,   34,   26,   19,   23,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  84, 247N, 1152W,  56,  990, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  26,
EP, 16, 2025100612, 03, FNV3,  90, 255N, 1153W,  52,  993, XX,  34, NEQ,   83,   76,   55,   66,     ,     ,  28,
EP, 16, 2025100612, 03, FNV3,  90, 255N, 1153W,  52,  993, XX,  50, NEQ,   20,   16,   11,   14,     ,     ,  28,
EP, 16, 2025100612, 03, FNV3,  90, 255N, 1153W,  52,  993, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  28,
EP, 16, 2025100612, 03, FNV3,  96, 261N, 1154W,  43,  998, XX,  34, NEQ,   65,   58,   41,   50,     ,     ,  34,
EP, 16, 2025100612, 03, FNV3,  96, 261N, 1154W,  43,  998, XX,  50, NEQ,    4,    3,    2,    4,     ,     ,  34,
EP, 16, 2025100612, 03, FNV3, 102, 268N, 1155W,  34, 1003, XX,  34, NEQ,   24,   21,   13,   17,     ,     ,  40,
EP, 16, 2025100612, 03, FNV3, 102, 268N, 1155W,  34, 1003, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  40,
EP, 16, 2025100612, 03, FNV3, 108, 274N, 1153W,  28, 1005, XX,  34, NEQ,    6,    4,    2,    3,     ,     ,  46,
EP, 16, 2025100612, 03, FNV3, 114, 276N, 1153W,  24, 1006, XX,  34, NEQ,    4,    3,    2,    3,     ,     ,  46,
EP, 16, 2025100612, 03, FNV3, 120, 276N, 1154W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  52,
IO, 02, 2025100612, 03, FNV3,   0, 197N,  602E,  35,  998, XX,  34, NEQ,   45,   50,   45,   40,     ,     ,  30,
IO, 02, 2025100612, 03, FNV3,   6, 195N,  603E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
IO, 02, 2025100612, 03, FNV3,  12, 192N,  605E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  34,
IO, 02, 2025100612, 03, FNV3,  18, 189N,  610E,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  36,
IO, 02, 2025100612, 03, FNV3,  24, 188N,  614E,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
IO, 02, 2025100612, 03, FNV3,  30, 186N,  619E,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
IO, 02, 2025100612, 03, FNV3,  36, 185N,  621E,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
IO, 02, 2025100612, 03, FNV3,  42, 184N,  621E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  42,
IO, 02, 2025100612, 03, FNV3,  48, 183N,  623E,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
IO, 02, 2025100612, 03, FNV3,  54, 183N,  622E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  53,
IO, 02, 2025100612, 03, FNV3,  60, 181N,  620E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  49,
WP, 28, 2025100612, 03, FNV3,   0, 262N, 1400E,  70,  976, XX,  34, NEQ,  100,   90,   70,   70,     ,     ,  15,
WP, 28, 2025100612, 03, FNV3,   6, 265N, 1392E,  89,  964, XX,  34, NEQ,   97,   80,   65,   82,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,   6, 265N, 1392E,  89,  964, XX,  50, NEQ,   46,   38,   30,   39,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,   6, 265N, 1392E,  89,  964, XX,  64, NEQ,   26,   21,   17,   21,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,  12, 270N, 1384E,  96,  958, XX,  34, NEQ,  106,   87,   73,   93,     ,     ,  11,
WP, 28, 2025100612, 03, FNV3,  12, 270N, 1384E,  96,  958, XX,  50, NEQ,   51,   41,   33,   44,     ,     ,  11,
WP, 28, 2025100612, 03, FNV3,  12, 270N, 1384E,  96,  958, XX,  64, NEQ,   28,   23,   19,   24,     ,     ,  11,
WP, 28, 2025100612, 03, FNV3,  18, 275N, 1376E, 107,  947, XX,  34, NEQ,  115,  100,   81,   99,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  18, 275N, 1376E, 107,  947, XX,  50, NEQ,   57,   47,   37,   48,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  18, 275N, 1376E, 107,  947, XX,  64, NEQ,   32,   28,   22,   28,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  24, 281N, 1369E, 117,  939, XX,  34, NEQ,  113,  101,   80,   98,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  24, 281N, 1369E, 117,  939, XX,  50, NEQ,   54,   45,   34,   45,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  24, 281N, 1369E, 117,  939, XX,  64, NEQ,   31,   25,   21,   26,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  30, 289N, 1365E, 114,  939, XX,  34, NEQ,  127,  119,   89,  105,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  30, 289N, 1365E, 114,  939, XX,  50, NEQ,   64,   55,   41,   52,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  30, 289N, 1365E, 114,  939, XX,  64, NEQ,   35,   30,   24,   29,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  36, 296N, 1365E, 113,  940, XX,  34, NEQ,  127,  128,   96,  103,     ,     ,  12,
WP, 28, 2025100612, 03, FNV3,  36, 296N, 1365E, 113,  940, XX,  50, NEQ,   64,   58,   45,   52,     ,     ,  12,
WP, 28, 2025100612, 03, FNV3,  36, 296N, 1365E, 113,  940, XX,  64, NEQ,   36,   33,   26,   31,     ,     ,  12,
WP, 28, 2025100612, 03, FNV3,  42, 304N, 1368E, 111,  942, XX,  34, NEQ,  128,  140,  107,  102,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  42, 304N, 1368E, 111,  942, XX,  50, NEQ,   67,   66,   52,   55,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  42, 304N, 1368E, 111,  942, XX,  64, NEQ,   39,   37,   30,   33,     ,     ,   9,
WP, 28, 2025100612, 03, FNV3,  48, 312N, 1374E, 113,  941, XX,  34, NEQ,  130,  146,  115,  106,     ,     ,  14,
WP, 28, 2025100612, 03, FNV3,  48, 312N, 1374E, 113,  941, XX,  50, NEQ,   69,   72,   58,   58,     ,     ,  14,
WP, 28, 2025100612, 03, FNV3,  48, 312N, 1374E, 113,  941, XX,  64, NEQ,   43,   41,   34,   36,     ,     ,  14,
WP, 28, 2025100612, 03, FNV3,  54, 321N, 1381E, 110,  943, XX,  34, NEQ,  133,  154,  119,  109,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,  54, 321N, 1381E, 110,  943, XX,  50, NEQ,   70,   74,   60,   59,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,  54, 321N, 1381E, 110,  943, XX,  64, NEQ,   43,   42,   35,   37,     ,     ,  13,
WP, 28, 2025100612, 03, FNV3,  60, 328N, 1393E, 100,  953, XX,  34, NEQ,  139,  157,  127,  118,     ,     ,  17,
WP, 28, 2025100612, 03, FNV3,  60, 328N, 1393E, 100,  953, XX,  50, NEQ,   77,   81,   68,   67,     ,     ,  17,
WP, 28, 2025100612, 03, FNV3,  60, 328N, 1393E, 100,  953, XX,  64, NEQ,   46,   46,   38,   41,     ,     ,  17,
WP, 28, 2025100612, 03, FNV3,  66, 334N, 1413E,  91,  961, XX,  34, NEQ,  148,  165,  138,  130,     ,     ,  18,
WP, 28, 2025100612, 03, FNV3,  66, 334N, 1413E,  91,  961, XX,  50, NEQ,   86,   91,   79,   77,     ,     ,  18,
WP, 28, 2025100612, 03, FNV3,  66, 334N, 1413E,  91,  961, XX,  64, NEQ,   50,   51,   43,   44,     ,     ,  18,
WP, 28, 2025100612, 03, FNV3,  72, 339N, 1441E,  80,  969, XX,  34, NEQ,  160,  171,  145,  140,     ,     ,  20,
WP, 28, 2025100612, 03, FNV3,  72, 339N, 1441E,  80,  969, XX,  50, NEQ,   90,   94,   80,   79,     ,     ,  20,
WP, 28, 2025100612, 03, FNV3,  72, 339N, 1441E,  80,  969, XX,  64, NEQ,   44,   45,   37,   38,     ,     ,  20,
WP, 28, 2025100612, 03, FNV3,  78, 343N, 1473E,  73,  974, XX,  34, NEQ,  159,  171,  140,  136,     ,     ,  21,
WP, 28, 2025100612, 03, FNV3,  78, 343N, 1473E,  73,  974, XX,  50, NEQ,   85,   88,   73,   72,     ,     ,  21,
WP, 28, 2025100612, 03, FNV3,  78, 343N, 1473E,  73,  974, XX,  64, NEQ,   30,   32,   26,   26,     ,     ,  21,
WP, 28, 2025100612, 03, FNV3,  84, 345N, 1511E,  67,  977, XX,  34, NEQ,  180,  190,  158,  158,     ,     ,  30,
WP, 28, 2025100612, 03, FNV3,  84, 345N, 1511E,  67,  977, XX,  50, NEQ,   83,   86,   70,   69,     ,     ,  30,
WP, 28, 2025100612, 03, FNV3,  84, 345N, 1511E,  67,  977, XX,  64, NEQ,   17,   21,   15,   15,     ,     ,  30,
WP, 28, 2025100612, 03, FNV3,  90, 346N, 1551E,  63,  979, XX,  34, NEQ,  181,  191,  160,  158,     ,     ,  30,
WP, 28, 2025100612, 03, FNV3,  90, 346N, 1551E,  63,  979, XX,  50, NEQ,   82,   86,   68,   68,     ,     ,  30,
WP, 28, 2025100612, 03, FNV3,  90, 346N, 1551E,  63,  979, XX,  64, NEQ,    8,   11,    7,    7,     ,     ,  30,
