# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026081612, 03, FNV3,   0, 199N, 1576W,  60,  991, XX,  34, NEQ,  120,   50,   50,   90,     ,     ,  20,
CP, 01, 2026081612, 03, FNV3,  54, 204N, 1680W,  73,  980, XX,  64, NEQ,   18,   12,    9,   12,     ,     ,  21,
CP, 01, 2026081612, 03, FNV3,  60, 205N, 1689W,  79,  975, XX,  34, NEQ,  102,   80,   62,   88,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  60, 205N, 1689W,  79,  975, XX,  50, NEQ,   38,   27,   20,   30,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  60, 205N, 1689W,  79,  975, XX,  64, NEQ,   18,   10,    8,   11,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  66, 207N, 1697W,  86,  969, XX,  34, NEQ,  111,   88,   67,   95,     ,     ,  15,
CP, 01, 2026081612, 03, FNV3,  66, 207N, 1697W,  86,  969, XX,  50, NEQ,   43,   33,   24,   36,     ,     ,  15,
CP, 01, 2026081612, 03, FNV3,  66, 207N, 1697W,  86,  969, XX,  64, NEQ,   20,   15,   12,   16,     ,     ,  15,
CP, 01, 2026081612, 03, FNV3,  72, 210N, 1705W,  87,  969, XX,  34, NEQ,  114,   89,   66,   96,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  72, 210N, 1705W,  87,  969, XX,  50, NEQ,   45,   34,   24,   37,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  72, 210N, 1705W,  87,  969, XX,  64, NEQ,   23,   15,   12,   17,     ,     ,  16,
CP, 01, 2026081612, 03, FNV3,  78, 214N, 1713W,  86,  969, XX,  34, NEQ,  124,  100,   73,  103,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  78, 214N, 1713W,  86,  969, XX,  50, NEQ,   54,   43,   31,   44,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  78, 214N, 1713W,  86,  969, XX,  64, NEQ,   26,   20,   16,   20,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  84, 220N, 1721W,  85,  969, XX,  34, NEQ,  121,   97,   69,   98,     ,     ,  17,
CP, 01, 2026081612, 03, FNV3,  84, 220N, 1721W,  85,  969, XX,  50, NEQ,   52,   41,   30,   43,     ,     ,  17,
CP, 01, 2026081612, 03, FNV3,  84, 220N, 1721W,  85,  969, XX,  64, NEQ,   24,   18,   14,   19,     ,     ,  17,
CP, 01, 2026081612, 03, FNV3,  90, 224N, 1729W,  81,  973, XX,  34, NEQ,  121,  102,   74,   99,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  90, 224N, 1729W,  81,  973, XX,  50, NEQ,   52,   43,   31,   42,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  90, 224N, 1729W,  81,  973, XX,  64, NEQ,   25,   18,   15,   19,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  96, 229N, 1737W,  80,  973, XX,  34, NEQ,  123,   98,   71,  100,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  96, 229N, 1737W,  80,  973, XX,  50, NEQ,   51,   40,   29,   42,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3,  96, 229N, 1737W,  80,  973, XX,  64, NEQ,   23,   17,   13,   18,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3, 102, 234N, 1744W,  80,  973, XX,  34, NEQ,  121,  102,   76,   99,     ,     ,  19,
CP, 01, 2026081612, 03, FNV3, 102, 234N, 1744W,  80,  973, XX,  50, NEQ,   49,   39,   28,   39,     ,     ,  19,
CP, 01, 2026081612, 03, FNV3, 102, 234N, 1744W,  80,  973, XX,  64, NEQ,   24,   16,   12,   16,     ,     ,  19,
CP, 01, 2026081612, 03, FNV3, 108, 237N, 1749W,  84,  969, XX,  34, NEQ,  118,  101,   77,   99,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3, 108, 237N, 1749W,  84,  969, XX,  50, NEQ,   46,   37,   26,   38,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3, 108, 237N, 1749W,  84,  969, XX,  64, NEQ,   21,   16,   12,   16,     ,     ,  18,
CP, 01, 2026081612, 03, FNV3, 114, 240N, 1752W,  79,  974, XX,  34, NEQ,  117,  106,   82,   97,     ,     ,  24,
CP, 01, 2026081612, 03, FNV3, 114, 240N, 1752W,  79,  974, XX,  50, NEQ,   49,   43,   33,   41,     ,     ,  24,
CP, 01, 2026081612, 03, FNV3, 114, 240N, 1752W,  79,  974, XX,  64, NEQ,   24,   19,   15,   18,     ,     ,  24,
CP, 01, 2026081612, 03, FNV3, 120, 242N, 1754W,  78,  974, XX,  34, NEQ,  113,  104,   81,   93,     ,     ,  20,
CP, 01, 2026081612, 03, FNV3, 120, 242N, 1754W,  78,  974, XX,  50, NEQ,   44,   36,   26,   33,     ,     ,  20,
CP, 01, 2026081612, 03, FNV3, 120, 242N, 1754W,  78,  974, XX,  64, NEQ,   18,   14,   10,   14,     ,     ,  20,
CP, 01, 2026081612, 03, FNV3, 126, 245N, 1753W,  74,  977, XX,  34, NEQ,  110,  108,   83,   88,     ,     ,  23,
CP, 01, 2026081612, 03, FNV3, 126, 245N, 1753W,  74,  977, XX,  50, NEQ,   42,   39,   29,   32,     ,     ,  23,
CP, 01, 2026081612, 03, FNV3, 126, 245N, 1753W,  74,  977, XX,  64, NEQ,   15,   15,   10,   11,     ,     ,  23,
CP, 01, 2026081612, 03, FNV3, 132, 247N, 1751W,  72,  978, XX,  34, NEQ,  112,  110,   88,   91,     ,     ,  22,
CP, 01, 2026081612, 03, FNV3, 132, 247N, 1751W,  72,  978, XX,  50, NEQ,   39,   38,   28,   31,     ,     ,  22,
CP, 01, 2026081612, 03, FNV3, 132, 247N, 1751W,  72,  978, XX,  64, NEQ,   17,   14,   10,   10,     ,     ,  22,
CP, 01, 2026081612, 03, FNV3, 138, 250N, 1748W,  69,  981, XX,  34, NEQ,  116,  116,   94,   96,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 138, 250N, 1748W,  69,  981, XX,  50, NEQ,   44,   44,   34,   35,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 138, 250N, 1748W,  69,  981, XX,  64, NEQ,   13,   13,   11,    9,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 144, 254N, 1745W,  67,  981, XX,  34, NEQ,  111,  111,   86,   89,     ,     ,  26,
CP, 01, 2026081612, 03, FNV3, 144, 254N, 1745W,  67,  981, XX,  50, NEQ,   35,   35,   25,   26,     ,     ,  26,
CP, 01, 2026081612, 03, FNV3, 144, 254N, 1745W,  67,  981, XX,  64, NEQ,   11,   10,    8,    7,     ,     ,  26,
CP, 01, 2026081612, 03, FNV3, 150, 259N, 1742W,  67,  981, XX,  34, NEQ,  115,  118,   90,   92,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 150, 259N, 1742W,  67,  981, XX,  50, NEQ,   40,   39,   28,   30,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 150, 259N, 1742W,  67,  981, XX,  64, NEQ,   11,   15,    7,    8,     ,     ,  28,
CP, 01, 2026081612, 03, FNV3, 156, 266N, 1738W,  68,  979, XX,  34, NEQ,  122,  122,   92,   95,     ,     ,  30,
CP, 01, 2026081612, 03, FNV3, 156, 266N, 1738W,  68,  979, XX,  50, NEQ,   40,   36,   25,   28,     ,     ,  30,
CP, 01, 2026081612, 03, FNV3, 156, 266N, 1738W,  68,  979, XX,  64, NEQ,   14,   13,    7,    8,     ,     ,  30,
CP, 01, 2026081612, 03, FNV3, 162, 273N, 1736W,  64,  982, XX,  34, NEQ,  125,  122,   92,   96,     ,     ,  34,
CP, 01, 2026081612, 03, FNV3, 162, 273N, 1736W,  64,  982, XX,  50, NEQ,   47,   51,   34,   37,     ,     ,  34,
CP, 01, 2026081612, 03, FNV3, 162, 273N, 1736W,  64,  982, XX,  64, NEQ,   16,   15,   10,   10,     ,     ,  34,
CP, 01, 2026081612, 03, FNV3, 168, 280N, 1735W,  64,  981, XX,  34, NEQ,  124,  118,   88,   97,     ,     ,  31,
CP, 01, 2026081612, 03, FNV3, 168, 280N, 1735W,  64,  981, XX,  50, NEQ,   42,   39,   25,   30,     ,     ,  31,
CP, 01, 2026081612, 03, FNV3, 168, 280N, 1735W,  64,  981, XX,  64, NEQ,   12,   10,    5,    6,     ,     ,  31,
CP, 01, 2026081612, 03, FNV3, 174, 287N, 1735W,  61,  983, XX,  34, NEQ,  136,  132,  100,  108,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 174, 287N, 1735W,  61,  983, XX,  50, NEQ,   48,   44,   32,   36,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 174, 287N, 1735W,  61,  983, XX,  64, NEQ,   11,   11,    7,    8,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 180, 294N, 1737W,  62,  982, XX,  34, NEQ,  130,  122,   93,  103,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 180, 294N, 1737W,  62,  982, XX,  50, NEQ,   42,   34,   23,   27,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 180, 294N, 1737W,  62,  982, XX,  64, NEQ,   12,   10,    4,    5,     ,     ,  37,
CP, 01, 2026081612, 03, FNV3, 186, 300N, 1738W,  59,  984, XX,  34, NEQ,  126,  119,   93,  100,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 186, 300N, 1738W,  59,  984, XX,  50, NEQ,   42,   35,   25,   28,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 186, 300N, 1738W,  59,  984, XX,  64, NEQ,   12,    8,    5,    5,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 192, 307N, 1741W,  58,  984, XX,  34, NEQ,  113,  103,   77,   89,     ,     ,  39,
CP, 01, 2026081612, 03, FNV3, 192, 307N, 1741W,  58,  984, XX,  50, NEQ,   38,   30,   22,   27,     ,     ,  39,
CP, 01, 2026081612, 03, FNV3, 192, 307N, 1741W,  58,  984, XX,  64, NEQ,    9,    7,    5,    5,     ,     ,  39,
CP, 01, 2026081612, 03, FNV3, 198, 314N, 1739W,  55,  986, XX,  34, NEQ,  123,  111,   86,   97,     ,     ,  41,
CP, 01, 2026081612, 03, FNV3, 198, 314N, 1739W,  55,  986, XX,  50, NEQ,   30,   27,   18,   21,     ,     ,  41,
CP, 01, 2026081612, 03, FNV3, 198, 314N, 1739W,  55,  986, XX,  64, NEQ,    5,    6,    2,    3,     ,     ,  41,
CP, 01, 2026081612, 03, FNV3, 204, 320N, 1741W,  54,  986, XX,  34, NEQ,  108,   94,   72,   82,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 204, 320N, 1741W,  54,  986, XX,  50, NEQ,   31,   22,   15,   19,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 204, 320N, 1741W,  54,  986, XX,  64, NEQ,    6,    3,    2,    2,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 210, 327N, 1742W,  53,  988, XX,  34, NEQ,  109,   98,   76,   85,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 210, 327N, 1742W,  53,  988, XX,  50, NEQ,   30,   27,   17,   20,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 210, 327N, 1742W,  53,  988, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  44,
CP, 01, 2026081612, 03, FNV3, 216, 335N, 1742W,  52,  988, XX,  34, NEQ,  105,   90,   69,   80,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 216, 335N, 1742W,  52,  988, XX,  50, NEQ,   26,   20,   12,   16,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 216, 335N, 1742W,  52,  988, XX,  64, NEQ,    3,    4,    2,    2,     ,     ,  43,
CP, 01, 2026081612, 03, FNV3, 222, 343N, 1738W,  51,  989, XX,  34, NEQ,  104,   97,   71,   82,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 222, 343N, 1738W,  51,  989, XX,  50, NEQ,   24,   18,   11,   14,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 222, 343N, 1738W,  51,  989, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 228, 349N, 1742W,  49,  990, XX,  34, NEQ,   87,   76,   51,   61,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 228, 349N, 1742W,  49,  990, XX,  50, NEQ,   19,   11,    7,   11,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 228, 349N, 1742W,  49,  990, XX,  64, NEQ,    5,    1,    1,    1,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 234, 353N, 1747W,  48,  991, XX,  34, NEQ,   87,   77,   58,   64,     ,     ,  48,
CP, 01, 2026081612, 03, FNV3, 234, 353N, 1747W,  48,  991, XX,  50, NEQ,   18,   14,    9,   11,     ,     ,  48,
CP, 01, 2026081612, 03, FNV3, 234, 353N, 1747W,  48,  991, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  48,
CP, 01, 2026081612, 03, FNV3, 240, 354N, 1754W,  46,  993, XX,  34, NEQ,   79,   65,   48,   58,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 240, 354N, 1754W,  46,  993, XX,  50, NEQ,   13,    7,    4,    6,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 240, 354N, 1754W,  46,  993, XX,  64, NEQ,    2,    2,    0,    1,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 246, 359N, 1758W,  45,  993, XX,  34, NEQ,   81,   67,   48,   56,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 246, 359N, 1758W,  45,  993, XX,  50, NEQ,   12,    9,    5,    6,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 246, 359N, 1758W,  45,  993, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  51,
CP, 01, 2026081612, 03, FNV3, 252, 366N, 1761W,  45,  994, XX,  34, NEQ,   74,   57,   41,   53,     ,     ,  47,
CP, 01, 2026081612, 03, FNV3, 252, 366N, 1761W,  45,  994, XX,  50, NEQ,   12,    9,    5,    8,     ,     ,  47,
CP, 01, 2026081612, 03, FNV3, 252, 366N, 1761W,  45,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  47,
CP, 01, 2026081612, 03, FNV3, 258, 367N, 1769W,  43,  995, XX,  34, NEQ,   71,   55,   42,   56,     ,     ,  53,
CP, 01, 2026081612, 03, FNV3, 258, 367N, 1769W,  43,  995, XX,  50, NEQ,    8,    5,    3,   10,     ,     ,  53,
CP, 01, 2026081612, 03, FNV3, 258, 367N, 1769W,  43,  995, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  53,
CP, 01, 2026081612, 03, FNV3, 264, 369N, 1780W,  40,  997, XX,  34, NEQ,   59,   43,   34,   43,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 264, 369N, 1780W,  40,  997, XX,  50, NEQ,    6,    4,    3,    4,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 264, 369N, 1780W,  40,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  50,
CP, 01, 2026081612, 03, FNV3, 270, 370N, 1790W,  39,  997, XX,  34, NEQ,   53,   38,   28,   37,     ,     ,  55,
CP, 01, 2026081612, 03, FNV3, 270, 370N, 1790W,  39,  997, XX,  50, NEQ,    8,    4,    3,    5,     ,     ,  55,
CP, 01, 2026081612, 03, FNV3, 270, 370N, 1790W,  39,  997, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  55,
CP, 01, 2026081612, 03, FNV3, 276, 373N, 1799W,  38,  998, XX,  34, NEQ,   52,   34,   27,   33,     ,     ,  52,
CP, 01, 2026081612, 03, FNV3, 276, 373N, 1799W,  38,  998, XX,  50, NEQ,    8,    4,    3,    4,     ,     ,  52,
CP, 01, 2026081612, 03, FNV3, 276, 373N, 1799W,  38,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  52,
CP, 01, 2026081612, 03, FNV3, 282, 372N, 1793E,  36,  999, XX,  34, NEQ,   40,   31,   23,   29,     ,     ,  56,
CP, 01, 2026081612, 03, FNV3, 282, 372N, 1793E,  36,  999, XX,  50, NEQ,    3,    2,    1,    3,     ,     ,  56,
CP, 01, 2026081612, 03, FNV3, 282, 372N, 1793E,  36,  999, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  56,
CP, 01, 2026081612, 03, FNV3, 288, 369N, 1788E,  36,  999, XX,  34, NEQ,   26,   17,   11,   15,     ,     ,  49,
CP, 01, 2026081612, 03, FNV3, 288, 369N, 1788E,  36,  999, XX,  50, NEQ,    5,    3,    2,    5,     ,     ,  49,
CP, 01, 2026081612, 03, FNV3, 288, 369N, 1788E,  36,  999, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  49,
CP, 01, 2026081612, 03, FNV3, 294, 373N, 1780E,  37, 1000, XX,  34, NEQ,   45,   38,   27,   32,     ,     ,  60,
CP, 01, 2026081612, 03, FNV3, 294, 373N, 1780E,  37, 1000, XX,  50, NEQ,    7,    5,    3,    4,     ,     ,  60,
CP, 01, 2026081612, 03, FNV3, 294, 373N, 1780E,  37, 1000, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  60,
CP, 01, 2026081612, 03, FNV3, 300, 374N, 1771E,  37,  999, XX,  34, NEQ,   38,   32,   20,   23,     ,     ,  54,
CP, 01, 2026081612, 03, FNV3, 300, 374N, 1771E,  37,  999, XX,  50, NEQ,    9,    5,    4,    5,     ,     ,  54,
CP, 01, 2026081612, 03, FNV3, 300, 374N, 1771E,  37,  999, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  54,
CP, 01, 2026081612, 03, FNV3, 306, 375N, 1747E,  37, 1000, XX,  34, NEQ,   39,   28,   20,   24,     ,     ,  55,
CP, 01, 2026081612, 03, FNV3, 306, 375N, 1747E,  37, 1000, XX,  50, NEQ,    4,    5,    2,    3,     ,     ,  55,
CP, 01, 2026081612, 03, FNV3, 306, 375N, 1747E,  37, 1000, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  55,
