# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025100818, 03, FNV3,   0, 144N,  538W,  51, 1000, XX,  34, NEQ,  130,  150,     ,   70,     ,     ,  50,
AL, 10, 2025100818, 03, FNV3,  66, 251N,  630W,  51,  998, XX,  50, NEQ,   24,   15,    9,   12,     ,     ,  46,
AL, 10, 2025100818, 03, FNV3,  66, 251N,  630W,  51,  998, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  46,
AL, 10, 2025100818, 03, FNV3,  72, 264N,  629W,  53,  997, XX,  34, NEQ,   97,   90,   56,   71,     ,     ,  39,
AL, 10, 2025100818, 03, FNV3,  72, 264N,  629W,  53,  997, XX,  50, NEQ,   25,   17,   10,   14,     ,     ,  39,
AL, 10, 2025100818, 03, FNV3,  72, 264N,  629W,  53,  997, XX,  64, NEQ,    6,    3,    2,    3,     ,     ,  39,
AL, 10, 2025100818, 03, FNV3,  78, 275N,  626W,  55,  995, XX,  34, NEQ,  107,   98,   65,   76,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3,  78, 275N,  626W,  55,  995, XX,  50, NEQ,   23,   17,   11,   14,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3,  78, 275N,  626W,  55,  995, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3,  84, 287N,  624W,  56,  994, XX,  34, NEQ,  115,  109,   74,   85,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3,  84, 287N,  624W,  56,  994, XX,  50, NEQ,   32,   18,   11,   14,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3,  84, 287N,  624W,  56,  994, XX,  64, NEQ,    5,    3,    2,    3,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3,  90, 298N,  620W,  56,  993, XX,  34, NEQ,   97,   95,   62,   72,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3,  90, 298N,  620W,  56,  993, XX,  50, NEQ,   32,   18,   12,   14,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3,  90, 298N,  620W,  56,  993, XX,  64, NEQ,    5,    5,    3,    4,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3,  96, 306N,  614W,  56,  993, XX,  34, NEQ,  108,  107,   72,   80,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3,  96, 306N,  614W,  56,  993, XX,  50, NEQ,   24,   17,   10,   12,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3,  96, 306N,  614W,  56,  993, XX,  64, NEQ,    6,    4,    3,    3,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3, 102, 315N,  607W,  54,  993, XX,  34, NEQ,   80,   87,   54,   58,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 102, 315N,  607W,  54,  993, XX,  50, NEQ,   19,   19,   11,   12,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 102, 315N,  607W,  54,  993, XX,  64, NEQ,    4,    2,    1,    1,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 108, 320N,  597W,  52,  993, XX,  34, NEQ,   90,   95,   67,   69,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 108, 320N,  597W,  52,  993, XX,  50, NEQ,   17,   17,   11,   13,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 108, 320N,  597W,  52,  993, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  38,
AL, 10, 2025100818, 03, FNV3, 114, 322N,  587W,  51,  994, XX,  34, NEQ,   82,   87,   65,   64,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 114, 322N,  587W,  51,  994, XX,  50, NEQ,   15,   18,   12,   12,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 114, 322N,  587W,  51,  994, XX,  64, NEQ,    4,    4,    2,    3,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 120, 322N,  575W,  50,  994, XX,  34, NEQ,   73,   74,   54,   55,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3, 120, 322N,  575W,  50,  994, XX,  50, NEQ,   14,   15,   10,   10,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3, 120, 322N,  575W,  50,  994, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  43,
AL, 10, 2025100818, 03, FNV3, 126, 317N,  562W,  52,  994, XX,  34, NEQ,   80,   76,   60,   62,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 126, 317N,  562W,  52,  994, XX,  50, NEQ,   14,   16,   12,   11,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 126, 317N,  562W,  52,  994, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 132, 314N,  548W,  50,  994, XX,  34, NEQ,   65,   64,   45,   47,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3, 132, 314N,  548W,  50,  994, XX,  50, NEQ,   14,   15,    9,   10,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3, 132, 314N,  548W,  50,  994, XX,  64, NEQ,    5,    4,    3,    3,     ,     ,  42,
AL, 10, 2025100818, 03, FNV3, 138, 311N,  532W,  50,  994, XX,  34, NEQ,   62,   64,   44,   45,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 138, 311N,  532W,  50,  994, XX,  50, NEQ,   10,   12,    8,    7,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 138, 311N,  532W,  50,  994, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  41,
AL, 10, 2025100818, 03, FNV3, 144, 306N,  514W,  52,  992, XX,  34, NEQ,   74,   80,   57,   57,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 144, 306N,  514W,  52,  992, XX,  50, NEQ,   11,   13,    9,    9,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 144, 306N,  514W,  52,  992, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  36,
AL, 10, 2025100818, 03, FNV3, 150, 305N,  494W,  53,  991, XX,  34, NEQ,   54,   61,   41,   45,     ,     ,  37,
AL, 10, 2025100818, 03, FNV3, 150, 305N,  494W,  53,  991, XX,  50, NEQ,   19,   19,   13,   14,     ,     ,  37,
AL, 10, 2025100818, 03, FNV3, 150, 305N,  494W,  53,  991, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  37,
AL, 10, 2025100818, 03, FNV3, 156, 305N,  469W,  51,  992, XX,  34, NEQ,   57,   59,   41,   43,     ,     ,  32,
AL, 10, 2025100818, 03, FNV3, 156, 305N,  469W,  51,  992, XX,  50, NEQ,   13,   12,    8,    9,     ,     ,  32,
AL, 10, 2025100818, 03, FNV3, 156, 305N,  469W,  51,  992, XX,  64, NEQ,    4,    3,    2,    2,     ,     ,  32,
AL, 10, 2025100818, 03, FNV3, 162, 306N,  440W,  53,  988, XX,  34, NEQ,   78,   82,   57,   60,     ,     ,  51,
AL, 10, 2025100818, 03, FNV3, 162, 306N,  440W,  53,  988, XX,  50, NEQ,   18,   17,   13,   13,     ,     ,  51,
AL, 10, 2025100818, 03, FNV3, 162, 306N,  440W,  53,  988, XX,  64, NEQ,    7,    6,    5,    5,     ,     ,  51,
EP, 15, 2025100818, 03, FNV3,   0, 155N, 1158W,  35, 1003, XX,  34, NEQ,     ,   50,   50,     ,     ,     ,  30,
EP, 15, 2025100818, 03, FNV3,   6, 159N, 1141W,  32, 1005, XX,  34, NEQ,    6,    6,    2,    3,     ,     ,  34,
EP, 15, 2025100818, 03, FNV3,  12, 164N, 1125W,  28, 1006, XX,  34, NEQ,    2,    1,    1,    2,     ,     ,  36,
EP, 15, 2025100818, 03, FNV3,  18, 168N, 1109W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
EP, 15, 2025100818, 03, FNV3,  24, 167N, 1091W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    2,     ,     ,  46,
EP, 16, 2025100818, 03, FNV3,   0, 217N, 1127W,  60,  985, XX,  34, NEQ,  150,  120,  120,  120,     ,     ,  40,
EP, 16, 2025100818, 03, FNV3,   0, 217N, 1127W,  60,  985, XX,  50, NEQ,   60,   50,     ,   60,     ,     ,  40,
EP, 16, 2025100818, 03, FNV3,   6, 222N, 1134W,  71,  979, XX,  34, NEQ,  115,  101,   82,   98,     ,     ,  23,
EP, 16, 2025100818, 03, FNV3,   6, 222N, 1134W,  71,  979, XX,  50, NEQ,   55,   47,   36,   46,     ,     ,  23,
EP, 16, 2025100818, 03, FNV3,   6, 222N, 1134W,  71,  979, XX,  64, NEQ,   24,   18,   14,   17,     ,     ,  23,
EP, 16, 2025100818, 03, FNV3,  12, 228N, 1140W,  63,  986, XX,  34, NEQ,  108,   91,   73,   93,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  12, 228N, 1140W,  63,  986, XX,  50, NEQ,   51,   42,   33,   41,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  12, 228N, 1140W,  63,  986, XX,  64, NEQ,   12,    8,    7,    8,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  18, 233N, 1145W,  60,  988, XX,  34, NEQ,  111,   96,   76,   94,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  18, 233N, 1145W,  60,  988, XX,  50, NEQ,   45,   38,   28,   36,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  18, 233N, 1145W,  60,  988, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  24, 239N, 1148W,  58,  990, XX,  34, NEQ,  105,   93,   69,   87,     ,     ,  25,
EP, 16, 2025100818, 03, FNV3,  24, 239N, 1148W,  58,  990, XX,  50, NEQ,   37,   29,   21,   27,     ,     ,  25,
EP, 16, 2025100818, 03, FNV3,  24, 239N, 1148W,  58,  990, XX,  64, NEQ,    3,    2,    1,    2,     ,     ,  25,
EP, 16, 2025100818, 03, FNV3,  30, 244N, 1150W,  57,  991, XX,  34, NEQ,   94,   85,   62,   75,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  30, 244N, 1150W,  57,  991, XX,  50, NEQ,   33,   25,   17,   22,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  30, 244N, 1150W,  57,  991, XX,  64, NEQ,    3,    2,    1,    2,     ,     ,  24,
EP, 16, 2025100818, 03, FNV3,  36, 250N, 1151W,  52,  993, XX,  34, NEQ,   83,   76,   57,   67,     ,     ,  30,
EP, 16, 2025100818, 03, FNV3,  36, 250N, 1151W,  52,  993, XX,  50, NEQ,   18,   13,    9,   11,     ,     ,  30,
EP, 16, 2025100818, 03, FNV3,  36, 250N, 1151W,  52,  993, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  30,
EP, 16, 2025100818, 03, FNV3,  42, 255N, 1152W,  42,  998, XX,  34, NEQ,   64,   57,   42,   50,     ,     ,  36,
EP, 16, 2025100818, 03, FNV3,  42, 255N, 1152W,  42,  998, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  36,
EP, 16, 2025100818, 03, FNV3,  48, 259N, 1152W,  32, 1003, XX,  34, NEQ,   11,    6,    5,    5,     ,     ,  43,
EP, 16, 2025100818, 03, FNV3,  54, 262N, 1151W,  27, 1004, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  46,
EP, 16, 2025100818, 03, FNV3,  60, 263N, 1150W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
EP, 16, 2025100818, 03, FNV3,  66, 264N, 1150W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
EP, 90, 2025100818, 03, FNV3,   0, 152N,  956W,  29, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  20,
EP, 90, 2025100818, 03, FNV3,   6, 161N,  965W,  27, 1006, XX,  34, NEQ,    5,    3,    1,    1,     ,     ,  49,
WP, 28, 2025100818, 03, FNV3,   0, 325N, 1394E, 109,  946, XX,  34, NEQ,   85,  120,  105,  105,     ,     ,  15,
WP, 28, 2025100818, 03, FNV3,   6, 329N, 1412E, 101,  952, XX,  34, NEQ,  147,  176,  146,  127,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,   6, 329N, 1412E, 101,  952, XX,  50, NEQ,   87,   94,   82,   76,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,   6, 329N, 1412E, 101,  952, XX,  64, NEQ,   53,   55,   46,   48,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,  12, 336N, 1434E,  91,  960, XX,  34, NEQ,  156,  179,  148,  133,     ,     ,  17,
WP, 28, 2025100818, 03, FNV3,  12, 336N, 1434E,  91,  960, XX,  50, NEQ,   92,   99,   85,   82,     ,     ,  17,
WP, 28, 2025100818, 03, FNV3,  12, 336N, 1434E,  91,  960, XX,  64, NEQ,   53,   54,   46,   47,     ,     ,  17,
WP, 28, 2025100818, 03, FNV3,  18, 340N, 1465E,  79,  969, XX,  34, NEQ,  164,  179,  148,  142,     ,     ,  23,
WP, 28, 2025100818, 03, FNV3,  18, 340N, 1465E,  79,  969, XX,  50, NEQ,   92,   97,   81,   80,     ,     ,  23,
WP, 28, 2025100818, 03, FNV3,  18, 340N, 1465E,  79,  969, XX,  64, NEQ,   42,   45,   36,   38,     ,     ,  23,
WP, 28, 2025100818, 03, FNV3,  24, 343N, 1500E,  72,  973, XX,  34, NEQ,  172,  188,  157,  148,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,  24, 343N, 1500E,  72,  973, XX,  50, NEQ,   92,   96,   80,   77,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,  24, 343N, 1500E,  72,  973, XX,  64, NEQ,   30,   33,   26,   26,     ,     ,  22,
WP, 28, 2025100818, 03, FNV3,  30, 344N, 1539E,  68,  974, XX,  34, NEQ,  189,  204,  178,  169,     ,     ,  29,
WP, 28, 2025100818, 03, FNV3,  30, 344N, 1539E,  68,  974, XX,  50, NEQ,  100,  103,   87,   85,     ,     ,  29,
WP, 28, 2025100818, 03, FNV3,  30, 344N, 1539E,  68,  974, XX,  64, NEQ,   24,   29,   21,   21,     ,     ,  29,
WP, 28, 2025100818, 03, FNV3,  36, 345N, 1581E,  66,  975, XX,  34, NEQ,  193,  210,  181,  172,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  36, 345N, 1581E,  66,  975, XX,  50, NEQ,   95,  100,   82,   79,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  36, 345N, 1581E,  66,  975, XX,  64, NEQ,   13,   20,   12,   11,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  42, 347N, 1622E,  67,  975, XX,  34, NEQ,  176,  188,  161,  155,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  42, 347N, 1622E,  67,  975, XX,  50, NEQ,   81,   84,   69,   67,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  42, 347N, 1622E,  67,  975, XX,  64, NEQ,   15,   20,   12,   12,     ,     ,  34,
WP, 28, 2025100818, 03, FNV3,  48, 353N, 1662E,  64,  976, XX,  34, NEQ,  167,  177,  148,  144,     ,     ,  39,
WP, 28, 2025100818, 03, FNV3,  48, 353N, 1662E,  64,  976, XX,  50, NEQ,   76,   77,   61,   61,     ,     ,  39,
WP, 28, 2025100818, 03, FNV3,  48, 353N, 1662E,  64,  976, XX,  64, NEQ,   12,   14,    8,    8,     ,     ,  39,
WP, 28, 2025100818, 03, FNV3,  54, 369N, 1707E,  60,  977, XX,  34, NEQ,  177,  184,  156,  151,     ,     ,  47,
WP, 28, 2025100818, 03, FNV3,  54, 369N, 1707E,  60,  977, XX,  50, NEQ,   63,   67,   53,   50,     ,     ,  47,
WP, 28, 2025100818, 03, FNV3,  54, 369N, 1707E,  60,  977, XX,  64, NEQ,    9,    9,    6,    6,     ,     ,  47,
WP, 28, 2025100818, 03, FNV3,  60, 395N, 1760E,  56,  978, XX,  34, NEQ,  156,  165,  133,  129,     ,     ,  55,
WP, 28, 2025100818, 03, FNV3,  60, 395N, 1760E,  56,  978, XX,  50, NEQ,   50,   57,   39,   37,     ,     ,  55,
WP, 28, 2025100818, 03, FNV3,  60, 395N, 1760E,  56,  978, XX,  64, NEQ,    4,    6,    3,    3,     ,     ,  55,
WP, 28, 2025100818, 03, FNV3,  66, 435N, 1790W,  50,  979, XX,  34, NEQ,   72,   88,   62,   56,     ,     ,  65,
WP, 28, 2025100818, 03, FNV3,  66, 435N, 1790W,  50,  979, XX,  50, NEQ,   16,   29,   12,    9,     ,     ,  65,
WP, 28, 2025100818, 03, FNV3,  66, 435N, 1790W,  50,  979, XX,  64, NEQ,    1,    1,    2,    1,     ,     ,  65,
WP, 28, 2025100818, 03, FNV3,  72, 492N, 1753W,  46,  978, XX,  34, NEQ,   29,   44,   33,    6,     ,     ,  71,
WP, 28, 2025100818, 03, FNV3,  72, 492N, 1753W,  46,  978, XX,  50, NEQ,    5,    9,   11,    0,     ,     ,  71,
WP, 28, 2025100818, 03, FNV3,  78, 550N, 1739W,  48,  970, XX,  34, NEQ,   19,   37,   47,    3,     ,     ,  78,
WP, 28, 2025100818, 03, FNV3,  78, 550N, 1739W,  48,  970, XX,  50, NEQ,    9,   14,    5,    0,     ,     ,  78,
WP, 28, 2025100818, 03, FNV3,  78, 550N, 1739W,  48,  970, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  78,
WP, 28, 2025100818, 03, FNV3,  84, 587N, 1731W,  55,  960, XX,  34, NEQ,   29,   66,   38,   14,     ,     ,  77,
WP, 28, 2025100818, 03, FNV3,  84, 587N, 1731W,  55,  960, XX,  50, NEQ,   16,   47,    7,    9,     ,     ,  77,
WP, 28, 2025100818, 03, FNV3,  84, 587N, 1731W,  55,  960, XX,  64, NEQ,    4,    4,    0,    6,     ,     ,  77,
WP, 29, 2025100818, 03, FNV3,   0, 218N, 1363E,  39, 1000, XX,  34, NEQ,   55,   50,   50,   35,     ,     ,  30,
WP, 29, 2025100818, 03, FNV3,   6, 225N, 1352E,  36, 1001, XX,  34, NEQ,   24,   12,    8,   17,     ,     ,  39,
WP, 29, 2025100818, 03, FNV3,  12, 233N, 1345E,  37, 1001, XX,  34, NEQ,   38,   26,   19,   25,     ,     ,  35,
WP, 29, 2025100818, 03, FNV3,  18, 241N, 1336E,  36, 1001, XX,  34, NEQ,   31,   25,   20,   24,     ,     ,  36,
WP, 29, 2025100818, 03, FNV3,  24, 247N, 1327E,  36, 1000, XX,  34, NEQ,   42,   33,   26,   32,     ,     ,  38,
WP, 29, 2025100818, 03, FNV3,  24, 247N, 1327E,  36, 1000, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  38,
WP, 29, 2025100818, 03, FNV3,  30, 252N, 1318E,  36, 1000, XX,  34, NEQ,   37,   24,   18,   25,     ,     ,  37,
WP, 29, 2025100818, 03, FNV3,  30, 252N, 1318E,  36, 1000, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  37,
WP, 29, 2025100818, 03, FNV3,  36, 256N, 1310E,  38,  999, XX,  34, NEQ,   40,   31,   22,   28,     ,     ,  38,
WP, 29, 2025100818, 03, FNV3,  36, 256N, 1310E,  38,  999, XX,  50, NEQ,    3,    2,    1,    1,     ,     ,  38,
WP, 29, 2025100818, 03, FNV3,  42, 260N, 1303E,  43,  996, XX,  34, NEQ,   55,   40,   29,   39,     ,     ,  34,
WP, 29, 2025100818, 03, FNV3,  42, 260N, 1303E,  43,  996, XX,  50, NEQ,    7,    4,    3,    4,     ,     ,  34,
WP, 29, 2025100818, 03, FNV3,  42, 260N, 1303E,  43,  996, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  34,
WP, 29, 2025100818, 03, FNV3,  48, 264N, 1298E,  50,  991, XX,  34, NEQ,   66,   55,   39,   49,     ,     ,  31,
WP, 29, 2025100818, 03, FNV3,  48, 264N, 1298E,  50,  991, XX,  50, NEQ,   16,   10,    6,    9,     ,     ,  31,
WP, 29, 2025100818, 03, FNV3,  48, 264N, 1298E,  50,  991, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  31,
WP, 29, 2025100818, 03, FNV3,  54, 270N, 1295E,  56,  987, XX,  34, NEQ,   68,   60,   42,   51,     ,     ,  27,
WP, 29, 2025100818, 03, FNV3,  54, 270N, 1295E,  56,  987, XX,  50, NEQ,   20,   15,   11,   13,     ,     ,  27,
WP, 29, 2025100818, 03, FNV3,  54, 270N, 1295E,  56,  987, XX,  64, NEQ,    5,    4,    3,    3,     ,     ,  27,
WP, 29, 2025100818, 03, FNV3,  60, 278N, 1295E,  60,  983, XX,  34, NEQ,   78,   77,   52,   55,     ,     ,  24,
WP, 29, 2025100818, 03, FNV3,  60, 278N, 1295E,  60,  983, XX,  50, NEQ,   21,   20,   13,   15,     ,     ,  24,
WP, 29, 2025100818, 03, FNV3,  60, 278N, 1295E,  60,  983, XX,  64, NEQ,    6,    5,    4,    5,     ,     ,  24,
WP, 29, 2025100818, 03, FNV3,  66, 286N, 1300E,  65,  980, XX,  34, NEQ,   85,   88,   63,   66,     ,     ,  22,
WP, 29, 2025100818, 03, FNV3,  66, 286N, 1300E,  65,  980, XX,  50, NEQ,   28,   27,   20,   23,     ,     ,  22,
WP, 29, 2025100818, 03, FNV3,  66, 286N, 1300E,  65,  980, XX,  64, NEQ,   11,   10,    8,    9,     ,     ,  22,
WP, 29, 2025100818, 03, FNV3,  72, 293N, 1306E,  71,  975, XX,  34, NEQ,   92,   99,   74,   71,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  72, 293N, 1306E,  71,  975, XX,  50, NEQ,   32,   33,   24,   24,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  72, 293N, 1306E,  71,  975, XX,  64, NEQ,   12,   12,    9,    9,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  78, 301N, 1316E,  74,  973, XX,  34, NEQ,   97,  108,   85,   78,     ,     ,  14,
WP, 29, 2025100818, 03, FNV3,  78, 301N, 1316E,  74,  973, XX,  50, NEQ,   39,   41,   32,   31,     ,     ,  14,
WP, 29, 2025100818, 03, FNV3,  78, 301N, 1316E,  74,  973, XX,  64, NEQ,   15,   16,   12,   13,     ,     ,  14,
WP, 29, 2025100818, 03, FNV3,  84, 308N, 1327E,  76,  972, XX,  34, NEQ,  111,  129,  102,   90,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  84, 308N, 1327E,  76,  972, XX,  50, NEQ,   50,   55,   43,   40,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  84, 308N, 1327E,  76,  972, XX,  64, NEQ,   21,   21,   16,   17,     ,     ,  16,
WP, 29, 2025100818, 03, FNV3,  90, 315N, 1344E,  76,  971, XX,  34, NEQ,  121,  140,  115,   99,     ,     ,  20,
