# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 07, 2026080218, 03, FNV3,   0, 246N, 1389W,  35, 1009, XX,  34, NEQ,   90,     ,     ,   50,     ,     ,  50,
WP, 12, 2026080218, 03, FNV3, 120, 267N, 1273E,  83,  952, XX,  50, NEQ,  116,  108,   95,  103,     ,     ,  33,
WP, 12, 2026080218, 03, FNV3, 120, 267N, 1273E,  83,  952, XX,  64, NEQ,   56,   49,   41,   48,     ,     ,  33,
WP, 12, 2026080218, 03, FNV3, 126, 267N, 1267E,  81,  953, XX,  34, NEQ,  243,  230,  216,  226,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 126, 267N, 1267E,  81,  953, XX,  50, NEQ,  111,  106,   91,   97,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 126, 267N, 1267E,  81,  953, XX,  64, NEQ,   58,   47,   37,   40,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 132, 267N, 1263E,  79,  952, XX,  34, NEQ,  236,  228,  213,  217,     ,     ,  39,
WP, 12, 2026080218, 03, FNV3, 132, 267N, 1263E,  79,  952, XX,  50, NEQ,  111,  107,   94,   99,     ,     ,  39,
WP, 12, 2026080218, 03, FNV3, 132, 267N, 1263E,  79,  952, XX,  64, NEQ,   53,   45,   38,   44,     ,     ,  39,
WP, 12, 2026080218, 03, FNV3, 138, 268N, 1258E,  78,  955, XX,  34, NEQ,  256,  246,  228,  239,     ,     ,  45,
WP, 12, 2026080218, 03, FNV3, 138, 268N, 1258E,  78,  955, XX,  50, NEQ,  126,  121,  106,  113,     ,     ,  45,
WP, 12, 2026080218, 03, FNV3, 138, 268N, 1258E,  78,  955, XX,  64, NEQ,   57,   51,   43,   48,     ,     ,  45,
WP, 12, 2026080218, 03, FNV3, 144, 268N, 1254E,  75,  957, XX,  34, NEQ,  235,  224,  206,  215,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 144, 268N, 1254E,  75,  957, XX,  50, NEQ,  105,   99,   87,   94,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 144, 268N, 1254E,  75,  957, XX,  64, NEQ,   44,   38,   35,   37,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 150, 269N, 1250E,  75,  957, XX,  34, NEQ,  243,  233,  215,  222,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 150, 269N, 1250E,  75,  957, XX,  50, NEQ,  118,  113,   98,  104,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 150, 269N, 1250E,  75,  957, XX,  64, NEQ,   49,   46,   38,   40,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 156, 271N, 1247E,  72,  959, XX,  34, NEQ,  217,  213,  195,  197,     ,     ,  40,
WP, 12, 2026080218, 03, FNV3, 156, 271N, 1247E,  72,  959, XX,  50, NEQ,  102,   97,   82,   85,     ,     ,  40,
WP, 12, 2026080218, 03, FNV3, 156, 271N, 1247E,  72,  959, XX,  64, NEQ,   41,   36,   28,   29,     ,     ,  40,
WP, 12, 2026080218, 03, FNV3, 162, 273N, 1244E,  69,  960, XX,  34, NEQ,  215,  209,  192,  195,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 162, 273N, 1244E,  69,  960, XX,  50, NEQ,   96,   91,   77,   81,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 162, 273N, 1244E,  69,  960, XX,  64, NEQ,   36,   33,   25,   27,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 168, 277N, 1240E,  66,  963, XX,  34, NEQ,  208,  203,  181,  186,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 168, 277N, 1240E,  66,  963, XX,  50, NEQ,   89,   85,   70,   74,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 168, 277N, 1240E,  66,  963, XX,  64, NEQ,   26,   25,   19,   21,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 174, 281N, 1238E,  64,  964, XX,  34, NEQ,  186,  181,  159,  163,     ,     ,  38,
WP, 12, 2026080218, 03, FNV3, 174, 281N, 1238E,  64,  964, XX,  50, NEQ,   81,   75,   63,   67,     ,     ,  38,
WP, 12, 2026080218, 03, FNV3, 174, 281N, 1238E,  64,  964, XX,  64, NEQ,   23,   20,   18,   19,     ,     ,  38,
WP, 12, 2026080218, 03, FNV3, 180, 287N, 1234E,  60,  967, XX,  34, NEQ,  166,  163,  142,  145,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 180, 287N, 1234E,  60,  967, XX,  50, NEQ,   68,   56,   46,   48,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 180, 287N, 1234E,  60,  967, XX,  64, NEQ,   19,   20,   14,   15,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 186, 292N, 1232E,  57,  969, XX,  34, NEQ,  145,  141,  122,  125,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 186, 292N, 1232E,  57,  969, XX,  50, NEQ,   55,   51,   44,   43,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 186, 292N, 1232E,  57,  969, XX,  64, NEQ,   16,   13,   12,   11,     ,     ,  41,
WP, 12, 2026080218, 03, FNV3, 192, 298N, 1230E,  51,  974, XX,  34, NEQ,  124,  119,  101,  103,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 192, 298N, 1230E,  51,  974, XX,  50, NEQ,   48,   37,   32,   33,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 192, 298N, 1230E,  51,  974, XX,  64, NEQ,    7,    6,    6,    6,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 198, 306N, 1227E,  49,  974, XX,  34, NEQ,  118,  114,   96,  100,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 198, 306N, 1227E,  49,  974, XX,  50, NEQ,   33,   27,   23,   24,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 198, 306N, 1227E,  49,  974, XX,  64, NEQ,    5,    3,    2,    2,     ,     ,  42,
WP, 12, 2026080218, 03, FNV3, 204, 314N, 1226E,  46,  977, XX,  34, NEQ,  116,  105,   90,   92,     ,     ,  48,
WP, 12, 2026080218, 03, FNV3, 204, 314N, 1226E,  46,  977, XX,  50, NEQ,   31,   25,   20,   21,     ,     ,  48,
WP, 12, 2026080218, 03, FNV3, 204, 314N, 1226E,  46,  977, XX,  64, NEQ,    5,    3,    2,    2,     ,     ,  48,
WP, 12, 2026080218, 03, FNV3, 210, 321N, 1225E,  43,  979, XX,  34, NEQ,   80,   74,   63,   64,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 210, 321N, 1225E,  43,  979, XX,  50, NEQ,   17,   16,   12,   13,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 210, 321N, 1225E,  43,  979, XX,  64, NEQ,    2,    3,    1,    1,     ,     ,  43,
WP, 12, 2026080218, 03, FNV3, 216, 331N, 1225E,  42,  979, XX,  34, NEQ,   68,   68,   58,   59,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 216, 331N, 1225E,  42,  979, XX,  50, NEQ,   10,    7,    7,    5,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 216, 331N, 1225E,  42,  979, XX,  64, NEQ,    3,    0,    0,    1,     ,     ,  46,
WP, 12, 2026080218, 03, FNV3, 222, 337N, 1225E,  38,  982, XX,  34, NEQ,   63,   60,   49,   50,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 222, 337N, 1225E,  38,  982, XX,  50, NEQ,    8,    5,    4,    5,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 222, 337N, 1225E,  38,  982, XX,  64, NEQ,    0,    0,    0,    1,     ,     ,  44,
WP, 12, 2026080218, 03, FNV3, 228, 340N, 1223E,  37,  983, XX,  34, NEQ,   60,   57,   47,   48,     ,     ,  52,
WP, 12, 2026080218, 03, FNV3, 228, 340N, 1223E,  37,  983, XX,  50, NEQ,    4,    6,    4,    3,     ,     ,  52,
WP, 12, 2026080218, 03, FNV3, 234, 346N, 1224E,  34,  986, XX,  34, NEQ,   54,   54,   42,   43,     ,     ,  58,
WP, 12, 2026080218, 03, FNV3, 234, 346N, 1224E,  34,  986, XX,  50, NEQ,    7,    5,    4,    4,     ,     ,  58,
WP, 12, 2026080218, 03, FNV3, 240, 356N, 1231E,  33,  987, XX,  34, NEQ,   39,   38,   31,   32,     ,     ,  50,
WP, 12, 2026080218, 03, FNV3, 240, 356N, 1231E,  33,  987, XX,  50, NEQ,    5,    3,    2,    3,     ,     ,  50,
WP, 12, 2026080218, 03, FNV3, 246, 361N, 1230E,  30,  989, XX,  34, NEQ,   29,   27,   20,   22,     ,     ,  50,
WP, 12, 2026080218, 03, FNV3, 246, 361N, 1230E,  30,  989, XX,  50, NEQ,    2,    0,    0,    2,     ,     ,  50,
WP, 12, 2026080218, 03, FNV3, 252, 363N, 1231E,  31,  989, XX,  34, NEQ,   42,   35,   29,   35,     ,     ,  57,
WP, 12, 2026080218, 03, FNV3, 252, 363N, 1231E,  31,  989, XX,  50, NEQ,    5,    2,    1,    1,     ,     ,  57,
WP, 12, 2026080218, 03, FNV3, 258, 364N, 1233E,  30,  989, XX,  34, NEQ,   35,   28,   23,   23,     ,     ,  65,
WP, 12, 2026080218, 03, FNV3, 258, 364N, 1233E,  30,  989, XX,  50, NEQ,    2,    2,    0,    0,     ,     ,  65,
WP, 12, 2026080218, 03, FNV3, 264, 370N, 1238E,  32,  986, XX,  34, NEQ,   29,   26,   22,   25,     ,     ,  58,
WP, 12, 2026080218, 03, FNV3, 264, 370N, 1238E,  32,  986, XX,  50, NEQ,    4,    2,    4,    2,     ,     ,  58,
WP, 12, 2026080218, 03, FNV3, 270, 373N, 1241E,  31,  988, XX,  34, NEQ,    6,    7,    5,    8,     ,     ,  56,
WP, 12, 2026080218, 03, FNV3, 270, 373N, 1241E,  31,  988, XX,  50, NEQ,    0,    0,    0,    4,     ,     ,  56,
WP, 12, 2026080218, 03, FNV3, 276, 367N, 1243E,  28,  991, XX,  34, NEQ,    2,    4,    1,    1,     ,     ,  44,
WP, 94, 2026080218, 03, FNV3,   0, 159N, 1231E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
WP, 94, 2026080218, 03, FNV3,   6, 164N, 1230E,  23, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
WP, 94, 2026080218, 03, FNV3,  12, 168N, 1228E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  42,
WP, 94, 2026080218, 03, FNV3,  18, 172N, 1225E,  23, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 94, 2026080218, 03, FNV3,  24, 172N, 1217E,  23, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 94, 2026080218, 03, FNV3,  30, 172N, 1207E,  24, 1003, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  41,
WP, 94, 2026080218, 03, FNV3,  36, 169N, 1203E,  25, 1002, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  37,
WP, 94, 2026080218, 03, FNV3,  42, 169N, 1198E,  25, 1001, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  42,
WP, 94, 2026080218, 03, FNV3,  48, 168N, 1199E,  29, 1000, XX,  34, NEQ,    9,    6,    5,    8,     ,     ,  31,
WP, 94, 2026080218, 03, FNV3,  54, 168N, 1199E,  26, 1000, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  37,
