# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 14, 2026091500, 03, WNV3,   0, 201N, 1399W,  35, 1005, XX,  34, NEQ,  120,     ,     ,     ,     ,     ,  80,
WP, 90, 2026091500, 03, WNV3,  48, 210N, 1495E,  47,  990, XX,  50, NEQ,   19,   15,   11,   13,     ,     ,  53,
WP, 90, 2026091500, 03, WNV3,  48, 210N, 1495E,  47,  990, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  53,
WP, 90, 2026091500, 03, WNV3,  54, 225N, 1486E,  53,  986, XX,  34, NEQ,  187,  165,  122,  150,     ,     ,  45,
WP, 90, 2026091500, 03, WNV3,  54, 225N, 1486E,  53,  986, XX,  50, NEQ,   43,   35,   25,   31,     ,     ,  45,
WP, 90, 2026091500, 03, WNV3,  54, 225N, 1486E,  53,  986, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  45,
WP, 90, 2026091500, 03, WNV3,  60, 236N, 1476E,  58,  983, XX,  34, NEQ,  198,  160,  120,  165,     ,     ,  42,
WP, 90, 2026091500, 03, WNV3,  60, 236N, 1476E,  58,  983, XX,  50, NEQ,   78,   63,   47,   61,     ,     ,  42,
WP, 90, 2026091500, 03, WNV3,  60, 236N, 1476E,  58,  983, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  42,
WP, 90, 2026091500, 03, WNV3,  66, 244N, 1464E,  63,  978, XX,  34, NEQ,  194,  156,  120,  165,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  66, 244N, 1464E,  63,  978, XX,  50, NEQ,   93,   75,   56,   75,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  66, 244N, 1464E,  63,  978, XX,  64, NEQ,   18,   13,   10,   13,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  72, 250N, 1451E,  66,  976, XX,  34, NEQ,  201,  161,  127,  174,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  72, 250N, 1451E,  66,  976, XX,  50, NEQ,  102,   84,   66,   86,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  72, 250N, 1451E,  66,  976, XX,  64, NEQ,   23,   17,   14,   17,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3,  78, 256N, 1439E,  71,  971, XX,  34, NEQ,  199,  160,  125,  174,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  78, 256N, 1439E,  71,  971, XX,  50, NEQ,  102,   82,   65,   86,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  78, 256N, 1439E,  71,  971, XX,  64, NEQ,   28,   24,   19,   24,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  84, 261N, 1428E,  73,  970, XX,  34, NEQ,  213,  164,  134,  189,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  84, 261N, 1428E,  73,  970, XX,  50, NEQ,  110,   89,   72,   96,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  84, 261N, 1428E,  73,  970, XX,  64, NEQ,   38,   31,   25,   31,     ,     ,  28,
WP, 90, 2026091500, 03, WNV3,  90, 266N, 1417E,  73,  969, XX,  34, NEQ,  211,  164,  135,  189,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3,  90, 266N, 1417E,  73,  969, XX,  50, NEQ,  114,   94,   77,   99,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3,  90, 266N, 1417E,  73,  969, XX,  64, NEQ,   37,   32,   26,   32,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3,  96, 271N, 1406E,  73,  969, XX,  34, NEQ,  206,  167,  139,  181,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3,  96, 271N, 1406E,  73,  969, XX,  50, NEQ,  108,   91,   74,   94,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3,  96, 271N, 1406E,  73,  969, XX,  64, NEQ,   34,   29,   23,   29,     ,     ,  30,
WP, 90, 2026091500, 03, WNV3, 102, 277N, 1397E,  72,  968, XX,  34, NEQ,  207,  172,  141,  186,     ,     ,  31,
WP, 90, 2026091500, 03, WNV3, 102, 277N, 1397E,  72,  968, XX,  50, NEQ,  112,   94,   77,   97,     ,     ,  31,
WP, 90, 2026091500, 03, WNV3, 102, 277N, 1397E,  72,  968, XX,  64, NEQ,   39,   33,   27,   32,     ,     ,  31,
WP, 90, 2026091500, 03, WNV3, 108, 283N, 1391E,  71,  970, XX,  34, NEQ,  215,  179,  153,  193,     ,     ,  36,
WP, 90, 2026091500, 03, WNV3, 108, 283N, 1391E,  71,  970, XX,  50, NEQ,  116,   99,   83,  101,     ,     ,  36,
WP, 90, 2026091500, 03, WNV3, 108, 283N, 1391E,  71,  970, XX,  64, NEQ,   36,   33,   27,   32,     ,     ,  36,
WP, 90, 2026091500, 03, WNV3, 114, 291N, 1388E,  71,  969, XX,  34, NEQ,  207,  184,  153,  184,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 114, 291N, 1388E,  71,  969, XX,  50, NEQ,  111,   99,   82,   96,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 114, 291N, 1388E,  71,  969, XX,  64, NEQ,   32,   30,   25,   29,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 120, 299N, 1387E,  68,  971, XX,  34, NEQ,  196,  181,  148,  168,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 120, 299N, 1387E,  68,  971, XX,  50, NEQ,  106,   97,   78,   89,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 120, 299N, 1387E,  68,  971, XX,  64, NEQ,   28,   25,   21,   23,     ,     ,  33,
WP, 90, 2026091500, 03, WNV3, 126, 309N, 1389E,  65,  972, XX,  34, NEQ,  210,  197,  160,  181,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3, 126, 309N, 1389E,  65,  972, XX,  50, NEQ,  112,  104,   84,   93,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3, 126, 309N, 1389E,  65,  972, XX,  64, NEQ,   26,   24,   20,   21,     ,     ,  34,
WP, 90, 2026091500, 03, WNV3, 132, 321N, 1394E,  64,  973, XX,  34, NEQ,  212,  200,  164,  183,     ,     ,  37,
WP, 90, 2026091500, 03, WNV3, 132, 321N, 1394E,  64,  973, XX,  50, NEQ,  113,  107,   87,   94,     ,     ,  37,
WP, 90, 2026091500, 03, WNV3, 132, 321N, 1394E,  64,  973, XX,  64, NEQ,   21,   22,   17,   18,     ,     ,  37,
WP, 90, 2026091500, 03, WNV3, 138, 334N, 1401E,  63,  973, XX,  34, NEQ,  210,  207,  165,  174,     ,     ,  38,
WP, 90, 2026091500, 03, WNV3, 138, 334N, 1401E,  63,  973, XX,  50, NEQ,  105,  102,   82,   85,     ,     ,  38,
WP, 90, 2026091500, 03, WNV3, 138, 334N, 1401E,  63,  973, XX,  64, NEQ,   17,   21,   15,   15,     ,     ,  38,
WP, 90, 2026091500, 03, WNV3, 144, 348N, 1412E,  60,  974, XX,  34, NEQ,  200,  206,  160,  158,     ,     ,  43,
WP, 90, 2026091500, 03, WNV3, 144, 348N, 1412E,  60,  974, XX,  50, NEQ,   89,   89,   69,   70,     ,     ,  43,
WP, 90, 2026091500, 03, WNV3, 144, 348N, 1412E,  60,  974, XX,  64, NEQ,   10,   12,    8,    8,     ,     ,  43,
WP, 90, 2026091500, 03, WNV3, 150, 364N, 1428E,  58,  975, XX,  34, NEQ,  195,  218,  171,  150,     ,     ,  44,
WP, 90, 2026091500, 03, WNV3, 150, 364N, 1428E,  58,  975, XX,  50, NEQ,   82,   91,   69,   65,     ,     ,  44,
WP, 90, 2026091500, 03, WNV3, 150, 364N, 1428E,  58,  975, XX,  64, NEQ,    6,    7,    6,    5,     ,     ,  44,
WP, 90, 2026091500, 03, WNV3, 156, 380N, 1450E,  57,  976, XX,  34, NEQ,  194,  227,  186,  152,     ,     ,  50,
WP, 90, 2026091500, 03, WNV3, 156, 380N, 1450E,  57,  976, XX,  50, NEQ,   81,   94,   73,   65,     ,     ,  50,
WP, 90, 2026091500, 03, WNV3, 156, 380N, 1450E,  57,  976, XX,  64, NEQ,    8,   11,    8,    7,     ,     ,  50,
WP, 90, 2026091500, 03, WNV3, 162, 398N, 1476E,  54,  976, XX,  34, NEQ,  189,  233,  184,  143,     ,     ,  54,
WP, 90, 2026091500, 03, WNV3, 162, 398N, 1476E,  54,  976, XX,  50, NEQ,   61,   76,   56,   48,     ,     ,  54,
WP, 90, 2026091500, 03, WNV3, 162, 398N, 1476E,  54,  976, XX,  64, NEQ,    7,    9,    6,    6,     ,     ,  54,
WP, 90, 2026091500, 03, WNV3, 168, 417N, 1505E,  52,  977, XX,  34, NEQ,  182,  235,  186,  133,     ,     ,  64,
WP, 90, 2026091500, 03, WNV3, 168, 417N, 1505E,  52,  977, XX,  50, NEQ,   57,   73,   52,   43,     ,     ,  64,
WP, 90, 2026091500, 03, WNV3, 168, 417N, 1505E,  52,  977, XX,  64, NEQ,    1,    3,    1,    1,     ,     ,  64,
WP, 90, 2026091500, 03, WNV3, 174, 436N, 1536E,  52,  976, XX,  34, NEQ,  194,  250,  199,  146,     ,     ,  72,
WP, 90, 2026091500, 03, WNV3, 174, 436N, 1536E,  52,  976, XX,  50, NEQ,   45,   62,   43,   35,     ,     ,  72,
WP, 90, 2026091500, 03, WNV3, 174, 436N, 1536E,  52,  976, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  72,
WP, 90, 2026091500, 03, WNV3, 180, 454N, 1567E,  49,  977, XX,  34, NEQ,  186,  243,  199,  146,     ,     ,  79,
WP, 90, 2026091500, 03, WNV3, 180, 454N, 1567E,  49,  977, XX,  50, NEQ,   32,   41,   31,   27,     ,     ,  79,
WP, 90, 2026091500, 03, WNV3, 186, 470N, 1599E,  49,  976, XX,  34, NEQ,  214,  276,  231,  171,     ,     ,  82,
WP, 90, 2026091500, 03, WNV3, 186, 470N, 1599E,  49,  976, XX,  50, NEQ,   31,   43,   34,   25,     ,     ,  82,
WP, 90, 2026091500, 03, WNV3, 192, 484N, 1631E,  47,  974, XX,  34, NEQ,  219,  279,  245,  177,     ,     ,  82,
WP, 90, 2026091500, 03, WNV3, 192, 484N, 1631E,  47,  974, XX,  50, NEQ,   25,   38,   27,   20,     ,     ,  82,
WP, 90, 2026091500, 03, WNV3, 192, 484N, 1631E,  47,  974, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  82,
WP, 90, 2026091500, 03, WNV3, 198, 496N, 1664E,  48,  972, XX,  34, NEQ,  222,  286,  251,  187,     ,     ,  96,
WP, 90, 2026091500, 03, WNV3, 198, 496N, 1664E,  48,  972, XX,  50, NEQ,   35,   52,   39,   29,     ,     ,  96,
WP, 90, 2026091500, 03, WNV3, 204, 508N, 1695E,  47,  970, XX,  34, NEQ,  221,  283,  258,  193,     ,     ,  87,
WP, 90, 2026091500, 03, WNV3, 204, 508N, 1695E,  47,  970, XX,  50, NEQ,   31,   45,   36,   27,     ,     ,  87,
WP, 90, 2026091500, 03, WNV3, 210, 515N, 1724E,  48,  969, XX,  34, NEQ,  232,  289,  266,  203,     ,     ,  88,
WP, 90, 2026091500, 03, WNV3, 210, 515N, 1724E,  48,  969, XX,  50, NEQ,   37,   49,   42,   32,     ,     ,  88,
WP, 90, 2026091500, 03, WNV3, 210, 515N, 1724E,  48,  969, XX,  64, NEQ,    1,    5,    2,    1,     ,     ,  88,
WP, 90, 2026091500, 03, WNV3, 216, 523N, 1754E,  46,  967, XX,  34, NEQ,  237,  294,  279,  212,     ,     ,  94,
WP, 90, 2026091500, 03, WNV3, 216, 523N, 1754E,  46,  967, XX,  50, NEQ,   36,   50,   43,   32,     ,     ,  94,
WP, 90, 2026091500, 03, WNV3, 222, 533N, 1775E,  45,  968, XX,  34, NEQ,  208,  258,  244,  188,     ,     ,  85,
WP, 90, 2026091500, 03, WNV3, 222, 533N, 1775E,  45,  968, XX,  50, NEQ,   17,   27,   24,   14,     ,     ,  85,
WP, 90, 2026091500, 03, WNV3, 228, 541N, 1797E,  44,  967, XX,  34, NEQ,  223,  268,  254,  204,     ,     ,  88,
WP, 90, 2026091500, 03, WNV3, 228, 541N, 1797E,  44,  967, XX,  50, NEQ,   20,   27,   23,   18,     ,     ,  88,
WP, 90, 2026091500, 03, WNV3, 234, 542N, 1783W,  42,  971, XX,  34, NEQ,  178,  218,  215,  166,     ,     ,  79,
WP, 90, 2026091500, 03, WNV3, 234, 542N, 1783W,  42,  971, XX,  50, NEQ,    7,   12,    8,    6,     ,     ,  79,
WP, 90, 2026091500, 03, WNV3, 240, 553N, 1758W,  40,  974, XX,  34, NEQ,  147,  182,  182,  137,     ,     ,  78,
WP, 90, 2026091500, 03, WNV3, 240, 553N, 1758W,  40,  974, XX,  50, NEQ,    0,    3,    0,    0,     ,     ,  78,
