# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 07, 2026061918, 03, FNV3,   0, 140N, 1386E,  39, 1000, XX,  34, NEQ,   90,     ,     ,   90,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 120, 228N, 1247E,  60,  982, XX,  34, NEQ,  105,  106,   87,   87,     ,     ,  25,
WP, 07, 2026061918, 03, FNV3, 120, 228N, 1247E,  60,  982, XX,  50, NEQ,   37,   35,   27,   30,     ,     ,  25,
WP, 07, 2026061918, 03, FNV3, 120, 228N, 1247E,  60,  982, XX,  64, NEQ,    9,    9,    7,    7,     ,     ,  25,
WP, 07, 2026061918, 03, FNV3, 126, 235N, 1249E,  55,  984, XX,  34, NEQ,  104,  108,   88,   85,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 126, 235N, 1249E,  55,  984, XX,  50, NEQ,   26,   27,   19,   20,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 126, 235N, 1249E,  55,  984, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 132, 244N, 1251E,  53,  985, XX,  34, NEQ,  102,  104,   86,   84,     ,     ,  31,
WP, 07, 2026061918, 03, FNV3, 132, 244N, 1251E,  53,  985, XX,  50, NEQ,   28,   27,   20,   22,     ,     ,  31,
WP, 07, 2026061918, 03, FNV3, 132, 244N, 1251E,  53,  985, XX,  64, NEQ,    7,    7,    6,    6,     ,     ,  31,
WP, 07, 2026061918, 03, FNV3, 138, 253N, 1255E,  51,  986, XX,  34, NEQ,   77,   85,   65,   62,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 138, 253N, 1255E,  51,  986, XX,  50, NEQ,   14,   13,   11,   10,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 138, 253N, 1255E,  51,  986, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  32,
WP, 07, 2026061918, 03, FNV3, 144, 263N, 1259E,  47,  988, XX,  34, NEQ,   62,   71,   50,   48,     ,     ,  34,
WP, 07, 2026061918, 03, FNV3, 144, 263N, 1259E,  47,  988, XX,  50, NEQ,   14,   14,    9,   10,     ,     ,  34,
WP, 07, 2026061918, 03, FNV3, 144, 263N, 1259E,  47,  988, XX,  64, NEQ,    4,    3,    2,    2,     ,     ,  34,
WP, 07, 2026061918, 03, FNV3, 150, 276N, 1268E,  45,  989, XX,  34, NEQ,   66,   73,   54,   51,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 150, 276N, 1268E,  45,  989, XX,  50, NEQ,   12,   13,   11,    9,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 150, 276N, 1268E,  45,  989, XX,  64, NEQ,    3,    3,    3,    2,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 156, 290N, 1279E,  43,  989, XX,  34, NEQ,   59,   62,   46,   44,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 156, 290N, 1279E,  43,  989, XX,  50, NEQ,   10,   10,    6,    6,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 156, 290N, 1279E,  43,  989, XX,  64, NEQ,    1,    2,    1,    1,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 162, 305N, 1294E,  43,  989, XX,  34, NEQ,   45,   47,   33,   31,     ,     ,  43,
WP, 07, 2026061918, 03, FNV3, 162, 305N, 1294E,  43,  989, XX,  50, NEQ,    9,   10,    6,    6,     ,     ,  43,
WP, 07, 2026061918, 03, FNV3, 162, 305N, 1294E,  43,  989, XX,  64, NEQ,    1,    2,    1,    1,     ,     ,  43,
WP, 07, 2026061918, 03, FNV3, 168, 321N, 1311E,  43,  990, XX,  34, NEQ,   51,   59,   39,   36,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 168, 321N, 1311E,  43,  990, XX,  50, NEQ,    8,   10,    6,    6,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 168, 321N, 1311E,  43,  990, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 174, 333N, 1326E,  43,  989, XX,  34, NEQ,   52,   46,   34,   32,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 174, 333N, 1326E,  43,  989, XX,  50, NEQ,    5,    6,    3,    3,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 174, 333N, 1326E,  43,  989, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  40,
WP, 07, 2026061918, 03, FNV3, 180, 342N, 1340E,  42,  989, XX,  34, NEQ,   55,   64,   45,   41,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 180, 342N, 1340E,  42,  989, XX,  50, NEQ,    8,    7,    5,    5,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 180, 342N, 1340E,  42,  989, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  44,
WP, 07, 2026061918, 03, FNV3, 186, 354N, 1356E,  41,  989, XX,  34, NEQ,   39,   40,   29,   25,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 186, 354N, 1356E,  41,  989, XX,  50, NEQ,    7,    9,    6,    5,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 186, 354N, 1356E,  41,  989, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  41,
WP, 07, 2026061918, 03, FNV3, 192, 363N, 1376E,  42,  989, XX,  34, NEQ,   31,   36,   24,   23,     ,     ,  42,
WP, 07, 2026061918, 03, FNV3, 192, 363N, 1376E,  42,  989, XX,  50, NEQ,    6,    6,    3,    3,     ,     ,  42,
WP, 07, 2026061918, 03, FNV3, 192, 363N, 1376E,  42,  989, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  42,
WP, 07, 2026061918, 03, FNV3, 198, 370N, 1407E,  41,  988, XX,  34, NEQ,   60,   63,   47,   47,     ,     ,  50,
WP, 07, 2026061918, 03, FNV3, 198, 370N, 1407E,  41,  988, XX,  50, NEQ,    6,    6,    4,    4,     ,     ,  50,
WP, 07, 2026061918, 03, FNV3, 198, 370N, 1407E,  41,  988, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  50,
WP, 07, 2026061918, 03, FNV3, 204, 379N, 1442E,  38,  989, XX,  34, NEQ,   37,   38,   27,   24,     ,     ,  47,
WP, 07, 2026061918, 03, FNV3, 204, 379N, 1442E,  38,  989, XX,  50, NEQ,    5,    8,    4,    4,     ,     ,  47,
