# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 99, 2026091906, 03, WNV3,   0, 326N,  336W,  29, 1015, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
AL, 99, 2026091906, 03, WNV3, 150, 292N,  442W,  37, 1006, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  45,
AL, 99, 2026091906, 03, WNV3, 156, 293N,  449W,  39, 1004, XX,  34, NEQ,   16,   14,    9,   13,     ,     ,  41,
AL, 99, 2026091906, 03, WNV3, 156, 293N,  449W,  39, 1004, XX,  50, NEQ,    7,    6,    4,    6,     ,     ,  41,
AL, 99, 2026091906, 03, WNV3, 156, 293N,  449W,  39, 1004, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  41,
EP, 15, 2026091906, 03, WNV3,   0, 171N, 1389W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  90,
EP, 98, 2026091906, 03, WNV3,   0, 121N, 1197W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     , 100,
EP, 98, 2026091906, 03, WNV3,   6, 115N, 1222W,  24, 1006, XX,  34, NEQ,    0,    0,    2,    0,     ,     ,  58,
EP, 99, 2026091906, 03, WNV3,   0,  94N, 1059W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     , 100,
WP, 24, 2026091906, 03, WNV3,   0, 270N, 1391E,  64,  978, XX,  34, NEQ,  220,  120,  100,  220,     ,     ,   5,
WP, 24, 2026091906, 03, WNV3,   6, 276N, 1383E,  71,  969, XX,  34, NEQ,  185,  145,  123,  166,     ,     ,  21,
WP, 24, 2026091906, 03, WNV3,   6, 276N, 1383E,  71,  969, XX,  50, NEQ,   98,   80,   65,   85,     ,     ,  21,
WP, 24, 2026091906, 03, WNV3,   6, 276N, 1383E,  71,  969, XX,  64, NEQ,   34,   28,   23,   28,     ,     ,  21,
WP, 24, 2026091906, 03, WNV3,  12, 281N, 1377E,  65,  972, XX,  34, NEQ,  187,  152,  133,  166,     ,     ,  28,
WP, 24, 2026091906, 03, WNV3,  12, 281N, 1377E,  65,  972, XX,  50, NEQ,  105,   88,   72,   90,     ,     ,  28,
WP, 24, 2026091906, 03, WNV3,  12, 281N, 1377E,  65,  972, XX,  64, NEQ,   23,   17,   14,   17,     ,     ,  28,
WP, 24, 2026091906, 03, WNV3,  18, 287N, 1375E,  64,  973, XX,  34, NEQ,  180,  160,  141,  163,     ,     ,  31,
WP, 24, 2026091906, 03, WNV3,  18, 287N, 1375E,  64,  973, XX,  50, NEQ,   99,   88,   73,   84,     ,     ,  31,
WP, 24, 2026091906, 03, WNV3,  18, 287N, 1375E,  64,  973, XX,  64, NEQ,   16,   12,   10,   11,     ,     ,  31,
WP, 24, 2026091906, 03, WNV3,  24, 294N, 1374E,  62,  974, XX,  34, NEQ,  182,  165,  140,  162,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  24, 294N, 1374E,  62,  974, XX,  50, NEQ,   94,   84,   68,   78,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  24, 294N, 1374E,  62,  974, XX,  64, NEQ,   12,    9,    8,    9,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  30, 303N, 1374E,  61,  975, XX,  34, NEQ,  198,  180,  153,  174,     ,     ,  32,
WP, 24, 2026091906, 03, WNV3,  30, 303N, 1374E,  61,  975, XX,  50, NEQ,   99,   89,   72,   81,     ,     ,  32,
WP, 24, 2026091906, 03, WNV3,  30, 303N, 1374E,  61,  975, XX,  64, NEQ,   13,   11,    9,   10,     ,     ,  32,
WP, 24, 2026091906, 03, WNV3,  36, 312N, 1375E,  62,  973, XX,  34, NEQ,  195,  184,  150,  164,     ,     ,  34,
WP, 24, 2026091906, 03, WNV3,  36, 312N, 1375E,  62,  973, XX,  50, NEQ,   94,   86,   68,   75,     ,     ,  34,
WP, 24, 2026091906, 03, WNV3,  36, 312N, 1375E,  62,  973, XX,  64, NEQ,   15,   14,   11,   11,     ,     ,  34,
WP, 24, 2026091906, 03, WNV3,  42, 323N, 1380E,  63,  973, XX,  34, NEQ,  190,  188,  156,  159,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  42, 323N, 1380E,  63,  973, XX,  50, NEQ,   90,   88,   69,   72,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  42, 323N, 1380E,  63,  973, XX,  64, NEQ,   13,   13,   10,   10,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  48, 335N, 1390E,  66,  971, XX,  34, NEQ,  174,  182,  150,  142,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  48, 335N, 1390E,  66,  971, XX,  50, NEQ,   80,   85,   66,   63,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  48, 335N, 1390E,  66,  971, XX,  64, NEQ,   16,   19,   14,   13,     ,     ,  29,
WP, 24, 2026091906, 03, WNV3,  54, 347N, 1407E,  68,  970, XX,  34, NEQ,  162,  179,  150,  133,     ,     ,  27,
WP, 24, 2026091906, 03, WNV3,  54, 347N, 1407E,  68,  970, XX,  50, NEQ,   83,   93,   75,   66,     ,     ,  27,
WP, 24, 2026091906, 03, WNV3,  54, 347N, 1407E,  68,  970, XX,  64, NEQ,   25,   28,   22,   21,     ,     ,  27,
WP, 24, 2026091906, 03, WNV3,  60, 362N, 1430E,  67,  972, XX,  34, NEQ,  155,  182,  155,  121,     ,     ,  26,
WP, 24, 2026091906, 03, WNV3,  60, 362N, 1430E,  67,  972, XX,  50, NEQ,   84,  101,   82,   66,     ,     ,  26,
WP, 24, 2026091906, 03, WNV3,  60, 362N, 1430E,  67,  972, XX,  64, NEQ,   23,   27,   22,   19,     ,     ,  26,
WP, 24, 2026091906, 03, WNV3,  66, 377N, 1459E,  62,  973, XX,  34, NEQ,  145,  185,  159,  108,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  66, 377N, 1459E,  62,  973, XX,  50, NEQ,   78,   97,   77,   58,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  66, 377N, 1459E,  62,  973, XX,  64, NEQ,   12,   15,   12,   10,     ,     ,  35,
WP, 24, 2026091906, 03, WNV3,  72, 389N, 1492E,  57,  977, XX,  34, NEQ,  143,  188,  156,  104,     ,     ,  43,
WP, 24, 2026091906, 03, WNV3,  72, 389N, 1492E,  57,  977, XX,  50, NEQ,   61,   77,   58,   44,     ,     ,  43,
WP, 24, 2026091906, 03, WNV3,  72, 389N, 1492E,  57,  977, XX,  64, NEQ,    4,    7,    4,    3,     ,     ,  43,
WP, 24, 2026091906, 03, WNV3,  78, 398N, 1525E,  52,  983, XX,  34, NEQ,  135,  180,  139,  106,     ,     ,  56,
WP, 24, 2026091906, 03, WNV3,  78, 398N, 1525E,  52,  983, XX,  50, NEQ,   32,   46,   30,   23,     ,     ,  56,
WP, 24, 2026091906, 03, WNV3,  78, 398N, 1525E,  52,  983, XX,  64, NEQ,    0,    2,    0,    0,     ,     ,  56,
WP, 24, 2026091906, 03, WNV3,  84, 407N, 1561E,  49,  986, XX,  34, NEQ,  126,  173,  130,   94,     ,     ,  61,
WP, 24, 2026091906, 03, WNV3,  84, 407N, 1561E,  49,  986, XX,  50, NEQ,   10,   18,    7,    5,     ,     ,  61,
WP, 24, 2026091906, 03, WNV3,  90, 415N, 1603E,  46,  989, XX,  34, NEQ,  139,  190,  144,  104,     ,     ,  78,
WP, 24, 2026091906, 03, WNV3,  90, 415N, 1603E,  46,  989, XX,  50, NEQ,    5,   11,    6,    5,     ,     ,  78,
WP, 24, 2026091906, 03, WNV3,  96, 425N, 1647E,  44,  990, XX,  34, NEQ,  141,  192,  150,  112,     ,     ,  81,
WP, 24, 2026091906, 03, WNV3,  96, 425N, 1647E,  44,  990, XX,  50, NEQ,    2,    9,    1,    1,     ,     ,  81,
WP, 24, 2026091906, 03, WNV3, 102, 436N, 1693E,  41,  988, XX,  34, NEQ,  110,  158,  120,   87,     ,     ,  85,
WP, 24, 2026091906, 03, WNV3, 102, 436N, 1693E,  41,  988, XX,  50, NEQ,    1,    1,    3,    0,     ,     ,  85,
WP, 24, 2026091906, 03, WNV3, 108, 444N, 1736E,  43,  987, XX,  34, NEQ,  120,  166,  135,   97,     ,     ,  79,
WP, 24, 2026091906, 03, WNV3, 108, 444N, 1736E,  43,  987, XX,  50, NEQ,    7,   16,   10,    5,     ,     ,  79,
WP, 24, 2026091906, 03, WNV3, 114, 445N, 1768E,  40,  989, XX,  34, NEQ,  101,  144,  119,   83,     ,     ,  75,
WP, 24, 2026091906, 03, WNV3, 114, 445N, 1768E,  40,  989, XX,  50, NEQ,    1,    5,    2,    1,     ,     ,  75,
WP, 24, 2026091906, 03, WNV3, 120, 442N, 1783E,  37,  991, XX,  34, NEQ,   73,  101,   83,   60,     ,     ,  71,
WP, 24, 2026091906, 03, WNV3, 120, 442N, 1783E,  37,  991, XX,  50, NEQ,    2,    6,    3,    2,     ,     ,  71,
