# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 14, 2026091412, 03, WNV3,   0, 193N, 1371W,  35, 1005, XX,  34, NEQ,   60,     ,     ,   70,     ,     ,  45,
WP, 90, 2026091412, 03, WNV3, 132, 295N, 1397E,  71,  968, XX,  64, NEQ,   39,   37,   30,   32,     ,     ,  34,
WP, 90, 2026091412, 03, WNV3, 138, 306N, 1398E,  67,  970, XX,  34, NEQ,  217,  205,  166,  185,     ,     ,  37,
WP, 90, 2026091412, 03, WNV3, 138, 306N, 1398E,  67,  970, XX,  50, NEQ,  109,  105,   85,   92,     ,     ,  37,
WP, 90, 2026091412, 03, WNV3, 138, 306N, 1398E,  67,  970, XX,  64, NEQ,   27,   27,   22,   24,     ,     ,  37,
WP, 90, 2026091412, 03, WNV3, 144, 318N, 1402E,  66,  972, XX,  34, NEQ,  230,  217,  179,  198,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 144, 318N, 1402E,  66,  972, XX,  50, NEQ,  123,  119,   98,  105,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 144, 318N, 1402E,  66,  972, XX,  64, NEQ,   27,   26,   21,   22,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 150, 332N, 1409E,  64,  971, XX,  34, NEQ,  220,  214,  171,  183,     ,     ,  40,
WP, 90, 2026091412, 03, WNV3, 150, 332N, 1409E,  64,  971, XX,  50, NEQ,  117,  115,   93,   97,     ,     ,  40,
WP, 90, 2026091412, 03, WNV3, 150, 332N, 1409E,  64,  971, XX,  64, NEQ,   20,   20,   16,   16,     ,     ,  40,
WP, 90, 2026091412, 03, WNV3, 156, 347N, 1421E,  61,  972, XX,  34, NEQ,  221,  229,  185,  181,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 156, 347N, 1421E,  61,  972, XX,  50, NEQ,  110,  112,   90,   89,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 156, 347N, 1421E,  61,  972, XX,  64, NEQ,   15,   15,   12,   12,     ,     ,  42,
WP, 90, 2026091412, 03, WNV3, 162, 364N, 1436E,  58,  973, XX,  34, NEQ,  210,  235,  185,  163,     ,     ,  46,
WP, 90, 2026091412, 03, WNV3, 162, 364N, 1436E,  58,  973, XX,  50, NEQ,   92,   99,   79,   73,     ,     ,  46,
WP, 90, 2026091412, 03, WNV3, 162, 364N, 1436E,  58,  973, XX,  64, NEQ,    8,    9,    7,    7,     ,     ,  46,
WP, 90, 2026091412, 03, WNV3, 168, 383N, 1456E,  57,  973, XX,  34, NEQ,  215,  246,  196,  166,     ,     ,  54,
WP, 90, 2026091412, 03, WNV3, 168, 383N, 1456E,  57,  973, XX,  50, NEQ,   78,   90,   69,   62,     ,     ,  54,
WP, 90, 2026091412, 03, WNV3, 168, 383N, 1456E,  57,  973, XX,  64, NEQ,   11,   12,   10,    9,     ,     ,  54,
WP, 90, 2026091412, 03, WNV3, 174, 402N, 1478E,  56,  972, XX,  34, NEQ,  211,  257,  205,  158,     ,     ,  60,
WP, 90, 2026091412, 03, WNV3, 174, 402N, 1478E,  56,  972, XX,  50, NEQ,   70,   87,   65,   54,     ,     ,  60,
WP, 90, 2026091412, 03, WNV3, 174, 402N, 1478E,  56,  972, XX,  64, NEQ,    5,    6,    5,    4,     ,     ,  60,
WP, 90, 2026091412, 03, WNV3, 180, 421N, 1501E,  55,  971, XX,  34, NEQ,  227,  275,  226,  175,     ,     ,  71,
WP, 90, 2026091412, 03, WNV3, 180, 421N, 1501E,  55,  971, XX,  50, NEQ,   75,   88,   69,   59,     ,     ,  71,
WP, 90, 2026091412, 03, WNV3, 180, 421N, 1501E,  55,  971, XX,  64, NEQ,    7,    8,    7,    6,     ,     ,  71,
WP, 90, 2026091412, 03, WNV3, 186, 438N, 1527E,  54,  970, XX,  34, NEQ,  242,  296,  248,  193,     ,     ,  75,
WP, 90, 2026091412, 03, WNV3, 186, 438N, 1527E,  54,  970, XX,  50, NEQ,   63,   81,   62,   51,     ,     ,  75,
WP, 90, 2026091412, 03, WNV3, 186, 438N, 1527E,  54,  970, XX,  64, NEQ,    4,    5,    4,    4,     ,     ,  75,
WP, 90, 2026091412, 03, WNV3, 192, 454N, 1556E,  51,  971, XX,  34, NEQ,  230,  285,  244,  186,     ,     ,  80,
WP, 90, 2026091412, 03, WNV3, 192, 454N, 1556E,  51,  971, XX,  50, NEQ,   46,   64,   47,   36,     ,     ,  80,
WP, 90, 2026091412, 03, WNV3, 192, 454N, 1556E,  51,  971, XX,  64, NEQ,    4,    5,    4,    3,     ,     ,  80,
WP, 90, 2026091412, 03, WNV3, 198, 466N, 1585E,  50,  971, XX,  34, NEQ,  220,  276,  239,  179,     ,     ,  76,
WP, 90, 2026091412, 03, WNV3, 198, 466N, 1585E,  50,  971, XX,  50, NEQ,   48,   60,   48,   38,     ,     ,  76,
WP, 90, 2026091412, 03, WNV3, 198, 466N, 1585E,  50,  971, XX,  64, NEQ,    2,    2,    3,    2,     ,     ,  76,
WP, 90, 2026091412, 03, WNV3, 204, 474N, 1614E,  48,  971, XX,  34, NEQ,  237,  288,  257,  200,     ,     ,  83,
WP, 90, 2026091412, 03, WNV3, 204, 474N, 1614E,  48,  971, XX,  50, NEQ,   36,   44,   36,   30,     ,     ,  83,
WP, 90, 2026091412, 03, WNV3, 210, 484N, 1645E,  48,  970, XX,  34, NEQ,  232,  282,  253,  200,     ,     ,  81,
WP, 90, 2026091412, 03, WNV3, 210, 484N, 1645E,  48,  970, XX,  50, NEQ,   35,   48,   40,   29,     ,     ,  81,
WP, 90, 2026091412, 03, WNV3, 216, 491N, 1672E,  47,  972, XX,  34, NEQ,  218,  259,  237,  189,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 216, 491N, 1672E,  47,  972, XX,  50, NEQ,   42,   54,   44,   37,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 222, 494N, 1695E,  44,  973, XX,  34, NEQ,  206,  245,  231,  184,     ,     ,  80,
WP, 90, 2026091412, 03, WNV3, 222, 494N, 1695E,  44,  973, XX,  50, NEQ,   32,   41,   35,   29,     ,     ,  80,
WP, 90, 2026091412, 03, WNV3, 228, 497N, 1713E,  44,  973, XX,  34, NEQ,  193,  232,  222,  174,     ,     ,  90,
WP, 90, 2026091412, 03, WNV3, 228, 497N, 1713E,  44,  973, XX,  50, NEQ,   25,   36,   28,   23,     ,     ,  90,
WP, 90, 2026091412, 03, WNV3, 228, 497N, 1713E,  44,  973, XX,  64, NEQ,    0,    0,    2,    0,     ,     ,  90,
WP, 90, 2026091412, 03, WNV3, 234, 503N, 1736E,  42,  971, XX,  34, NEQ,  190,  235,  226,  174,     ,     ,  87,
WP, 90, 2026091412, 03, WNV3, 234, 503N, 1736E,  42,  971, XX,  50, NEQ,   22,   29,   26,   19,     ,     ,  87,
WP, 90, 2026091412, 03, WNV3, 240, 509N, 1761E,  40,  975, XX,  34, NEQ,  160,  199,  193,  149,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 240, 509N, 1761E,  40,  975, XX,  50, NEQ,   21,   25,   23,   20,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 240, 509N, 1761E,  40,  975, XX,  64, NEQ,    0,    0,    3,    0,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 246, 508N, 1779E,  39,  976, XX,  34, NEQ,  151,  188,  186,  140,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 246, 508N, 1779E,  39,  976, XX,  50, NEQ,    5,   10,    6,    5,     ,     ,  84,
WP, 90, 2026091412, 03, WNV3, 252, 505N, 1794E,  39,  977, XX,  34, NEQ,  129,  160,  159,  119,     ,     ,  79,
WP, 90, 2026091412, 03, WNV3, 252, 505N, 1794E,  39,  977, XX,  50, NEQ,    7,    8,    7,   10,     ,     ,  79,
